varID,var6_0,var6_1,var6_2,var6_3,var6_4,var6_5,var6_6,var6_6a,var6_7,var6_8,var6_9,var6_10,var6_11,var6_12,var6_13,var6_14,var6_14a,var6_15,var6_16,var6_17,var6_18,var6_19,var6_20,var6_21,var6_22,var6_23,var6_24,var6_25,var6_26,var6_26a,var6_27,var6_28,var6_29,var6_30,var6_31,var6_32,var6_33,var6_34,var6_34a,var6_35,var6_36,var6_37,var6_38,var6_38a,var6_39,var6_40,var6_41,var6_42,var6_43,var6_44,var6_45,var6_46,var6_47,var6_48,var6_49,var6_50,var6_50a,var6_51,var6_52,var6_53,var6_54,var6_55,var6_55a,var6_56,var6_56a,var6_57,var6_58,var6_59,var6_60,var6_61,var6_62,var6_63,var6_64,var6_64a,var6_65,var6_66,var6_67,var6_68,var6_69,var6_70,var6_71,var6_71a
4103010103,粮食作物2,a21,4,1400,否,否,1,,.,.,.,.,,,.,4,,100,0,160,2,100,240,2,2,0,8,30,1,,0,0,.,.,100,28,32,0,,4,0,增加,3,,100,0,160,2,100,520,2,0,50,不变,,,,,,.,100,1,,4,,2,.,,.,8,0,0,1,,0,0,.,.,48,0,120,油费
4103010104,粮食作物1,a1,2.4,1200,否,否,5,,100,0,120,0.72,2,2,0,4,,100,0,72,0.5,100,180,2,2.4,0,30,6,1,,0,.,0,.,100,24,19.2,19.2,,3,0,增加,1,,0,.,0,.,100,275,1,0,48,增加,0,,,,0,.,0,,,,,,.,,.,,.,.,3,,100,0,120,0.72,0.72,0,.,
4103010104,粮食作物2,a21,2.4,600,否,否,1,,.,.,.,.,,,.,4,,100,0,24,0.5,100,192,2,24,0,9.6,20,1,,0,.,0,.,100,24,19.2,19.2,,3,0,增加,5,播施一体,100,0,36,1.5,100,275,1.5,0,48,增加,0,,,,0,.,0,,,,,,.,,.,,.,.,3,,100,0,192,0.72,0.72,0,.,
4103010105,粮食作物1,a1,4.1,2050,是,否,5,,100,0,200,4,1,4,0,,,.,.,.,.,100,300,1,.,.,50,6,1,,0,0,0,0,100,200,90,0,,8,0,增加,3,,100,0,80,4,100,560,4,0,50,不变,,,,,,.,85,1,,1,,2,0,,.,16,0,200,3,,100,0,320,2,4,0,0,
4103010105,粮食作物2,a21,4.1,1640,是,是,5,,100,0,320,4,1,4,0,,,.,.,.,.,100,160,1,.,.,10,16,1,,0,0,0,0,100,200,90,0,,8,0,增加,,,.,.,.,.,100,560,,.,50,不变,,,,,,.,85,1,,1,,2,0,,.,16,0,200,3,,100,0,200,2,4,0,0,
4103010106,粮食作物1,a1,10,5000,否,否,4,,100,100,0,0,0.125,240,0,3,,100,100,0,0,100,540,1.25,24,0,150,3.6,3,,100,100,0,0,100,400,200,0,,24,0,不变,2,,100,100,0,0,100,1600,24,0,50,不变,,,,,,.,100,1,,4,,4,0,,.,80,0,200,3,,100,0,450,1,0,0,0,
4103010106,粮食作物2,a21,10,5000,否,否,4,,100,100,0,0,0.125,240,0,3,,100,100,0,0,100,650,1.25,24,0,26,25,3,,100,100,0,0,100,200,200,0,,24,0,不变,2,,100,100,0,0,100,1400,24,0,50,不变,,,,,,.,100,1,,4,,4,0,,.,80,0,200,"1,3",,80,0,800,1,0,0,0,
4103010107,粮食作物1,a1,1.2,300,是,是,5,,100,0,84,1,1.2,1,0,,,.,.,.,.,100,39,,.,.,14,2.8,1,,0,0,0,0,0,0,0,0,,2,0,不变,,,.,.,.,.,100,120,,.,50,减少,,,,,,.,0,5,降水,,,,.,,.,,.,.,3,,100,0,60,1,1,0,0,
4103010107,粮食作物2,a22,1.2,480,否,否,1,,.,.,.,.,,,.,4,,100,0,30,1,100,12,1.2,1,0,2,6,1,,0,0,0,0,100,30,15,20,,2,0,不变,,,.,.,.,.,100,120,,.,50,减少,,,,,,.,0,5,降水,,,,.,,.,,.,.,1,,0,0,0,0,8,0,0,
4103010108,粮食作物1,a1,8.9,4450,否,否,5,,100,0,450,9,1,9,0,3,,100,100,675,.,100,675,0.3,32,.,112.5,1.5,1,,0,0,.,.,33,0,100,0,,32,.,不变,1,,.,.,.,.,100,1215,32,.,50,不变,,,,,,.,0,,,,,,.,,.,,.,.,3,,100,0,450,2,2,.,50,
4103010108,粮食作物2,a21,8.9,3560,否,否,1,,.,.,.,.,,,.,3,,100,100,315,.,100,315,0.3,32,.,22.5,3.5,1,,0,0,.,.,100,20,90,0,,76,.,不变,2,,100,100,0,0,100,990,0,.,40,不变,,,,,,.,100,1,,4,,5.5,.,,.,40,.,180,5,机器人工各一半,50,0,225,2,128,0,50,燃油
4103010109,粮食作物1,,.,.,,,,,.,.,.,.,,,.,,,.,.,.,.,,,,.,.,.,,,,.,.,.,.,.,.,.,.,,.,.,,,,.,.,.,.,.,,,.,,,,,,,,.,.,,,,,,.,,.,,.,.,,,.,.,.,.,,.,.,
4103010110,粮食作物1,a1,10,300,否,否,5,,100,0,0,1,10,0,0,4,,100,0,0,1.5,0,0,10,0,0,120,7.2,4,,100,0,0,0.1,0,0,0,0,,0,0,不变,,,.,.,.,.,0,0,0,0,50,不变,0,,,,,.,0,5,降雨,,,,.,,.,,.,.,3,,100,0,0,1,0,0,3200,
4103010110,粮食作物2,a22,10,5000,否,否,5,,100,0,0,1,10,0,0,4,,100,0,0,1,0,0,10,0,0,20,14,4,,100,0,0,0.1,0,0,0,0,,0,0,不变,,,.,.,.,.,0,0,0,0,50,不变,0,,,,,.,0,5,降雨,,,,.,,.,,.,.,3,,100,0,0,1.5,0,0,4000,托管费
4103010111,粮食作物1,a1,21.72,8688,否,否,4,,100,100,0,0,7.3,14,150,3,,100,100,1375,0,100,1375,3.5,7,0,275,5,1,,0,.,982,24,100,44,396,242,,8,300,增加,2,,100,100,3190,0,100,3190,6,0,50,增加,600,生物有机肥,,30,0,.,100,1,,4,,4,0,,.,48,800,528,3,,100,0,977,7,14,50,0,
4103010111,粮食作物2,a21,21.72,1954.8,,,,,.,.,.,.,,,.,4,,100,100,1100,0,100,1100,12,4,50,42,25,1,,0,.,980,24,100,40,400,240,,8,300,增加,2,,100,100,3940,2,100,3740,11,200,100,增加,0,,,,0,.,100,1,,4,,4,0,,.,48,800,526,3,,100,0,1520,8,24,100,0,
4103010112,粮食作物1,a1,3.6,1260,否,否,3,,100,0,180,2,1.8,2,.,4,,100,0,70,2,100,207,2,1,0,45,4.6,1,,0,0,.,.,100,0,54,36,,8,0,不变,1,,100,0,.,.,100,600,4,0,55.5,增加,,,,,,.,100,4,,,,,.,,.,,.,.,3,,100,0,180,1,1,0,.,
4103010112,粮食作物2,a21,3.6,1620,否,否,1,,.,.,.,.,,,.,4,,100,0,90,2,100,115,2,2,0,7.2,16,1,,0,0,.,.,100,14.4,46.8,0,,8,0,不变,3,,.,.,.,.,100,440,,0,55.5,增加,,,,,,.,100,1,,4,,4,.,,.,16,0,40,1,,0,0,.,.,24,0,.,
4103010113,粮食作物1,a1,7.48,3740,否,否,5,,100,0,897.6,2,10,2,0,3,,100,100,0,0,50,280,6,2,0,93.5,6,2,,100,100,0,0,100,74.8,135,0,,16,0,增加,1,,0,0,0,0,100,820,8,0,50,增加,,,,,,.,100,1,,4,,4,0,,.,2,0,150,3,,100,0,300,1.5,1.5,0,0,
4103010113,粮食作物2,a21,7.48,2992,否,否,1,,.,.,.,.,,,.,3,,100,100,0,0,100,152,0.9,8,0,9.5,16,2,,100,100,0,0,100,75,135,0,,16,0,不变,,,.,.,.,.,100,820,8,0,50,增加,,,,,,.,100,1,,4,,4,0,,.,2,0,150,1,,0,0,0,0,32,0,0,
4103010201,粮食作物1,a1,6.3,750,否,是,5,,100,0,630,3,4,0,0,4,,100,0,189,4,100,315,2,0,0,78.75,4,1,,0,0,0,0,100,70,70,50,,12,0,不变,,,.,.,.,.,100,819,,.,50,增加,,,,,,.,100,4,,,,,.,,.,,.,.,3,,100,0,315,2,2,0,0,
4103010201,粮食作物2,a21,6.3,1000,否,是,5,,100,0,315,8,2,0,0,4,,100,0,189,5,100,315,5,0,0,12.6,25,1,,0,0,0,0,100,80,60,0,,5,0,不变,,,.,.,.,.,100,982.8,,.,60,不变,,,,,,.,100,4,,,,,.,,.,,.,.,3,,100,0,630,7,7,0,0,
4103010202,粮食作物1,a1,3.8,1824,否,否,4,,100,100,0,0,0.5,24,0,4,,100,100,0,0,100,266,1,6,0,47.5,5,1,,0,0,0,0,100,15,0,0,,5,0,增加,2,,100,100,0,0,100,592.8,1,0,40,增加,,,,,,.,100,4,,,,,.,,.,,.,.,3,,100,0,171,1,0,0,0,
4103010203,粮食作物1,a1,12,4200,否,否,4,,100,100,.,.,1,24,0,4,,100,0,360,6,100,1080,2,6,0,180,6,1,,0,0,.,.,100,120,96,0,,12,0,不变,3,,100,0,360,6,100,1950,6,0,60,增加,,,,,,.,100,1,,6,,3,.,,.,36,0,240,3,,100,0,480,4,6,0,0,
4103010203,粮食作物2,a21,5,1250,否,,,,.,.,.,.,,,.,4,,100,0,125,2.5,100,250,2,2.5,0,10,25,1,,0,0,.,.,100,30,50,0,,12,0,不变,3,,100,0,125,7.5,100,840,2.5,0,60,增加,,,,,,.,100,1,,6,,4,.,,.,48,0,100,3,,100,0,400,3,5,0,0,
4103010204,粮食作物1,a1,25,13750,否,否,5,,100,0,.,12.5,2,12.5,.,5,,100,0,.,12.5,100,,2,12.5,0,.,,3,,100,0,0,4,100,.,.,.,,4,0,增加,3,,100,0,.,12.5,100,3750,12.5,0,50,增加,,,,,,.,100,1,,1,,4,0,,.,100,0,.,3,,100,0,1000,5,6,0,.,
4103010204,粮食作物2,a21,10,5000,否,否,1,,.,.,.,.,,,.,5,,100,0,.,5,100,400,2,5,0,19,22,3,,100,0,0,2,100,70,50,0,,2,0,增加,5,跟播一体,100,0,300,5,1,1200,5,0,50,增加,,,,,,.,100,1,,1,,4,0,,.,40,.,170,3,,100,0,500,5,6,0,.,
4103010205,粮食作物1,a1,8,2000,是,是,6,集体托管,100,0,0,4,2,4,0,,,.,.,.,.,0,0,2,.,.,120,0,5,,100,0,0,2,0,0,0,0,,0,0,不变,,,.,.,.,.,100,800,,.,50,不变,,,,,,.,100,1,,4,,3,0,否,0,24,0,160,3,,100,0,400,8,16,0,0,
4103010205,粮食作物2,a22,8,2640,是,是,6,集体托管,100,0,0,4,2,4,0,,,.,.,.,.,0,0,2,.,.,20,0,5,,100,0,0,2,0,0,0,0,,0,0,不变,,,.,.,.,.,100,800,,.,50,不变,,,,,,.,100,1,,4,,3,0,否,0,24,0,160,3,,100,0,640,8,16,0,0,
4103010206,粮食作物1,a1,3.78,1500,否,否,5,,100,0,50,3,1.26,3,0,4,,100,100,30,0.756,100,158.76,3,0.756,0,7,6,1,,0,0,0,0,100,60.48,56.7,11.34,,4,0,不变,3,,100,100,20,0.756,100,529.2,0.756,0,50,不变,,,,,,.,100,1,,4,,3,0,,.,3,0,20,3,,100,100,189,0.4,0.4,0,120,
4103010206,粮食作物2,a21,3.78,1890,否,否,5,,100,0,50,3,1.26,3,0,4,,100,100,30,0.756,100,37.8,3,0.756,0,1,10,1,,0,0,0,0,100,60.48,56.7,11.34,,4,0,不变,3,,100,100,20,0.756,100,529.2,0.756,0,50,不变,,,,,,.,100,1,,4,,3,0,,.,3,0,20,3,,100,100,151.2,0.4,0.4,0,0,打药壶
4103010207,粮食作物1,a1,9.36,4212,是,是,5,,100,0,400,4,2.34,4,0,4,,100,0,280,1,100,137.5,9.36,0,0,110,1.25,1,,0,0,0,0,100,150,210,50,,16,0,增加,1,,0,0,0,0,100,1591,8,0,40,增加,,,,,,.,100,4,,,,,.,,.,,.,.,3,,100,0,421,8,8,0,200,农膜
4103010207,粮食作物2,b2,9.36,2340,是,是,5,,100,0,300,16,0.58,16,0,4,,100,0,280,1,100,120,9.36,0,0,20,6,1,,0,0,0,0,100,46,56,234,,24,0,增加,1,,0,0,0,0,100,1684,16,0,40,增加,,,,,,.,100,1,,4,,3.2,0,,.,30,0,400,2,,100,100,0,0,16,0,0,农膜
4103010208,粮食作物1,a1,30.75,14000,否,否,4,,100,100,.,.,2,15,.,4,,100,100,.,.,100,375,3.8,8,0,300,1.25,1,,30,30,.,.,0,0,0,0,,32,1200,不变,1,,0,0,.,.,100,0,4,200,50,增加,0,,,,,.,100,1,,1,,1.9,.,,.,16,0,600,3,,100,0,1200,4,4,0,1500,
4103010208,粮食作物2,a21,29.5,15000,否,否,1,,.,.,.,.,,,.,4,,100,100,.,.,100,1125,3.8,8,0,45,25,1,,30,30,.,.,0,0,0,0,,32,1200,不变,1,,0,0,.,.,100,0,4,200,50,增加,0,,,,,.,100,1,,1,,1.9,.,,.,16,0,600,3,,100,0,2400,6,6,0,1500,燃油
4103010209,粮食作物1,a1,18.01,6300,否,否,5,,100,0,1800,9,2,9,0,4,,100,0,720,9,100,2160,2.5,9,0,270,8,4,,100,0,540,4.5,0,0,0,0,,2,0,不变,5,借人机器,100,0,0,0,100,3500,3,0,75,增加,,,,,,.,100,1,,4,,6,0,,.,66,0,500,3,,100,0,350,4,4,0,0,
4103010209,粮食作物2,a21,18.01,7200,否,否,1,,.,.,.,.,,,.,4,,100,0,450,1,100,1800,2.5,9,0,72,25,4,,100,0,720,4.5,0,0,0,0,,2,0,不变,,,.,.,.,.,100,3500,,.,75,增加,,,,,,.,100,1,,4,,3,0,,.,33,0,250,3,,100,0,700,4,4,0,350,粉碎秸秆
4103010210,粮食作物1,a1,25,10000,否,否,4,,100,100,0,0,20,1.5,0,3,,100,100,0,0,0,0,20,1.5,0,325,6,2,,100,100,0,0,100,350,300,0,,16,0,不变,,,.,.,.,.,100,3750,,.,75,不变,1000,生物有机肥,,9999,,.,100,1,,4,,3,0,,.,70,0,250,3,,100,0,1250,8,8,0,0,
4103010210,粮食作物2,a22,25,7500,否,否,1,,.,.,.,.,,,.,3,,100,100,0,0,100,1200,2,16,0,37.5,32,2,,100,100,0,0,100,125,250,0,,16,0,不变,,,.,.,.,.,100,4500,,.,60,增加,,,,,,.,100,1,,4,,4,0,,.,100,0,500,3,,100,0,1750,8,8,0,0,
4103010211,粮食作物1,a1,1.46,400,否,否,5,,100,0,110,0.33,3,0,0,4,,100,0,138,0.7,100,65,4,0,0,12.5,5.2,1,,0,.,76,0,100,20,36,20,,0.7,0,减少,3,,100,0,405,0,100,405,2,0,10,增加,0,,,,0,.,100,4,,,,,.,,.,,.,.,3,,100,0,73,0.33,0.66,0,0,
4103010211,粮食作物2,a22,1.46,550,,,,,.,.,.,.,,,.,4,,100,0,133,0.7,100,60,4,0,0,6,10,1,,0,.,16,0,100,6,10,0,,1,0,减少,1,,0,.,330,0,100,330,4,0,10,增加,0,,,,0,.,100,4,,,,,.,,.,,.,.,3,,100,0,146,0.33,0.66,0,0,
4103010212,粮食作物1,a1,12.51,5629.5,否,否,4,,100,0,750,4,3.12,0,0,4,,100,0,250,4,100,435,3.12,4,0,156.25,2.8,3,,100,0,375,4,0,125,125,0,,8,0,不变,1,,0,0,.,.,100,1320,2,0,47.9,不变,,,,,,.,100,4,,,,,.,,.,,.,.,3,,100,0,500,2.5,5,0,0,
4103010212,粮食作物2,a21,12.51,3753,否,否,1,,.,.,.,.,,,.,4,,100,0,312,3,100,625,4.2,6,0,31.25,20,1,,0,0,.,.,100,62.5,100,60,,2.5,0,不变,3,,100,0,.,.,100,1440,,0,38.4,不变,,,,,,.,100,1,,4,,4,.,,.,100,0,200,3,,100,0,750,4,8,0,0,
4103010213,粮食作物1,a1,4.25,1062.5,否,是,5,,100,0,297.5,8,2,2,0,4,,100,0,127.5,1,100,100,4,1,0,50,2,2,,100,100,0,0,100,100,0,0,,4,0,减少,,,.,.,.,.,100,650,,.,75,增加,,,,,20,6,0,5,降水,,,,.,,.,,.,.,3,,100,0,191,0.5,1,0,0,
4105010201,粮食作物1,,.,.,,,,,.,.,.,.,,,.,,,.,.,.,.,,,,.,.,.,,,,.,.,.,.,.,.,.,.,,.,.,,,,.,.,.,.,.,,,.,,,,,,,,.,.,,,,,,.,,.,,.,.,,,.,.,.,.,,.,.,
4105010202,粮食作物1,a21,0.5,400,否,否,5,,100,0,30,1,0.5,1,0,1,,0,0,.,.,100,50,,3,0,1,25,6,无,.,.,.,.,.,.,.,.,,.,.,,1,,0,0,.,.,100,36,0.5,0,15,不变,,,,,,.,0,,,,,,.,,.,,.,.,1,,0,0,.,.,12,0,0,
4105010203,粮食作物1,,.,.,,,,,.,.,.,.,,,.,,,.,.,.,.,,,,.,.,.,,,,.,.,.,.,.,.,.,.,,.,.,,,,.,.,.,.,.,,,.,,,,,,,,.,.,,,,,,.,,.,,.,.,,,.,.,.,.,,.,.,
4105010204,粮食作物1,,.,.,,,,,.,.,.,.,,,.,,,.,.,.,.,,,,.,.,.,,,,.,.,.,.,.,.,.,.,,.,.,,,,.,.,.,.,.,,,.,,,,,,,,.,.,,,,,,.,,.,,.,.,,,.,.,.,.,,.,.,
4105010205,粮食作物1,,.,.,,,,,.,.,.,.,,,.,,,.,.,.,.,,,,.,.,.,,,,.,.,.,.,.,.,.,.,,.,.,,,,.,.,.,.,.,,,.,,,,,,,,.,.,,,,,,.,,.,,.,.,,,.,.,.,.,,.,.,
4105010206,粮食作物1,a21,1.85,740,否,否,4,,100,100,0,2,0.925,2,0,1,,0,0,0,0,100,75,,16,0,1.5,50,,,.,.,.,.,.,.,.,.,,.,.,,1,,0,0,0,0,100,200,22,0,50,不变,,,,,,.,100,4,,,,,.,,.,,.,.,1,,0,0,0,0,18,0,0,
4105010207,粮食作物1,a21,1.3,600,否,否,4,,100,100,.,.,0.65,2,.,3,,100,100,250,.,100,250,0.16,8,.,12.5,20,6,不打,.,.,.,.,.,.,.,.,,.,.,,1,,0,0,.,.,100,220,2,.,76,不变,,,,,,.,100,4,,,,,.,,.,,.,.,1,,0,.,.,.,32,0,30,燃油
4105010208,粮食作物1,a21,1.5,525,否,否,5,,100,0,120,2.5,2,0,0,1,,0,0,0,0,100,150,,24,0,6,25,1,,0,0,0,0,100,0,70,0,,2.5,0,不变,1,,0,0,0,0,100,300,24,0,90,不变,,,,,,.,100,4,,,,,.,,.,,.,.,1,,0,0,0,0,21,0,0,
4105010209,粮食作物1,,.,.,,,,,.,.,.,.,,,.,,,.,.,.,.,,,,.,.,.,,,,.,.,.,.,.,.,.,.,,.,.,,,,.,.,.,.,.,,,.,,,,,,,,.,.,,,,,,.,,.,,.,.,,,.,.,.,.,,.,.,
4105010210,粮食作物1,a21,2,1000,否,否,4,,100,100,0,0,0.125,16,0,1,,0,.,264,0,100,264,0,80,0,11,24,1,,0,.,72,0,100,24,48,0,,16,0,增加,1,,0,.,1280,0,100,1280,160,0,200,增加,0,,,,0,.,100,4,,,,,.,,.,,.,.,1,,0,.,0,0,96,0,50,油费
4105010211,粮食作物1,,.,.,,,,,.,.,.,.,,,.,,,.,.,.,.,,,,.,.,.,,,,.,.,.,.,.,.,.,.,,.,.,,,,.,.,.,.,.,,,.,,,,,,,,.,.,,,,,,.,,.,,.,.,,,.,.,.,.,,.,.,
4105010212,粮食作物1,a21,1,400,否,否,4,,100,100,0,0,0.66,1.5,0,1,,0,0,0,0,100,100,,5,0,2,50,1,,0,0,0,0,100,0,20,0,,0.5,0,不变,1,,0,0,0,0,100,200,0.5,0,100,增加,,,,,,.,100,4,,,,,.,,.,,.,.,1,,0,0,0,0,6,0,0,
4103030101,粮食作物1,a1,0.3,150,否,否,5,,100,0,15,0.25,10,0,0,4,,100,0,20,0.5,100,0,9999,0,0,7,3,1,,0,0,0,0,100,8,7,0,,0.25,0,不变,,,.,.,.,.,100,36,,.,50,不变,83.3,生物有机肥,,9999,,.,100,4,,,,,.,,.,,.,.,3,,100,0,40,0.1,0,0,0,
4103030101,粮食作物2,a21,0.3,150,否,否,5,,100,0,20,0.25,10,0,0,4,,100,0,20,0.5,100,30,9999,0,0,7.5,20,1,,0,0,0,0,100,8,7,0,,0.25,0,不变,,,.,.,.,.,100,36,,.,50,不变,83.3,生物有机肥,,9999,,.,100,4,,,,,.,,.,,.,.,1,,0,0,0,0,5,0,0,
4103030102,粮食作物1,a1,1,500,否,是,5,,100,0,150,0.5,1,0,0,4,,100,0,0,0.5,100,75,1,0,0,12.5,6,3,,0,0,0,0,100,15,15,15,,0,0,增加,,,.,.,.,.,100,120,,.,50,增加,,,,,,.,100,1,,1,,0.5,0,,.,1,0,10,3,,100,0,40,0.25,0,0,0,
4103030102,粮食作物2,a21,1,100,否,否,1,,.,.,.,.,,,.,4,,100,0,0,0.2,100,30,4,0,0,2.5,12,3,,0,0,0,0,100,15,15,15,,0,0,增加,3,,100,0,25,0.2,100,120,0,0,50,增加,,,,,,.,100,1,,1,,0.5,0,,.,1,0,10,3,,100,0,80,0.25,0,0,0,
4103030103,粮食作物1,,.,.,,,,,.,.,.,.,,,.,,,.,.,.,.,,,,.,.,.,,,,.,.,.,.,.,.,.,.,,.,.,,,,.,.,.,.,.,,,.,,,,,,,,.,.,,,,,,.,,.,,.,.,,,.,.,.,.,,.,.,
4103030104,粮食作物1,,.,.,,,,,.,.,.,.,,,.,,,.,.,.,.,,,,.,.,.,,,,.,.,.,.,.,.,.,.,,.,.,,,,.,.,.,.,.,,,.,,,,,,,,.,.,,,,,,.,,.,,.,.,,,.,.,.,.,,.,.,
4103030105,粮食作物1,a1,2.4,960,否,否,5,,100,0,100,0.5,5,0.5,0,4,,100,0,135,0.5,100,360,5,0.5,0,36,5,1,,0,0,0,0,100,0,30,0,,1,0,增加,3,,100,0,50,0.5,100,360,0.5,0,50,增加,,,,,,.,100,4,,,,,.,,.,,.,.,3,,100,0,100,0.5,0.5,0,0,
4103030105,粮食作物2,a21,2.4,672,否,否,5,,100,0,100,0.5,5,0.5,0,4,,100,0,150,0.5,100,100,5,0.5,0,12,20,1,,0,0,0,0,100,0,30,0,,1,0,增加,3,,100,0,50,0.5,100,360,0.5,0,50,增加,,,,,,.,100,4,,,,,.,,.,,.,.,3,,100,0,200,0.5,0.5,0,0,
4103030106,粮食作物1,a1,4,1000,否,否,5,,100,0,200,1,4,1,0,4,,100,0,120,0.4,100,180,6,0.4,0,30,3,2,,100,100,0,0,100,80,64,60,,8,0,不变,1,,0,0,0,0,100,580,2.5,0,50,不变,,,,,,.,100,4,,,,,.,,.,0,0,0,3,,100,100,40,1,1,0,0,
4103030106,粮食作物2,a21,4,960,否,否,5,,100,0,200,1,4,1,0,4,,100,0,120,0.4,100,220,6,0.4,0,6,36.6,2,,100,100,0,0,100,80,64,60,,8,0,不变,1,,0,0,0,0,100,460,2.5,0,50,不变,,,,,,.,100,4,,,,,.,,.,0,0,0,3,,100,100,50,1,1,0,0,无
4103030107,粮食作物1,a1,5,2250,是,是,5,,100,0,500,2,2.5,2,0,,,.,.,.,.,100,187,,.,.,150,1.25,1,,0,0,0,0,100,70,70,70,,6,0,减少,,,.,.,.,.,100,675,,.,100,减少,,,,,,.,100,1,,4,,1,0,,.,5,0,130,3,,100,0,250,1,1,0,0,
4103030108,粮食作物1,,.,.,,,,,.,.,.,.,,,.,,,.,.,.,.,,,,.,.,.,,,,.,.,.,.,.,.,.,.,,.,.,,,,.,.,.,.,.,,,.,,,,,,,,.,.,,,,,,.,,.,,.,.,,,.,.,.,.,,.,.,
4103030109,粮食作物1,a1,7.5,3375,否,否,5,,100,0,375,4,2,8,0,4,,100,0,187.5,3,100,675,2.5,6,0,112.5,6,2,,100,100,0,0,100,300,0,0,,12,0,增加,1,,0,0,0,0,100,1000,16,0,50,增加,,,,,,.,100,4,,,,,.,,.,,.,.,3,,100,0,375,4,4,0,0,
4103030109,粮食作物2,a21,7.5,1125,否,否,1,,.,.,.,.,,,.,4,,100,0,187.5,4,100,360,2,8,0,18,20,2,,100,100,0,0,100,300,0,0,,12,0,增加,,,.,.,.,.,100,900,,.,50,增加,,,,,,.,100,4,,,,,.,,.,,.,.,3,,100,0,660,4,4,0,300,粉秸秆
4103030110,粮食作物1,a1,2.8,1120,否,否,5,,100,0,0,2,1.5,2,0,4,,100,0,70,0.5,100,210,6,0.5,0,42,5,1,,0,0,0,0,100,28,42,0,,1,0,不变,,,.,.,.,.,100,300,,.,50,不变,50,生物有机肥,,9999,,.,0,5,降雨,,,,.,,.,,.,.,3,,100,0,112,1,1,0,0,
4103030110,粮食作物2,a22,2.8,560,否,否,1,,.,.,.,.,,,.,4,,100,0,70,0.5,100,150,6,0.5,0,6,25,1,,0,0,0,0,100,56,42,0,,1,0,不变,,,.,.,.,.,100,300,,.,50,不变,,,,,,.,0,5,降雨,,,,.,,.,,.,.,1,,0,0,0,0,32,0,0,
4103030111,粮食作物1,a1,23.8,5950,否,否,4,,100,100,0,0,2,44,0,3,,100,100,2880,0,100,2880,10,6,0,360,8,2,,100,100,590,0,100,260,330,0,,10,0,增加,5,第一遍机器 第二遍人工,50,100,6150,0,100,6150,83,0,90,增加,0,,,,0,.,100,1,,4,,8,0,,.,384,0,600,2,,100,100,2100,.,90,300,1800,
4103030111,粮食作物2,a21,23.8,9520,,,,,.,.,.,.,,,.,3,,100,100,770,0,100,770,10,6,0,35,22,2,,100,100,610,0,100,250,360,0,,10,0,增加,5,第一遍机器 第二遍人工,50,100,6050,0,100,6050,83,0,100,增加,0,,,,0,.,100,1,,4,,8,0,,.,384,0,600,2,,100,100,2400,.,120,600,1800,
4103030112,粮食作物1,a1,4,1800,否,否,4,,100,100,.,.,4,1,0,3,,100,100,.,.,100,360,4,1,0,60,6,1,,0,0,.,.,100,100,60,60,,2,0,增加,2,,100,100,.,.,100,520,1,0,50,增加,,,,,,.,100,4,,,,,.,,.,,.,.,2,,100,100,.,.,1,0,160,
4103030112,粮食作物2,a21,8,800,否,否,,,.,.,.,.,,,.,3,,100,100,.,.,100,576,4,4,0,16,36,1,,0,0,.,.,100,40,120,32,,8,0,增加,3,,100,100,.,.,100,800,0,0,50,增加,,,,,,.,100,4,,,,,.,,.,,.,.,2,,100,100,.,.,2,0,320,油费 40*4
4103030113,粮食作物1,,.,.,,,,,.,.,.,.,,,.,,,.,.,.,.,,,,.,.,.,,,,.,.,.,.,.,.,.,.,,.,.,,,,.,.,.,.,.,,,.,,,,,,,,.,.,,,,,,.,,.,,.,.,,,.,.,.,.,,.,.,
4101010101,粮食作物1,a1,11.24,6744,否,否,5,,100,0,787,6,5,0,0,4,,100,0,337.2,5,100,464,3,0,0,140.5,3.3,1,,0,0,0,0,100,112.4,67.44,44.96,,32,0,不变,1,,0,0,0,0,100,1349,8,0,50,不变,,,,,,.,100,2,,1,,3,0,,.,33,0,112.4,3,,100,0,899,16,16,0,0,
4101010101,粮食作物2,a21,11.24,8149,否,否,1,,.,.,.,.,,,.,4,,100,0,337.2,5,100,337.2,9999,0,0,59,5.7,1,,0,0,0,0,100,112.4,67.44,44.96,,32,0,不变,,,.,.,.,.,100,1349,0,0,50,不变,,,,,,.,100,2,,1,,3,0,,.,33,0,112.4,3,,100,0,899,16,16,0,0,
4101010102,粮食作物1,a1,5,3000,否,否,5,,100,0,300,5,4,0,0,4,,100,0,150,3,100,375,3,8,0,75,5,1,,0,0,0,0,100,150,50,50,,5,0,增加,1,,0,0,0,0,100,650,16,0,50,增加,,,,,,.,100,1,,1,,2,0,,.,2,0,200,3,,100,0,350,2,2,0,0,
4101010102,粮食作物2,a21,5,3250,否,否,1,,.,.,.,.,,,.,4,,100,0,150,5,100,175,1,8,0,12.5,14,1,,0,0,0,0,100,150,75,50,,5,0,增加,1,,0,0,0,0,100,650,16,0,50,增加,,,,,,.,100,1,,1,,2,0,,.,2,0,200,3,,100,0,450,5,5,0,0,
