varID,var11_1,var11_2,var11_3,var11_4,var11_5,var11_6,var11_7
3302010213,非常满意,非常满意,比较满意,非常满意,比较满意,非常满意,差不多
3302010214,非常满意,比较满意,比较满意,比较满意,非常满意,非常满意,好很多
3302010101,非常满意,一般,非常满意,非常满意,非常满意,非常满意,好很多
3302010102,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
3302010103,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好一些
3302010104,一般,一般,一般,比较满意,非常满意,非常满意,好很多
3302010105,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
3302010106,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3302010107,非常满意,一般,一般,比较满意,非常满意,非常满意,好一些
3302010108,比较满意,比较满意,比较满意,比较满意,非常满意,比较满意,好一些
3302010109,比较满意,比较满意,比较满意,比较满意,非常满意,比较满意,好一些
3302010110,非常满意,一般,比较满意,比较满意,非常满意,非常满意,好一些
3302010111,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
3302010112,非常满意,非常满意,非常满意,非常满意,非常满意,比较满意,好很多
3302010113,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
3302010114,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
4105020201,非常满意,比较满意,比较满意,非常满意,非常满意,比较满意,差不多
4105020202,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
4105020203,比较满意,比较满意,比较满意,比较满意,非常满意,比较满意,好很多
4105020204,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
4105020205,非常满意,不太满意,非常满意,非常满意,非常满意,非常满意,好很多
4105020206,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
4105020207,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
4105020208,比较满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
4105020209,非常满意,比较满意,比较满意,比较满意,非常满意,非常满意,好一些
4105020210,比较满意,不太满意,非常满意,非常满意,非常满意,一般,好很多
4105020211,一般,一般,非常满意,非常满意,非常满意,一般,好很多
4105020212,一般,一般,比较满意,比较满意,比较满意,一般,好一些
4103010101,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
4103010102,非常满意,非常满意,非常满意,比较满意,非常满意,非常满意,好很多
4103010103,一般,不太满意,比较满意,比较满意,比较满意,非常满意,好很多
4103010104,比较满意,一般,比较满意,一般,比较满意,比较满意,好一些
4103010105,非常满意,一般,一般,非常满意,非常满意,非常满意,好一些
4103010106,一般,不太满意,一般,比较满意,非常满意,非常满意,好很多
4103010107,非常满意,不太满意,一般,比较满意,比较满意,非常满意,好很多
4103010108,非常满意,非常满意,比较满意,非常满意,非常满意,非常满意,好很多
4103010109,比较满意,一般,一般,比较满意,非常满意,非常满意,好很多
4103010110,非常满意,非常满意,非常满意,比较满意,非常满意,比较满意,好很多
4103010111,非常满意,非常满意,比较满意,比较满意,非常满意,非常满意,好很多
4103010112,比较满意,一般,比较满意,比较满意,比较满意,比较满意,好一些
4103010113,比较满意,一般,一般,比较满意,非常满意,非常满意,好一些
4103010201,一般,不太满意,很不满意,比较满意,一般,比较满意,差不多
4103010202,比较满意,不太满意,说不清,比较满意,非常满意,一般,好一些
4103010203,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好一些
4103010204,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
4103010205,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好一些
4103010206,比较满意,一般,一般,一般,比较满意,比较满意,好一些
4103010207,比较满意,不太满意,比较满意,比较满意,比较满意,比较满意,好一些
4103010208,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
4103010209,比较满意,不太满意,一般,比较满意,比较满意,比较满意,差不多
4103010210,非常满意,比较满意,非常满意,非常满意,非常满意,比较满意,好很多
4103010211,比较满意,比较满意,非常满意,非常满意,非常满意,非常满意,好一些
4103010212,比较满意,一般,比较满意,比较满意,比较满意,比较满意,好一些
4103010213,非常满意,比较满意,比较满意,非常满意,非常满意,非常满意,好一些
4105010201,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好一些
4105010202,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
4105010203,比较满意,比较满意,比较满意,不太满意,比较满意,比较满意,好很多
4105010204,比较满意,比较满意,非常满意,比较满意,非常满意,非常满意,好一些
4105010205,比较满意,一般,比较满意,比较满意,比较满意,比较满意,好很多
4105010206,非常满意,比较满意,比较满意,比较满意,非常满意,比较满意,好很多
4105010207,非常满意,不太满意,非常满意,非常满意,非常满意,非常满意,好很多
4105010208,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
4105010209,比较满意,比较满意,一般,比较满意,比较满意,比较满意,好很多
4105010210,比较满意,比较满意,比较满意,比较满意,比较满意,非常满意,好很多
4105010211,比较满意,一般,不太满意,不太满意,非常满意,比较满意,好一些
4105010212,比较满意,一般,一般,比较满意,比较满意,非常满意,好一些
4103030101,比较满意,不太满意,比较满意,比较满意,非常满意,非常满意,好很多
4103030102,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
4103030103,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好一些
4103030104,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
4103030105,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
4103030106,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
4103030107,比较满意,比较满意,比较满意,比较满意,非常满意,非常满意,好很多
4103030108,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
4103030109,比较满意,一般,比较满意,不太满意,非常满意,比较满意,差不多
4103030110,比较满意,比较满意,非常满意,非常满意,非常满意,比较满意,好很多
4103030111,比较满意,比较满意,非常满意,非常满意,比较满意,非常满意,好很多
4103030112,比较满意,一般,比较满意,比较满意,比较满意,比较满意,好很多
4103030113,非常满意,一般,非常满意,非常满意,非常满意,非常满意,9999.0
4101010101,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
4101010102,一般,一般,比较满意,比较满意,比较满意,比较满意,差不多
4101010103,非常满意,不太满意,很不满意,非常满意,非常满意,非常满意,差很多
4101010104,非常满意,比较满意,一般,非常满意,非常满意,非常满意,差不多
4101010105,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
4101010106,非常满意,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
4101010107,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
4101010108,比较满意,不太满意,比较满意,比较满意,比较满意,比较满意,好很多
4101010109,比较满意,比较满意,不太满意,比较满意,比较满意,比较满意,好很多
4101010110,非常满意,非常满意,一般,非常满意,非常满意,非常满意,好很多
4101010111,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好一些
4101010112,非常满意,非常满意,非常满意,非常满意,非常满意,比较满意,好一些
4101010113,比较满意,比较满意,非常满意,非常满意,非常满意,非常满意,好一些
4101010114,一般,比较满意,一般,比较满意,非常满意,非常满意,好一些
4101020101,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
4101020102,非常满意,非常满意,非常满意,比较满意,非常满意,非常满意,好很多
4101020103,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
4101020104,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
4101020105,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
4101020106,比较满意,一般,一般,一般,比较满意,比较满意,好很多
4101020107,非常满意,比较满意,非常满意,非常满意,比较满意,非常满意,好很多
4101020108,比较满意,一般,比较满意,比较满意,非常满意,比较满意,好很多
4101020109,非常满意,比较满意,比较满意,非常满意,非常满意,非常满意,好很多
4101020110,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好一些
4101020111,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好一些
4101020112,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
4101020113,非常满意,一般,一般,比较满意,非常满意,非常满意,好一些
4105030201,非常满意,比较满意,非常满意,比较满意,比较满意,非常满意,好很多
4105030202,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
4105030203,不太满意,不太满意,一般,比较满意,比较满意,比较满意,好很多
4105030204,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
4105030205,非常满意,比较满意,非常满意,非常满意,比较满意,比较满意,好很多
4105030206,比较满意,一般,一般,比较满意,非常满意,一般,好很多
4105030207,一般,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
4105030208,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
4105030209,比较满意,一般,一般,一般,非常满意,一般,差不多
4105030210,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
4105030211,非常满意,比较满意,比较满意,非常满意,非常满意,非常满意,好很多
4105030212,比较满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
4105030213,非常满意,非常满意,比较满意,非常满意,非常满意,非常满意,好很多
4105030101,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
4105030102,不太满意,不太满意,不太满意,不太满意,比较满意,比较满意,差不多
4105030103,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
4105030104,比较满意,一般,非常满意,比较满意,非常满意,非常满意,好很多
4105030105,非常满意,非常满意,非常满意,非常满意,比较满意,比较满意,好很多
4105030106,不太满意,不太满意,不太满意,比较满意,非常满意,非常满意,好很多
4105030107,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
4105030108,非常满意,比较满意,比较满意,比较满意,非常满意,非常满意,好很多
4105030109,一般,不太满意,不太满意,不太满意,非常满意,比较满意,好一些
4105030110,比较满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
4105030111,比较满意,比较满意,比较满意,比较满意,比较满意,非常满意,好一些
4105030112,非常满意,比较满意,非常满意,非常满意,非常满意,比较满意,好一些
4101030101,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
4101030102,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好一些
4101030103,非常满意,非常满意,非常满意,非常满意,比较满意,一般,好一些
4101030104,一般,一般,一般,比较满意,比较满意,比较满意,好一些
4101030105,比较满意,比较满意,比较满意,比较满意,非常满意,非常满意,好一些
4101030106,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
4101030107,不太满意,不太满意,比较满意,一般,非常满意,一般,差不多
4101030108,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
4101030109,非常满意,比较满意,比较满意,非常满意,非常满意,非常满意,好很多
4101030110,非常满意,一般,比较满意,非常满意,非常满意,非常满意,好一些
4101030111,非常满意,比较满意,非常满意,非常满意,非常满意,比较满意,好一些
4101030112,比较满意,一般,一般,一般,比较满意,一般,好一些
4101030113,比较满意,比较满意,一般,一般,非常满意,一般,差不多
4103020101,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
4103020102,一般,很不满意,不太满意,不太满意,非常满意,比较满意,好一些
4103020103,一般,非常满意,比较满意,比较满意,比较满意,一般,好很多
4103020104,比较满意,一般,比较满意,比较满意,比较满意,比较满意,好一些
4103020105,非常满意,非常满意,一般,非常满意,非常满意,非常满意,好一些
4103020106,比较满意,一般,比较满意,比较满意,比较满意,一般,好一些
4103020107,非常满意,非常满意,非常满意,非常满意,非常满意,比较满意,好很多
4103020108,比较满意,一般,一般,不太满意,非常满意,比较满意,好很多
4103020109,一般,一般,比较满意,比较满意,一般,非常满意,好一些
4103020110,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
4103020111,比较满意,一般,比较满意,比较满意,比较满意,比较满意,好一些
4103020112,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
4103020113,一般,不太满意,很不满意,很不满意,比较满意,一般,好一些
4103030201,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
4103030202,一般,很不满意,一般,比较满意,非常满意,比较满意,好很多
4103030203,比较满意,比较满意,比较满意,比较满意,非常满意,比较满意,好一些
4103030204,比较满意,比较满意,比较满意,比较满意,比较满意,一般,好一些
4103030205,一般,不太满意,不太满意,比较满意,比较满意,比较满意,好一些
4103030206,一般,一般,比较满意,非常满意,比较满意,比较满意,好很多
4103030207,比较满意,不太满意,不太满意,比较满意,非常满意,非常满意,好一些
4103030208,非常满意,比较满意,非常满意,比较满意,非常满意,比较满意,好很多
4103030209,比较满意,一般,比较满意,比较满意,非常满意,比较满意,好很多
4103030210,比较满意,比较满意,非常满意,非常满意,比较满意,比较满意,好一些
4103030211,比较满意,比较满意,非常满意,非常满意,非常满意,非常满意,好一些
4103030212,比较满意,一般,一般,比较满意,非常满意,非常满意,好一些
4103030213,一般,一般,比较满意,非常满意,非常满意,非常满意,差不多
4105010101,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
4105010102,比较满意,比较满意,比较满意,非常满意,比较满意,比较满意,好一些
4105010103,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
4105010104,比较满意,不太满意,非常满意,非常满意,非常满意,比较满意,好很多
4105010105,比较满意,比较满意,比较满意,比较满意,比较满意,一般,好很多
4105010106,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
4105010107,比较满意,比较满意,非常满意,非常满意,非常满意,比较满意,好很多
4105010108,非常满意,比较满意,比较满意,非常满意,非常满意,非常满意,好很多
4105010109,不太满意,一般,比较满意,比较满意,比较满意,比较满意,好一些
4105010110,一般,不太满意,比较满意,一般,比较满意,比较满意,好一些
4105010111,比较满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
4105010112,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好一些
4105020101,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
4105020102,非常满意,一般,比较满意,非常满意,非常满意,非常满意,好很多
4105020103,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
4105020104,比较满意,很不满意,比较满意,比较满意,一般,非常满意,好一些
4105020105,非常满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
4105020106,比较满意,不太满意,比较满意,比较满意,比较满意,比较满意,好很多
4105020107,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
4105020108,比较满意,比较满意,比较满意,比较满意,比较满意,非常满意,好很多
4105020109,比较满意,比较满意,比较满意,非常满意,比较满意,非常满意,好一些
4105020110,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好一些
4105020111,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
4105020112,一般,一般,一般,一般,非常满意,比较满意,好一些
4103020201,非常满意,非常满意,比较满意,非常满意,非常满意,非常满意,好很多
4103020202,非常满意,比较满意,比较满意,比较满意,非常满意,说不清,9999.0
4103020203,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
4103020204,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
4103020205,非常满意,一般,非常满意,非常满意,非常满意,非常满意,好一些
4103020206,比较满意,一般,比较满意,比较满意,比较满意,比较满意,好一些
4103020207,不太满意,不太满意,不太满意,比较满意,比较满意,非常满意,好一些
4103020208,非常满意,比较满意,比较满意,比较满意,非常满意,非常满意,好很多
4103020209,比较满意,比较满意,不太满意,比较满意,比较满意,一般,好一些
4103020210,非常满意,不太满意,非常满意,非常满意,非常满意,非常满意,好一些
4103020211,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
4103020212,比较满意,非常满意,非常满意,比较满意,非常满意,非常满意,好一些
4103020213,一般,一般,比较满意,比较满意,比较满意,比较满意,好一些
2301010201,比较满意,一般,比较满意,比较满意,比较满意,比较满意,好一些
2301010202,非常满意,不太满意,一般,比较满意,比较满意,比较满意,好一些
2301010203,非常满意,比较满意,比较满意,比较满意,比较满意,一般,好一些
2301010204,比较满意,一般,比较满意,比较满意,比较满意,比较满意,差不多
2301010205,比较满意,非常满意,比较满意,非常满意,非常满意,非常满意,差不多
2301010206,一般,不太满意,不太满意,比较满意,比较满意,比较满意,好一些
2301010207,非常满意,比较满意,比较满意,非常满意,非常满意,非常满意,好很多
2301010208,比较满意,不太满意,比较满意,比较满意,比较满意,比较满意,好一些
2301010209,比较满意,不太满意,不太满意,比较满意,比较满意,比较满意,好很多
2301010210,非常满意,比较满意,非常满意,比较满意,非常满意,非常满意,好一些
2301010211,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,差不多
2301010212,非常满意,一般,比较满意,非常满意,非常满意,比较满意,好一些
2305030101,比较满意,一般,非常满意,非常满意,非常满意,非常满意,好一些
2305030102,比较满意,一般,一般,一般,比较满意,非常满意,好一些
2305030103,一般,不太满意,比较满意,一般,非常满意,非常满意,好一些
2305030104,非常满意,不太满意,非常满意,非常满意,非常满意,非常满意,好很多
2305030105,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,差不多
2305030106,比较满意,不太满意,比较满意,比较满意,比较满意,比较满意,好一些
2305030107,比较满意,不太满意,比较满意,比较满意,比较满意,比较满意,好一些
2305030108,一般,不太满意,比较满意,比较满意,比较满意,比较满意,差不多
2305030109,非常满意,非常满意,非常满意,非常满意,非常满意,比较满意,好一些
2305030110,一般,一般,比较满意,比较满意,比较满意,比较满意,好一些
2305030111,一般,一般,非常满意,非常满意,非常满意,比较满意,好很多
2305030112,比较满意,很不满意,非常满意,非常满意,非常满意,非常满意,好很多
2304020101,一般,一般,很不满意,比较满意,非常满意,比较满意,好一些
2304020102,非常满意,很不满意,非常满意,非常满意,非常满意,非常满意,好很多
2304020103,不太满意,一般,一般,一般,比较满意,比较满意,差不多
2304020104,比较满意,一般,比较满意,比较满意,非常满意,比较满意,好一些
2304020105,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
2304020106,比较满意,一般,比较满意,比较满意,比较满意,比较满意,好一些
2304020107,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,9999.0
2304020108,比较满意,不太满意,比较满意,比较满意,比较满意,比较满意,好一些
2304020109,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
2304020110,非常满意,一般,一般,非常满意,非常满意,非常满意,好很多
2304020111,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
2304020112,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,差不多
2304030201,比较满意,比较满意,比较满意,比较满意,非常满意,非常满意,好一些
2304030202,比较满意,比较满意,比较满意,比较满意,非常满意,比较满意,好一些
2304030203,很不满意,很不满意,不太满意,不太满意,比较满意,一般,好一些
2304030204,比较满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
2304030205,比较满意,比较满意,比较满意,非常满意,非常满意,非常满意,好一些
2304030206,比较满意,一般,比较满意,一般,非常满意,非常满意,好一些
2304030207,比较满意,非常满意,非常满意,非常满意,非常满意,比较满意,好很多
2304030208,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
2304030209,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,差不多
2304030210,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
2304030211,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
2304030212,比较满意,一般,比较满意,比较满意,比较满意,比较满意,好一些
2301020201,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
2301020202,比较满意,比较满意,非常满意,非常满意,非常满意,比较满意,好一些
2301020203,一般,不太满意,比较满意,比较满意,比较满意,比较满意,好很多
2301020204,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
2301020205,非常满意,非常满意,非常满意,非常满意,非常满意,比较满意,好很多
2301020206,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
2301020207,比较满意,比较满意,比较满意,比较满意,非常满意,非常满意,好很多
2301020208,比较满意,不太满意,不太满意,比较满意,比较满意,比较满意,好一些
2301020209,非常满意,非常满意,非常满意,比较满意,非常满意,比较满意,好很多
2301020210,一般,比较满意,比较满意,比较满意,非常满意,比较满意,好一些
2301020211,比较满意,比较满意,比较满意,比较满意,比较满意,非常满意,好很多
2301020212,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
2304030101,非常满意,非常满意,比较满意,非常满意,非常满意,非常满意,好很多
2304030102,非常满意,不太满意,非常满意,非常满意,非常满意,非常满意,差不多
2304030103,非常满意,一般,非常满意,非常满意,一般,比较满意,好很多
2304030104,比较满意,很不满意,非常满意,比较满意,比较满意,比较满意,好一些
2304030105,比较满意,不太满意,比较满意,比较满意,比较满意,比较满意,好一些
2304030106,不太满意,不太满意,比较满意,比较满意,比较满意,比较满意,好一些
2304030107,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好一些
2304030108,比较满意,不太满意,比较满意,一般,比较满意,比较满意,好一些
2304030109,一般,一般,一般,一般,非常满意,非常满意,好一些
2304030110,一般,不太满意,不太满意,比较满意,比较满意,比较满意,好一些
2304030111,一般,一般,比较满意,比较满意,非常满意,非常满意,好一些
2304030112,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好一些
2305020201,比较满意,很不满意,比较满意,比较满意,比较满意,比较满意,好很多
2305020202,非常满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
2305020203,比较满意,不太满意,比较满意,比较满意,非常满意,比较满意,好很多
2305020204,比较满意,很不满意,比较满意,非常满意,非常满意,比较满意,好一些
2305020205,比较满意,不太满意,比较满意,比较满意,非常满意,比较满意,好一些
2305020206,比较满意,一般,非常满意,很不满意,不太满意,非常满意,差很多
2305020207,比较满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
2305020208,比较满意,比较满意,非常满意,非常满意,非常满意,非常满意,好很多
2305020209,一般,一般,比较满意,比较满意,比较满意,比较满意,好一些
2305020210,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
2305020211,比较满意,比较满意,非常满意,比较满意,比较满意,非常满意,好一些
2305020212,比较满意,比较满意,比较满意,比较满意,比较满意,非常满意,好一些
2305010201,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
2305010202,一般,不太满意,一般,比较满意,比较满意,非常满意,好很多
2305010203,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
2305010204,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
2305010205,比较满意,一般,一般,非常满意,很不满意,很不满意,好一些
2305010206,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
2305010207,比较满意,说不清,比较满意,比较满意,非常满意,非常满意,好很多
2305010208,比较满意,不太满意,不太满意,比较满意,比较满意,比较满意,好一些
2305010209,非常满意,一般,比较满意,非常满意,非常满意,非常满意,好很多
2305010210,比较满意,一般,一般,一般,非常满意,比较满意,好很多
2305010211,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好很多
2305010212,一般,很不满意,一般,比较满意,一般,比较满意,好一些
2305020101,不太满意,一般,一般,一般,非常满意,比较满意,好一些
2305020102,比较满意,非常满意,比较满意,比较满意,非常满意,非常满意,好很多
2305020103,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,差一些
2305020104,非常满意,不太满意,比较满意,比较满意,非常满意,非常满意,好很多
2305020105,比较满意,一般,比较满意,比较满意,比较满意,比较满意,好很多
2305020106,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
2305020107,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
2305020108,比较满意,比较满意,比较满意,一般,比较满意,比较满意,差不多
2305020109,比较满意,一般,比较满意,一般,比较满意,不太满意,差不多
2305020110,比较满意,比较满意,不太满意,不太满意,比较满意,比较满意,好一些
2305020111,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
2305020112,一般,一般,比较满意,比较满意,比较满意,非常满意,好一些
2305010101,比较满意,不太满意,不太满意,一般,一般,一般,好一些
2305010102,非常满意,一般,非常满意,非常满意,非常满意,非常满意,好一些
2305010103,一般,很不满意,很不满意,非常满意,非常满意,非常满意,好一些
2305010104,比较满意,一般,一般,一般,一般,一般,好一些
2305010105,一般,不太满意,比较满意,比较满意,比较满意,比较满意,好一些
2305010106,比较满意,不太满意,一般,比较满意,比较满意,比较满意,好一些
2305010107,比较满意,不太满意,一般,一般,比较满意,比较满意,好一些
2305010108,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
2305010109,一般,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
2305010110,非常满意,非常满意,非常满意,非常满意,一般,非常满意,差不多
2305010111,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好一些
2305010112,比较满意,很不满意,比较满意,比较满意,比较满意,比较满意,好很多
2304020201,一般,很不满意,一般,一般,比较满意,比较满意,好一些
2304020202,一般,很不满意,很不满意,比较满意,非常满意,比较满意,好很多
2304020203,比较满意,一般,比较满意,比较满意,比较满意,比较满意,好一些
2304020204,一般,不太满意,比较满意,比较满意,比较满意,一般,好一些
2304020205,不太满意,不太满意,一般,比较满意,比较满意,比较满意,差不多
2304020206,比较满意,不太满意,比较满意,比较满意,比较满意,比较满意,好一些
2304020207,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
2304020208,比较满意,比较满意,比较满意,比较满意,比较满意,比较满意,好一些
2304020209,比较满意,比较满意,比较满意,比较满意,非常满意,比较满意,好很多
2304020210,比较满意,很不满意,比较满意,比较满意,比较满意,比较满意,差不多
2304020211,比较满意,比较满意,非常满意,比较满意,比较满意,比较满意,好一些
2304020212,比较满意,比较满意,比较满意,比较满意,非常满意,比较满意,好一些
2303030101,比较满意,一般,比较满意,非常满意,非常满意,非常满意,好一些
2303030102,比较满意,不太满意,一般,不太满意,一般,比较满意,差不多
2303030103,比较满意,不太满意,一般,一般,比较满意,比较满意,好一些
2303030104,一般,不太满意,一般,一般,一般,比较满意,差不多
2303030105,一般,不太满意,比较满意,比较满意,比较满意,比较满意,好一些
2303030106,比较满意,一般,比较满意,比较满意,比较满意,比较满意,好一些
2303030107,比较满意,不太满意,比较满意,比较满意,比较满意,比较满意,好一些
2303030108,比较满意,比较满意,非常满意,比较满意,非常满意,非常满意,好一些
2303030109,比较满意,比较满意,一般,一般,非常满意,比较满意,好很多
2303030110,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好一些
2303030111,一般,不太满意,一般,一般,比较满意,比较满意,差不多
2303030112,一般,不太满意,比较满意,比较满意,非常满意,比较满意,差不多
2301040101,比较满意,比较满意,非常满意,比较满意,比较满意,比较满意,好很多
2301040102,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
2301040103,非常满意,比较满意,非常满意,非常满意,非常满意,非常满意,好一些
2301040104,比较满意,一般,一般,一般,比较满意,比较满意,好一些
2301040105,比较满意,一般,非常满意,非常满意,非常满意,非常满意,差不多
2301040106,比较满意,一般,一般,比较满意,非常满意,非常满意,好一些
2301040107,说不清,比较满意,比较满意,一般,比较满意,非常满意,好很多
2301040108,一般,一般,一般,一般,比较满意,比较满意,好很多
2301040109,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,好很多
2301040110,不太满意,不太满意,不太满意,不太满意,比较满意,比较满意,好一些
2301040111,比较满意,一般,比较满意,非常满意,非常满意,比较满意,好很多
2301040112,非常满意,非常满意,非常满意,非常满意,非常满意,非常满意,差不多
2301030201,非常满意,一般,不太满意,一般,比较满意,比较满意,好很多
2301030202,比较满意,不太满意,比较满意,比较满意,比较满意,比较满意,差一些
2301030203,比较满意,比较满意,比较满意,比较满意,比较满意,非常满意,好一些
2301030204,一般,一般,一般,一般,非常满意,一般,好很多
2301030205,比较满意,一般,比较满意,比较满意,比较满意,比较满意,好很多
2301030206,一般,不太满意,比较满意,一般,比较满意,比较满意,好一些
2301030207,比较满意,一般,比较满意,比较满意,非常满意,非常满意,好很多
