varID,var7_0a,var7_0,var7_1,var7_2,var7_3,var7_4,var7_5a,var7_5b,var7_6,var7_7,var7_7a,var7_9,var7_10,var7_11,var7_12,var7_13,var7_14a,var7_14b,var7_14c,var7_15,var7_16,var7_16a,var7_17,var7_18
4101010103,粮食作物2,a21,30,0,70,3,9999,.,60,2,,.98,2,是,30,0,2020,9,.,70,2,,.,
4101010104,粮食作物1,a1,23.72,0,76.28,1,2019,6,76.28,2,,.82,5.27,是,23.72,0,2020,6,10,76.28,2,,.88,不知道
4101010104,粮食作物2,a2,13.55,0,86.45,1,2019,9,86.45,2,,.85,5.27,是,13.55,0,2020,9,.,86.45,2,,.9,不知道
4101010105,粮食作物1,a1,0,0,100,1,2019,6,100,3,,1.1,5,是,0,0,2020,6,10,100,3,,1.1,不知道
4101010105,粮食作物2,a21,15,0,85,1,2019,9,100,3,,1.2,5,否,15,0,2020,9,10,100,3,,.85,不知道
4101010106,粮食作物1,a21,10,0,90,1,2019,10,100,15,,.8,2,否,10,0,2020,10,.,100,15,,.,
4101010107,粮食作物1,a1,30,0,70,1,2019,6,100,15,,1.2,1,否,100,0,,.,.,.,,,.,
4101010107,粮食作物2,a21,20,0,80,1,2019,9,100,15,,1.1,1,否,0,0,,.,.,100,15,,1.1,
4101010108,粮食作物1,a1,0,0,100,1,2019,6,100,2,,1.05,3.44,是,0,0,2020,6,.,100,2,,1.05,不知道
4101010108,粮食作物2,a21,15,0,85,1,2019,10,100,2,,.9,3.44,否,15,0,2020,.,.,100,2,,.,
4101010109,粮食作物1,a1,18.2,0,81.8,1,2019,6,100,3,,1,4.58,是,18.2,0,2020,6,.,100,3,,1.1,不知道
4101010109,粮食作物2,a21,12.7,0,87.3,1,2019,9,100,3,,.83,4.58,是,14,0,2020,9,.,100,3,,.78,不知道
4101010110,粮食作物1,a1,0,0,100,1,2019,11,100,2,,1.2,1,否,100,0,,.,.,.,,,.,
4101010110,粮食作物2,a21,0,0,100,1,2019,11,100,2,,.8,1,是,35,0,2020,11,.,100,2,,.,
4101010111,粮食作物1,a22,0,100,0,0,,.,.,,,.,6.4,否,0,100,,.,.,.,,,.,
4101010111,粮食作物2,a1,10,0,90,1,2019,6,100,3,,1.1,6.4,是,10,0,2020,6,12,100,3,,1.1,不知道
4101010112,粮食作物1,a1,7.2,0,92.8,1,2019,6,100,2,,1.15,5,否,11,0,2020,10,.,100,2,,1.2,是
4101010112,粮食作物2,a21,4,0,96,1,2019,11,100,3,,.92,5,否,4,0,2019,11,.,100,3,,.92,
4101010113,粮食作物1,a1,37.5,0,62.5,1,2019,6,100,2,,.88,3,是,37.5,0,2020,6,.,100,2,,.78,不知道
4101010113,粮食作物2,a21,14.3,0,85.7,1,2019,11,100,2,,.83,3,否,14.3,0,2020,11,.,100,2,,.9,
4101010114,粮食作物1,a1,30,0,70,1,2019,6,100,15,,1.05,6,是,.5,0,2020,6,.,100,15,,1.1,不知道
4101010114,粮食作物2,a21,10,0,90,1,2019,10,100,15,,.8,6,是,.02,0,2020,10,.,100,15,,.,
4101020101,粮食作物1,a1,9,0,91,1,2019,6,100,2,,1.08,3.8,是,9,0,2020,6,.,100,2,,1.1,否
4101020101,粮食作物2,a21,8,0,92,1,2019,10,100,2,,.85,3.8,否,8,0,2020,10,.,100,2,,.,
4101020102,粮食作物1,a1,0,0,100,1,2019,6,100,2,,1.1,4.89,是,0,0,2020,6,.,100,2,,1.1,不知道
4101020102,粮食作物2,a21,0,20,80,1,2019,9,100,2,,.83,4.89,否,0,0,2020,9,.,100,2,,.,
4101020103,粮食作物1,a1,0,0,100,1,2019,6,100,2,,1.08,6,是,0,0,2020,6,.,100,2,,1.1,不知道
4101020103,粮食作物2,a21,3.7,0,96.3,1,2019,9,100,2,,.76,6,是,18.18,0,2020,9,.,100,2,,.8,不知道
4101020104,粮食作物1,a1,10,0,90,1,2019,6,100,3,,1.05,20,是,83.33,0,2020,6,5,100,3,,1,否
4101020104,粮食作物2,a21,3,0,97,1,2019,12,100,3,,.94,20,否,1,0,2020,9,.,100,3,,1,否
4101020105,粮食作物1,a1,0,0,100,1,2019,5,100,15,,1.02,40,是,0,0,2020,5,.,100,15,,1.1,否
4101020105,粮食作物2,a21,0,0,100,1,2019,9,100,15,,.8,37,否,0,0,2020,9,.,100,15,,.,
4101020106,粮食作物1,a1,100,0,0,0,,.,.,,,.,0.62,否,100,0,,.,.,.,,,.,
4101020106,粮食作物2,a21,100,0,0,0,,.,.,,,.,0.62,否,100,0,,.,.,.,,,.,
4101020107,粮食作物1,a1,5,0,95,1,2019,6,100,2,,1.11,4.67,是,5,0,2020,7,15,100,2,,1.2,不知道
4101020107,粮食作物2,a21,3,0,97,1,2019,10,100,2,,.95,4.67,否,3,0,2020,10,15,100,2,,.,
4101020108,粮食作物1,a1,13.7,0,86.3,1,2019,5,100,2,,1.07,10.2,是,10,0,2020,6,.,100,2,,1.12,不知道
4101020108,粮食作物2,a21,5.3,0,94.7,1,2019,9,100,2,,.72,10.2,是,10,0,2020,9,.,100,2,,.75,
4101020109,粮食作物1,a1,.7,0,99.3,1,2019,6,100,15,,1.12,8.3,是,.7,0,2019,6,.,100,15,,1.1,不知道
4101020109,粮食作物2,a21,.5,0,99.5,1,2020,2,100,15,,.95,8.3,否,.5,0,2021,2,.,100,15,,.,
4101020110,粮食作物1,a22,0,100,0,0,,.,0,,,.,7.2,否,0,100,,.,.,.,,,.,
4101020110,粮食作物2,a1,10,0,90,1,2019,5,100,3,,1.1,7.2,是,7,0,2020,5,20,100,3,,1.1,不知道
4101020111,粮食作物1,a1,5,0,95,1,2019,6,100,3,,1.1,15,是,10,0,2020,6,.,100,3,,1.1,是
4101020111,粮食作物2,a21,2,0,98,1,2019,9,100,3,,.83,17,否,2.5,0,2019,9,.,100,3,,.78,
4101020112,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4101020113,粮食作物1,a1,20,0,80,2,2019,6,80,3,,1.1,5.1,是,20,0,2020,6,.,80,3,,1.1,否
4101020113,粮食作物2,a21,20,0,80,2,2019,9,80,3,,.9,5.1,否,20,0,2020,9,.,80,3,,.,
4105030201,粮食作物1,a21,100,0,0,,,.,.,,,.,0.4,否,100,0,,.,.,.,,,.,
4105030202,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105030203,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105030204,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105030205,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105030206,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105030207,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105030208,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105030209,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105030210,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105030211,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105030211,粮食作物2,a21,27,0,73,,,.,.,12,,2.5,0.08,是,22,0,自家经营使用,.,.,.,12,,3,
4105030212,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105030213,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105030101,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105030102,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105030103,粮食作物1,a21,100,0,0,0,,.,.,,,.,0.3,否,.,.,,.,.,.,,,.,
4105030104,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105030105,粮食作物1,a21,100,0,0,0,,.,.,,,.,0.5,否,100,0,,.,.,.,,,.,
4105030106,粮食作物1,a21,100,0,0,0,,.,.,,,.,0.8,否,100,0,,.,.,.,,,.,
4105030107,粮食作物1,a21,100,0,0,,,.,.,,,.,0,,.,.,,.,.,.,,,.,
4105030108,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105030109,粮食作物1,a21,10,0,90,1,2019,9,100,3,,.9,0.8,否,10,0,2020,10,10,100,3,,.,
4105030110,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105030111,粮食作物1,a21,100,0,0,,,.,.,,,.,0.7,否,100,0,,.,.,.,,,.,
4105030112,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4101030101,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4101030102,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4101030103,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4101030104,粮食作物1,a1,100,0,.,,,.,.,,,.,1,否,100,0,,.,.,.,,,.,
4101030104,粮食作物2,a21,33,0,67,1,2019,9,100,3,,.75,3,是,33,0,2020,9,20,100,3,,.75,不知道
4101030105,粮食作物1,a21,40,0,60,4,2019,9,40,1,,1,0,,.,.,,.,.,.,,,.,
4101030106,粮食作物1,a21,100,0,0,,,.,.,,,.,0.6,否,100,0,,.,.,.,,,.,不知道
4101030107,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4101030108,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4101030109,粮食作物1,a21,30,0,70,1,2019,10,100,8,,.87,0.4,否,100,0,,.,.,.,,,.,
4101030110,粮食作物1,a21,100,0,0,,,.,.,,,.,2.2,否,100,0,,.,.,.,,,.,
4101030111,粮食作物1,a22,33,0,67,1,2019,10,100,1,,6,2,否,30,0,2020,10,.,100,1,,6,
4101030111,粮食作物2,b13,1,0,99,1,2019,9,100,2,,30,3,否,1,0,2020,9,.,100,2,,20,
4101030112,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4101030113,粮食作物1,a21,0,0,0,0,,.,.,,,.,1,否,100,0,,.,.,.,,,.,
4101030113,粮食作物2,b5,100,0,0,0,,.,.,,,.,0,,.,.,,.,.,.,,,.,
4103020101,粮食作物1,a1,2,0,98,1,2019,7,100,3,,1.08,13.68,是,5,0,2020,7,.,100,3,,1.1,不知道
4103020101,粮食作物2,a21,4,0,96,1,2019,10,100,3,,.85,13.68,是,.8,8.6,2020,10,.,100,3,,.,
4103020102,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4103020103,粮食作物1,a1,41.15,0,58.85,1,2019,7,100,15,,1.1,5.4,是,0,0,2020,7,.,100,15,,1.05,不知道
4103020103,粮食作物2,a21,1.8,0,98.2,1,2019,10,100,15,,.84,6,是,0,0,2020,9,.,100,15,,.9,不知道
4103020104,粮食作物1,a1,22.73,0,77.27,2,2019,6,88.25,3,,1.08,8.8,是,15.9,0,2020,6,.,100,3,,1.1,不知道
4103020104,粮食作物2,a21,0,100,0,,,.,.,,,.,8.8,是,0,100,,.,.,.,,,.,
4103020105,粮食作物1,a1,10,0,90,1,2019,7,100,2,,1.08,11,是,10,0,2020,7,.,100,2,,1.05,是
4103020105,粮食作物2,a21,10,0,90,1,2019,10,100,2,,.84,11,否,10,0,2020,10,.,100,2,,.,
4103020106,粮食作物1,a1,8,0,92,1,2019,6,100,2,,1,36.8,是,10,0,2020,6,.,100,2,,1.05,不知道
4103020106,粮食作物2,a21,0,0,100,1,2019,8,100,2,,.8,36.8,是,0,0,,.,.,.,,,.,
4103020107,粮食作物1,a1,0,0,100,1,2019,6,100,15,,1.15,280,是,0,0,2020,6,.,100,15,,1.12,是
4103020107,粮食作物2,a21,0,0,100,1,2019,10,100,2,,.84,280,否,0,0,2020,10,.,100,2,,.,
4103020108,粮食作物1,a1,12.5,0,87.5,1,2019,6,100,3,,1.1,7.99,是,12.5,0,2020,6,15,100,3,,1.04,不知道
4103020108,粮食作物2,a21,2.5,10,87.5,1,2019,10,100,3,,.84,6.76,是,2.5,10,2020,9,30,100,3,,.85,
4103020109,粮食作物1,a1,15,0,50,1,2019,6,100,2,,.95,6.2,是,15,0,2020,6,.,100,2,,1.05,不知道
4103020109,粮食作物2,a21,3,10,87,1,2019,10,100,2,,.84,6.2,否,3,10,2020,10,.,100,2,,.,
4103020110,粮食作物1,a1,10,0,90,1,2019,6,100,15,,1.05,13.4,是,10,0,2020,6,15,100,15,,1.1,不知道
4103020110,粮食作物2,a22,1,99,0,0,,.,.,,,.,12.4,否,1,99,,.,.,.,,,.,
4103020111,粮食作物1,a1,0,0,100,1,2019,6,100,2,,1.15,3.5,是,36,0,2020,6,.,100,2,,1.05,不知道
4103020111,粮食作物2,a21,7,3,90,1,2019,9,100,2,,.84,3.5,否,8,4,2020,9,.,100,2,,.78,
4103020112,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4103020113,粮食作物1,a1,20,0,80,1,2019,7,100,2,,1.09,8.2,是,20,0,2020,7,.,100,2,,1.1,否
4103020113,粮食作物2,a21,0,50,50,1,2019,11,100,2,,.9,18.2,否,50,50,2020,11,.,100,2,,.,
4103030201,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4103030202,粮食作物1,a1,2,0,98,1,2019,6,100,2,,1.05,50,是,2,0,2020,6,.,100,2,,1.05,不知道
4103030202,粮食作物2,a21,1,0,99,1,2019,9,100,2,,.8,15,否,1,0,2020,9,.,100,2,,.,
4103030203,粮食作物1,a1,0,0,100,1,2019,6,100,11,,1.05,2.5,否,100,0,,.,.,.,,,.,否
4103030203,粮食作物2,a21,0,100,0,0,,.,.,,,.,2.5,否,0,100,,.,.,.,,,.,否
4103030204,粮食作物1,a1,22.23,0,77.77,1,2019,6,100,3,,1.12,9.05,是,31.74,0,2020,6,3,100,3,,1.05,是
4103030204,粮食作物2,a21,12,0,8,1,2019,9,100,3,,.8,5.05,是,0,0,2020,9,20,100,3,,.8,不知道
4103030205,粮食作物1,a1,100,0,0,0,,.,.,,,.,3.5,否,100,0,,.,.,.,,,.,
4103030205,粮食作物2,a21,40,60,0,0,,.,.,,,.,3.5,否,0,100,,.,.,.,,,.,
4103030206,粮食作物1,a1,100,0,.,,,.,.,,,.,1.9,否,100,0,,.,.,.,,,.,
4103030206,粮食作物2,a21,30,70,.,,,.,.,,,.,1.9,否,30,70,,.,.,.,,,.,
4103030207,粮食作物1,a1,100,0,0,,,.,.,,,.,0,,.,.,,.,.,.,,,.,
4103030207,粮食作物2,a21,100,0,0,,,.,.,,,.,0,,.,.,,.,.,.,,,.,
4103030208,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4103030209,粮食作物1,a1,100,0,0,,,.,.,,,.,2.2,是,50,0,2020,6,.,100,11,,1.12,不知道
4103030209,粮食作物2,a21,20,80,0,,,.,.,,,.,2.2,否,20,80,,.,.,.,,,.,
4103030210,粮食作物1,a1,0,0,100,1,2019,6,100,15,,1.05,4.5,是,0,0,2020,5,28,100,15,,1.05,不知道
4103030210,粮食作物2,a22,0,100,0,,,.,.,,,.,7,否,0,100,,.,.,.,,,.,
4103030211,粮食作物1,a1,100,0,0,,,.,.,,,.,0,,.,.,,.,.,.,,,.,
4103030211,粮食作物2,a21,11.4,88.6,0,,,.,.,,,.,0,,.,.,,.,.,.,,,.,
4103030212,粮食作物1,a1,100,0,0,,,.,.,,,.,2,否,100,0,,.,.,.,,,.,
4103030212,粮食作物2,a21,0,100,0,,,.,.,,,.,2,否,0,100,,.,.,.,,,.,
4103030213,粮食作物1,a1,28,0,72,1,2019,6,100,3,,1.05,4.16,是,50,0,2020,5,.,100,2,,1.05,是
4103030213,粮食作物2,a21,9,0,91,1,2019,8,100,3,,.8,4.16,否,9,91,2020,9,.,100,3,,.,
4105010101,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105010102,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105010103,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105010104,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105010105,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105010106,粮食作物1,a21,100,0,0,0,,.,.,,,.,0.2,否,100,0,,.,.,.,,,.,
4105010107,粮食作物1,a21,100,0,0,,,.,.,,,.,0.6,否,100,0,,.,.,.,,,.,
4105010108,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105010109,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105010110,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105010111,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105010112,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105020101,粮食作物1,a21,80,0,20,1,2019,11,100,2,,1,1,否,80,0,2020,11,.,100,2,,.,
4105020102,粮食作物1,a21,100,0,0,0,,.,.,,,.,0.2,,.,.,,.,.,.,,,.,
4105020102,粮食作物2,a13,100,0,0,0,,.,.,,,.,0.1,,.,.,,.,.,.,,,.,
4105020103,粮食作物1,a21,40,0,60,1,2019,11,100,8,,1,1.2,是,33.3,0,2020,11,.,100,8,,1,
4105020104,粮食作物1,a21,100,0,0,,,.,.,,,.,0.2,否,100,0,,.,.,.,,,.,
4105020105,粮食作物1,a21,9,0,91,1,2019,12,100,2,,1.05,2.5,是,10,0,2020,12,.,100,2,,1.1,是
4105020106,粮食作物1,a12,100,0,0,0,,.,.,,,.,0.9,否,100,0,,.,.,.,,,.,
4105020106,粮食作物2,a21,100,0,0,0,,.,.,,,.,0.9,否,100,0,,.,.,.,,,.,
4105020107,粮食作物1,a21,37.5,0,62.5,1,2020,6,100,2,,.95,1,否,100,0,,.,.,.,,,.,
4105020108,粮食作物1,a21,20,0,80,1,2019,11,100,2,,1,1.2,否,20,0,2020,11,.,100,2,,.,
4105020109,粮食作物1,a21,40,0,60,1,2019,9,100,8,,1,1.2,否,40,0,2020,9,20,100,8,,.,
4105020110,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4105020111,粮食作物1,a21,33,0,66,1,2020,7,100,8,,.95,2.5,否,33,0,2021,7,.,100,8,,1.05,
4105020112,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
4103020201,粮食作物1,a1,21.74,0,78.26,1,2019,6,100,3,,1.1,4.6,是,13.58,0,2020,5,28,100,3,,1.08,否
4103020201,粮食作物2,a21,2.2,0,97.8,1,2019,9,100,3,,.85,4.6,否,3.6,0,,.,.,.,,,.,
4103020202,粮食作物1,a1,100,0,0,,,.,.,,,.,1,否,100,0,,.,.,.,,,.,
4103020202,粮食作物2,a21,100,0,0,,,.,.,,,.,1,否,100,0,,.,.,.,,,.,
4103020203,粮食作物1,a1,0,0,100,1,2019,6,100,3,,1.05,150,是,0,0,2020,6,.,100,3,,1.08,否
4103020203,粮食作物2,a21,0,0,100,1,2019,9,100,3,,.85,150,是,0,0,2020,9,.,100,3,,.9,否
4103020204,粮食作物1,a1,0,0,100,1,2019,6,100,3,,1.1,1.5,是,10,0,2020,6,14,100,3,,1.1,不知道
4103020204,粮食作物2,a21,0,0,100,1,2019,9,100,3,,.8,1.5,是,0,0,2020,9,20,100,3,,1,不知道
4103020205,粮食作物1,a1,1.5,0,98.5,1,2019,6,100,15,,1.08,170,是,2,0,2020,6,.,100,15,,1.05,否
4103020205,粮食作物2,a21,0,0,100,1,2019,12,100,15,,.85,170,是,0,0,2020,12,.,100,15,,.,
4103020206,粮食作物1,a1,37,0,63,1,2019,6,100,2,,1.05,3,是,100,0,2020,6,.,100,2,,1.04,不知道
4103020206,粮食作物2,a21,0,0,100,1,2019,10,100,2,,.9,3,是,100,0,2020,10,.,100,2,,.9,不知道
4103020207,粮食作物1,a1,40,0,60,1,2019,6,100,3,,1.07,5.7,是,30,0,2020,5,.,100,3,,1.17,是
4103020207,粮食作物2,a21,30,0,70,1,2019,9,100,3,,.78,5.7,否,30,0,2020,9,.,100,3,,.,
4103020208,粮食作物1,a1,2,0,98,1,2019,6,100,3,,1.05,104,是,1.9,0,2020,6,18,100,3,,1.07,否
4103020208,粮食作物2,a21,1,0,99,1,2019,10,100,3,,.95,104,是,.95,0,2020,10,8,100,3,,.97,
4103020209,粮食作物1,a1,5,0,95,1,2019,6,100,11,,1.05,21,是,5,0,2020,6,.,100,11,,1.05,不知道
4103020209,粮食作物2,a21,0,100,0,,,.,.,,,.,21,否,0,100,,.,.,.,,,.,
4103020210,粮食作物1,a1,4,0,96,1,2019,6,100,15,,1.04,20,是,4,0,2020,6,7,100,15,,1.05,否
4103020210,粮食作物2,a21,0,0,100,1,2019,10,100,15,,.7,20,否,0,0,2020,10,30,100,15,,.,
4103020211,粮食作物1,a1,25,0,75,1,2019,6,100,3,,1.08,1,是,22,0,2020,6,.,100,3,,1.1,是
4103020211,粮食作物2,a22,0,0,100,1,2019,10,100,3,,.82,1,否,0,0,2020,10,.,100,3,,.92,
4103020212,粮食作物1,a1,27.7,0,72.3,1,2019,6,100,15,,1.05,4,是,27.7,0,2020,6,.,100,15,,1.08,不知道
4103020212,粮食作物2,a21,0,100,0,,,.,.,,,.,4,否,0,100,,.,.,.,,,.,
4103020213,粮食作物1,a1,25,0,75,1,2019,6,100,3,,1.05,18,是,25,0,2020,6,10,100,3,,1.05,不知道
4103020213,粮食作物2,a21,0,100,0,,,.,.,,,.,18,否,0,100,,.,.,.,,,.,
2301010201,粮食作物1,a21,0,4,96,1,2020,3,100,2,,.73,,,.,.,,.,.,.,,,.,
2301010202,粮食作物1,a21,0,0,100,1,2019,10,100,2,,.71,68,否,0,0,2020,12,.,100,2,,9999,
2301010203,粮食作物1,a21,0,2,98,1,2020,3,100,2,,.7,165,否,0,2,2020,12,.,100,2,,9999,
2301010204,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
2301010205,粮食作物1,a21,0,0,100,1,2020,3,100,2,,.67,20,否,0,0,2020,12,.,100,2,,.68,不知道
2301010206,粮食作物1,a21,0,0,100,1,2020,1,100,9,,.68,45,是,0,0,2020,11,.,100,9,,.72,
2301010207,粮食作物1,a21,0,2,98,1,2019,12,100,2,,.65,,,.,.,,.,.,.,,,.,
2301010208,粮食作物1,a21,0,10,90,1,2019,12,100,2,,.72,,否,0,10,2020,12,.,100,2,,9999,不知道
2301010209,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
2301010210,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
2301010211,粮食作物1,a21,.1,0,99.9,1,2019,12,100,2,,.65,51,否,.1,99.9,2020,12,.,100,2,,9999,
2301010212,粮食作物1,a16,5,0,95,1,2019,9,100,2,,3,10,否,1,99,2020,12,.,100,2,,.7,
2305030101,粮食作物1,a13,.3,0,99.7,1,2019,11,100,2,,1.18,150,否,0,0,2020,11,.,100,2,,1.2,
2305030102,粮食作物1,a3,0,0,100,1,2019,12,100,2,,1.2,155,是,0,0,2020,11,.,100,2,,1.2,否
2305030102,粮食作物2,a13,0,0,100,1,2019,11,100,2,,1.5,10,是,0,0,2020,11,.,100,2,,1.5,
2305030103,粮食作物1,a3,0,0,100,1,2019,11,100,15,,1.22,120,否,0,0,2020,11,.,100,15,,1.3,是
2305030104,粮食作物1,a33,0,0,100,1,2019,12,100,15,,1.2,440,是,0,0,2020,11,.,100,"2,15",,1.2,否
2305030104,粮食作物2,a21,0,0,100,1,2020,3,100,2,,.5,0,,.,.,,.,.,.,,,.,
2305030105,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
2305030106,粮食作物1,a3,.2,0,99.8,1,2019,12,100,15,,1.2,260,否,.2,0,2020,10,.,100,15,,9999,是
2305030106,粮食作物2,a13,0,0,100,1,2019,10,100,2,,1.6,40,否,0,0,2020,10,.,100,2,,9999,
2305030107,粮食作物1,a3,0,0,100,1,2019,11,100,2,,1.21,123,否,0,0,2020,10,.,100,2,,1.24,否
2305030107,粮食作物2,,.,.,.,,,.,.,,,.,90,否,0,0,2020,10,.,100,2,,.68,
2305030108,粮食作物1,a3,10,0,90,1,2019,12,100,2,,1.25,150,否,10,0,2020,10,.,100,2,,1.27,是
2305030109,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
2305030110,粮食作物1,a3,0,0,100,1,2019,10,100,2,,1.25,125,否,0,0,2020,11,.,100,2,,1.25,否
2305030111,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
2305030112,粮食作物1,a3,0,0,100,2,2019,11,70,2,,1.27,240,否,0,0,2020,11,30,100,2,,1.27,否
2305030112,粮食作物2,a13,0,0,100,1,2020,2,100,2,,2.06,8,否,0,0,2020,11,30,100,2,,2.06,
2304020101,粮食作物1,a21,0,0,100,1,2019,10,100,2,,.5,10,否,0,0,2020,10,.,100,2,,9999,
2304020101,粮食作物2,a13,0,0,100,1,2019,9,100,2,,1.6,30,否,0,0,2020,9,.,100,2,,9999,
2304020102,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
2304020103,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
2304020104,粮食作物1,a21,0,50,50,1,2019,10,100,2,,.5,7,否,0,0,2020,10,.,100,2,,.6,
2304020104,粮食作物2,a13,22,0,78,1,2019,10,100,2,,1.4,18,否,0,0,2020,10,.,100,2,,1.5,
2304020105,粮食作物1,a21,0,0,100,1,2019,12,100,15,,.6,200,否,0,0,2020,12,.,100,15,,9999,
2304020106,粮食作物1,a21,2,0,98,1,2019,11,100,2,,.4,4.5,否,2,0,2020,11,.,100,2,,9999,
2304020107,粮食作物1,a21,0,0,100,1,2019,10,100,2,,.6,210,否,0,0,2020,11,.,100,2,,.6,
2304020107,粮食作物2,a13,0,0,100,1,2019,9,100,2,,1.5,45,否,0,0,2020,12,.,100,2,,1.6,
2304020108,粮食作物1,a21,0,0,100,1,2019,11,100,2,,.53,360,否,0,0,,.,.,.,,,.,
2304020109,粮食作物1,a21,0,.8,99.2,7,2019,11,30,15,,.58,180,否,0,1,2020,11,.,100,15,,.6,
2304020109,粮食作物2,a13,0,.7,99.3,4,2019,10,30,15,,1.58,60,否,0,1,2020,10,.,100,15,,1.6,不知道
2304020110,粮食作物1,a21,0,25,75,10,2019,10,30,15,,.59,295,否,0,20,2020,10,.,100,15,,.6,
2304020110,粮食作物2,a13,0,0,100,1,2019,10,100,15,,1.62,135,否,0,0,2020,10,.,100,15,,1.62,不知道
2304020111,粮食作物1,a21,0,.01,99.99,1,2019,9,100,9,,.6,153,是,0,.01,2020,9,.,100,9,,.7,
2304020112,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
2304030201,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
2304030202,粮食作物1,,.,.,.,,,.,.,,,.,,,.,.,,.,.,.,,,.,
2304030203,粮食作物1,a3,0,0,.,,,.,.,,,.,0,,.,.,,.,.,.,,,.,
2304030204,粮食作物1,a21,0,.6,99.4,1,2019,10,100,2,,.55,120,否,0,.6,2020,10,.,100,2,,.6,
2304030204,粮食作物2,a13,0,0,100,1,2019,9,100,2,,1.6,105,否,0,0,2020,9,.,100,2,,1.8,
