varID,var7_19a,var7_19,var7_20,var7_20a,var7_21,var7_22
4401010112,夏粮,2,,,.,.
4401010112,秋粮,2,,,.,.
4401010113,夏粮,,,,.,.
4405030101,夏粮,,,,.,.
4405030102,夏粮,,,,.,.
4405030103,夏粮,2,,,.,.
4405030103,秋粮,2,,,.,.
4405030104,夏粮,,,,.,.
4405030105,夏粮,,,,.,.
4405030106,夏粮,,,,.,.
4405030107,夏粮,,,,.,.
4405030108,夏粮,,,,.,.
4405030109,夏粮,,,,.,.
4405030110,夏粮,,,,.,.
4405030111,夏粮,,,,.,.
4405030112,夏粮,,,,.,.
4401030101,夏粮,3,,,.,5
4401030101,秋粮,3,,,.,5
4401030102,夏粮,2,,,.,.
4401030102,秋粮,2,,,.,.
4401030103,夏粮,,,,.,.
4401030104,夏粮,2,,,.,.
4401030104,秋粮,2,,,.,.
4401030105,夏粮,,,,.,.
4401030106,夏粮,,,,.,.
4401030107,夏粮,,,,.,.
4401030108,夏粮,,,,.,.
4401030109,夏粮,1,8,购买谷种质量不佳,40,.
4401030109,秋粮,4,,,.,.
4401030110,夏粮,,,,.,.
4401030111,夏粮,2,,,.,.
4401030111,秋粮,2,,,.,.
4401030112,夏粮,,,,.,.
4405020201,夏粮,,,,.,.
4405020202,夏粮,,,,.,.
4405020203,夏粮,,,,.,.
4405020204,夏粮,,,,.,.
4405020205,夏粮,,,,.,.
4405020206,夏粮,,,,.,.
4405020207,夏粮,,,,.,.
4405020208,夏粮,,,,.,.
4405020209,夏粮,,,,.,.
4405020210,夏粮,,,,.,.
4405020211,夏粮,,,,.,.
4405020212,夏粮,,,,.,.
4405030201,夏粮,,,,.,.
4405030202,夏粮,,,,.,.
4405030202,秋粮,2,,,.,.
4405030203,夏粮,,,,.,.
4405030204,夏粮,,,,.,.
4405030205,夏粮,2,,,.,.
4405030205,秋粮,2,,,.,.
4405030206,夏粮,,,,.,.
4405030207,夏粮,,,,.,.
4405030208,夏粮,4,,,.,.
4405030209,夏粮,1,1,,30,.
4405030209,秋粮,1,1,,30,.
4405030210,夏粮,2,,,.,.
4405030211,夏粮,,,,.,.
4405030212,夏粮,,,,.,.
4403010201,夏粮,2,,,.,.
4403010202,夏粮,2,,,.,.
4403010203,夏粮,1,2,,20,.
4403010203,秋粮,3,,,.,20
4403010204,夏粮,,,,.,.
4403010205,夏粮,,,,.,.
4403010205,秋粮,2,,,.,.
4403010206,夏粮,,,,.,.
4403010206,秋粮,3,,,.,25
4403010207,夏粮,2,,,.,.
4403010208,夏粮,,,,.,.
4403010208,秋粮,2,,,.,.
4403010209,夏粮,,,,.,.
4403010210,夏粮,,,,.,.
4403010211,夏粮,,,,.,.
4403010211,秋粮,3,,,.,33
4403010212,夏粮,4,,,.,.
4403030201,夏粮,,,,.,.
4403030202,夏粮,,,,.,.
4403030203,夏粮,,,,.,.
4403030204,夏粮,1,1,,10,.
4403030205,夏粮,1,8,野猪老鼠,5,.
4403030206,夏粮,,,,.,.
4403030206,秋粮,2,,,.,.
4403030207,夏粮,,,,.,.
4403030207,秋粮,4,,,.,.
4403030208,夏粮,1,2,,50,.
4403030209,夏粮,1,2,,50,.
4403030210,夏粮,2,,,.,.
4403030211,夏粮,1,6,,40,.
4403030212,夏粮,,,,.,.
4405010101,夏粮,,,,.,.
4405010102,夏粮,,,,.,.
4405010103,夏粮,,,,.,.
4405010104,夏粮,,,,.,.
4405010105,夏粮,,,,.,.
4405010106,夏粮,,,,.,.
4405010107,夏粮,,,,.,.
4405010108,夏粮,2,,,.,.
4405010109,夏粮,,,,.,.
4405010110,夏粮,,,,.,.
4405010111,夏粮,,,,.,.
4405010112,夏粮,2,,,.,.
4405020101,夏粮,,,,.,.
4405020102,夏粮,,,,.,.
4405020103,夏粮,,,,.,.
4405020104,夏粮,,,,.,.
4405020105,夏粮,,,,.,.
4405020106,夏粮,,,,.,.
4405020107,夏粮,,,,.,.
4405020108,夏粮,,,,.,.
4405020109,夏粮,,,,.,.
4405020110,夏粮,,,,.,.
4405020111,夏粮,,,,.,.
4405020112,夏粮,,,,.,.
4403020101,夏粮,,,,.,.
4403020102,夏粮,2,,,.,.
4403020102,秋粮,2,,,.,.
4403020103,夏粮,,,,.,.
4403020104,夏粮,2,,,.,.
4403020104,秋粮,2,,,.,.
4403020105,夏粮,,,,.,.
4403020106,夏粮,4,,,.,.
4403020106,秋粮,4,,,.,.
4403020107,夏粮,2,,,.,.
4403020108,夏粮,,,,.,.
4403020109,夏粮,,,,.,.
4403020110,夏粮,,,,.,.
4403020111,夏粮,,,,.,.
4403020111,秋粮,2,,,.,.
4403020112,夏粮,1,1,,.,.
4403020201,夏粮,,,,.,.
4403020202,夏粮,,,,.,.
4403020203,夏粮,,,,.,.
4403020203,秋粮,3,,,.,5
4403020204,夏粮,3,,,.,10
4403020205,夏粮,,,,.,.
4403020206,夏粮,,,,.,.
4403020207,夏粮,1,8,水田无水源灌溉,20,.
4403020208,夏粮,,,,.,.
4403020209,夏粮,,,,.,.
4403020209,秋粮,2,,,.,.
4403020210,夏粮,,,,.,.
4403020211,夏粮,,,,.,.
4403020212,夏粮,,,,.,.
4403030101,夏粮,,,,.,.
4403030102,夏粮,,,,.,.
4403030103,夏粮,,,,.,.
4403030104,夏粮,,,,.,.
4403030105,夏粮,3,,,.,25
4403030106,夏粮,2,,,.,.
4403030107,夏粮,,,,.,.
4403030108,夏粮,,,,.,.
4403030109,夏粮,,,,.,.
4403030109,秋粮,2,,,.,.
4403030110,夏粮,2,,,.,.
4403030111,夏粮,1,1,,10,.
4403030111,秋粮,1,1,,10,.
4403030112,夏粮,2,,,.,.
4401030201,夏粮,,,,.,.
4401030202,夏粮,3,,,.,25
4401030202,秋粮,3,,,.,25
4401030203,夏粮,3,,,.,10
4401030203,秋粮,1,6,,30,.
4401030204,夏粮,,,,.,.
4401030204,秋粮,4,,,.,.
4401030205,夏粮,,,,.,.
4401030205,秋粮,2,,,.,.
4401030206,夏粮,,,,.,.
4401030206,秋粮,2,,,.,.
4401030207,夏粮,2,,,.,.
4401030207,秋粮,2,,,.,.
4401030208,夏粮,,,,.,.
4401030209,夏粮,,,,.,.
4401030210,夏粮,,,,.,.
4401030211,夏粮,3,,,.,.
4401030211,秋粮,4,,,.,.
4401030212,夏粮,,,,.,.
4403010101,夏粮,4,,,.,.
4403010102,夏粮,2,,,.,.
4403010103,夏粮,,,,.,.
4403010103,秋粮,2,,,.,.
4403010104,夏粮,2,,,.,.
4403010105,夏粮,3,,,.,10
4403010106,夏粮,2,,,.,.
4403010106,秋粮,2,,,.,.
4403010107,夏粮,,,,.,.
4403010109,夏粮,,,,.,.
4403010110,夏粮,,,,.,.
4403010110,秋粮,2,,,.,.
4403010111,夏粮,,,,.,.
4403010111,秋粮,3,,,.,10
4403010112,夏粮,2,,,.,.
4403010112,秋粮,2,,,.,.
4403010108,夏粮,,,,.,.
4401020101,夏粮,,,,.,.
4401020102,夏粮,,,,.,.
4401020103,夏粮,,,,.,.
4401020104,夏粮,,,,.,.
4401020105,夏粮,,,,.,.
4401020106,夏粮,,,,.,.
4401020107,夏粮,,,,.,.
4401020108,夏粮,,,,.,.
4401020109,夏粮,,,,.,.
4401020110,夏粮,,,,.,.
4401020111,夏粮,,,,.,.
4401020112,夏粮,,,,.,.
4401020201,夏粮,,,,.,.
4401020202,夏粮,,,,.,.
4401020203,夏粮,,,,.,.
4401020204,夏粮,,,,.,.
4401020205,夏粮,,,,.,.
4401020206,夏粮,,,,.,.
4401020207,夏粮,,,,.,.
4401020208,夏粮,,,,.,.
4401020209,夏粮,,,,.,.
4401020210,夏粮,,,,.,.
4401020211,夏粮,,,,.,.
4401020212,夏粮,,,,.,.
4401010201,夏粮,,,,.,.
4401010202,夏粮,,,,.,.
4401010203,夏粮,,,,.,.
4401010204,夏粮,,,,.,.
4401010205,夏粮,,,,.,.
4401010206,夏粮,,,,.,.
4401010207,夏粮,,,,.,.
4401010208,夏粮,,,,.,.
4401010209,夏粮,,,,.,.
4401010210,夏粮,,,,.,.
4401010211,夏粮,,,,.,.
4401010212,夏粮,,,,.,.
4405010201,夏粮,,,,.,.
4405010202,夏粮,,,,.,.
4405010203,夏粮,,,,.,.
4405010204,夏粮,,,,.,.
4405010205,夏粮,,,,.,.
4405010206,夏粮,,,,.,.
4405010207,夏粮,1,"1,7",,1,.
4405010208,夏粮,,,,.,.
4405010209,夏粮,,,,.,.
4405010210,夏粮,,,,.,.
4405010211,夏粮,,,,.,.
4405010212,夏粮,3,,,.,10
4405010213,夏粮,,,,.,.
6101020201,夏粮,,,,.,.
6101020201,秋粮,2,,,.,.
6101020202,夏粮,,,,.,.
6101020202,秋粮,2,,,.,.
6101020203,夏粮,,,,.,.
6101020203,秋粮,3,,,.,50
6101020204,夏粮,,,,.,.
6101020204,秋粮,2,,,.,.
6101020205,夏粮,,,,.,.
6101020205,秋粮,3,,,.,10
6101020206,夏粮,,,,.,.
6101020207,夏粮,1,2,,10,.
6101020207,秋粮,1,2,,20,.
6101020208,夏粮,,,,.,.
6101020209,夏粮,,,,.,.
6101020209,秋粮,3,,,.,30
6101020210,夏粮,,,,.,.
6101020210,秋粮,2,,,.,.
6101020211,夏粮,,,,.,.
6101020211,秋粮,3,,,.,20
6101020212,夏粮,,,,.,.
6101020213,夏粮,,,,.,.
6101030201,夏粮,,,,.,.
6101030201,秋粮,1,1,,40,.
6101030202,夏粮,,,,.,.
6101030202,秋粮,4,,,.,.
6101030203,夏粮,,,,.,.
6101030203,秋粮,2,,,.,.
6101030204,夏粮,,,,.,.
6101030204,秋粮,2,,,.,.
6101030205,夏粮,,,,.,.
6101030205,秋粮,1,1,,30,.
6101030206,夏粮,,,,.,.
6101030206,秋粮,1,1,,20,.
6101030207,夏粮,1,1,,30,.
6101030207,秋粮,4,,,.,.
6101030208,夏粮,1,1,,40,.
6101030208,秋粮,4,,,.,.
6101030209,夏粮,,,,.,.
6101030209,秋粮,1,1,,40,.
6101030210,夏粮,,,,.,.
6101030210,秋粮,2,,,.,.
6101030211,夏粮,,,,.,.
6101030211,秋粮,1,1,,20,.
6101030212,夏粮,,,,.,.
6101030212,秋粮,1,1,,20,.
6101030213,夏粮,,,,.,.
6101030213,秋粮,2,,,.,.
6101030101,夏粮,,,,.,.
6101030101,秋粮,1,1,,20,.
6101030102,夏粮,,,,.,.
6101030102,秋粮,2,,,.,.
6101030103,夏粮,,,,.,.
6101030103,秋粮,2,,,.,.
6101030104,夏粮,,,,.,.
6101030104,秋粮,2,,,.,.
6101030105,夏粮,,,,.,.
6101030105,秋粮,1,1,,10,.
6101030106,夏粮,,,,.,.
6101030106,秋粮,1,1,,20,.
6101030107,夏粮,4,,,.,.
6101030107,秋粮,2,,,.,.
6101030108,夏粮,,,,.,.
6101030108,秋粮,2,,,.,.
6101030109,夏粮,,,,.,.
6101030109,秋粮,1,1,,9999,.
6101030110,夏粮,,,,.,.
6101030110,秋粮,2,,,.,.
6101030111,夏粮,,,,.,.
6101030111,秋粮,1,1,,20,.
6101030112,夏粮,,,,.,.
6101030112,秋粮,2,,,.,.
6101010101,夏粮,,,,.,.
6101010101,秋粮,1,2,,15,.
6101010102,夏粮,,,,.,.
6101010102,秋粮,4,,,.,.
6101010103,夏粮,,,,.,.
6101010103,秋粮,2,,,.,.
6101010104,夏粮,,,,.,.
6101010104,秋粮,2,,,.,.
6101010105,夏粮,,,,.,.
6101010105,秋粮,2,,,.,.
6101010106,夏粮,,,,.,.
6101010107,夏粮,,,,.,.
6101010107,秋粮,4,,,.,.
6101010108,夏粮,2,,,.,.
6101010108,秋粮,3,,,.,20
6101010109,夏粮,,,,.,.
6101010109,秋粮,3,,,.,20
6101010110,夏粮,,,,.,.
6101010110,秋粮,2,,,.,.
6101010111,夏粮,,,,.,.
6101010111,秋粮,4,,,.,.
6101010112,夏粮,,,,.,.
6101010112,秋粮,4,,,.,.
6101010201,夏粮,,,,.,.
6101010202,夏粮,,,,.,.
6101010202,秋粮,3,,,.,9999
6101010203,夏粮,,,,.,.
6101010204,夏粮,4,,,.,.
6101010204,秋粮,2,,,.,.
6101010205,夏粮,,,,.,.
6101010205,秋粮,1,2,,10,.
6101010206,夏粮,,,,.,.
6101010206,秋粮,2,,,.,.
6101010207,夏粮,1,2,,30,.
6101010208,夏粮,1,2,,50,.
6101010209,夏粮,,,,.,.
6101010209,秋粮,1,1,,50,.
6101010210,夏粮,,,,.,.
6101010210,秋粮,1,2,,20,.
6101010211,夏粮,,,,.,.
6101010212,夏粮,2,,,.,.
6101010212,秋粮,2,,,.,.
6101020101,夏粮,,,,.,.
6101020101,秋粮,2,,,.,.
6101020102,夏粮,,,,.,.
6101020102,秋粮,1,1,,20,.
6101020103,夏粮,,,,.,.
6101020103,秋粮,3,,,.,33
6101020104,夏粮,,,,.,.
6101020104,秋粮,2,,,.,.
6101020105,夏粮,,,,.,.
6101020105,秋粮,2,,,.,.
6101020106,夏粮,,,,.,.
6101020106,秋粮,2,,,.,.
6101020107,夏粮,3,,,.,10
6101020107,秋粮,3,,,.,10
6101020108,夏粮,,,,.,.
6101020109,夏粮,,,,.,.
6101020109,秋粮,1,2,,20,.
6101020110,夏粮,,,,.,.
6101020110,秋粮,3,,,.,50
6101020111,夏粮,,,,.,.
6101020112,夏粮,,,,.,.
6101020112,秋粮,2,,,.,.
6105010201,夏粮,3,,,.,5
6105010201,秋粮,3,,,.,10
6105010202,夏粮,3,,,.,10
6105010202,秋粮,3,,,.,5
6105010203,夏粮,3,,,.,20
6105010203,秋粮,4,,,.,.
6105010204,夏粮,,,,.,.
6105010205,夏粮,2,,,.,.
6105010205,秋粮,2,,,.,.
6105010206,夏粮,2,,,.,.
6105010206,秋粮,2,,,.,.
6105010207,夏粮,2,,,.,.
6105010207,秋粮,3,,,.,20
6105010208,夏粮,2,,,.,.
6105010208,秋粮,3,,,.,9999
6105010209,夏粮,2,,,.,.
6105010209,秋粮,2,,,.,.
6105010210,夏粮,2,,,.,.
6105010210,秋粮,4,,,.,.
6105010211,夏粮,3,,,.,10
6105010211,秋粮,1,2,,5,.
6105010212,夏粮,3,,,.,10
6105010212,秋粮,1,2,,25,.
6105010101,夏粮,1,1,,10,.
6105010101,秋粮,2,,,.,.
6105010102,夏粮,1,8,干旱,9999,.
6105010102,秋粮,2,,,.,.
6105010103,夏粮,2,,,.,.
6105010103,秋粮,2,,,.,.
6105010104,夏粮,2,,,.,.
6105010104,秋粮,3,,,.,10
6105010105,夏粮,2,,,.,.
6105010105,秋粮,2,,,.,.
6105010106,夏粮,2,,,.,.
6105010106,秋粮,2,,,.,.
6105010107,夏粮,2,,,.,.
6105010107,秋粮,1,2,,9999,.
6105010108,夏粮,2,,,.,.
6105010108,秋粮,2,,,.,.
6105010109,夏粮,2,,,.,.
6105010109,秋粮,1,2,,9999,.
6105010110,夏粮,2,,,.,.
6105010111,夏粮,3,,,.,5
6105010111,秋粮,1,2,,10,.
6105010112,夏粮,1,1,,20,.
6105010112,秋粮,3,,,.,10
6105020101,夏粮,2,,,.,.
6105020102,夏粮,3,,,.,20
6105020103,夏粮,2,,,.,.
6105020103,秋粮,3,,,.,800
6105020104,夏粮,3,,,.,800
6105020105,夏粮,,,,.,.
6105020106,夏粮,,,,.,.
6105020108,夏粮,3,,,.,50
6105020108,秋粮,3,,,.,20
6105020107,夏粮,2,,,.,.
6105020107,秋粮,1,8,没种植,100,.
6105020109,夏粮,3,,,.,13
6105020109,秋粮,3,,,.,10
6105020110,夏粮,,,,.,.
6105020111,夏粮,,,,.,.
6105020112,夏粮,3,,,.,25
6105020112,秋粮,3,,,.,40
6104010201,夏粮,,,,.,.
6104010202,夏粮,,,,.,.
6104010203,夏粮,1,1,,20,.
6104010204,夏粮,,,,.,.
6104010205,夏粮,,,,.,.
6104010206,夏粮,,,,.,.
6104010207,夏粮,,,,.,.
6104010208,夏粮,,,,.,.
6104010209,夏粮,,,,.,.
6104010210,夏粮,,,,.,.
6104010211,夏粮,,,,.,.
6104010212,夏粮,,,,.,.
6104020212,夏粮,,,,.,.
6104020211,夏粮,,,,.,.
6104020210,夏粮,,,,.,.
6104020209,夏粮,,,,.,.
6104020207,夏粮,,,,.,.
6104020208,夏粮,,,,.,.
6104020206,夏粮,,,,.,.
6104020205,夏粮,,,,.,.
6104020204,夏粮,,,,.,.
6104020203,夏粮,,,,.,.
6104020202,夏粮,,,,.,.
6104020201,夏粮,,,,.,.
6104020112,夏粮,,,,.,.
6104020111,夏粮,,,,.,.
6104020110,夏粮,,,,.,.
6104020109,夏粮,,,,.,.
6104020108,夏粮,,,,.,.
6104020107,夏粮,,,,.,.
6104020106,夏粮,,,,.,.
6104020105,夏粮,,,,.,.
6104020104,夏粮,,,,.,.
6104020103,夏粮,,,,.,.
6104020102,夏粮,,,,.,.
6104020101,夏粮,,,,.,.
6103010201,夏粮,,,,.,.
6103010201,秋粮,1,1,,80,.
6103010202,夏粮,,,,.,.
6103010202,秋粮,1,1,,50,.
6103010203,夏粮,,,,.,.
6103010204,夏粮,,,,.,.
6103010204,秋粮,1,1,,60,.
6103010205,夏粮,,,,.,.
6103010205,秋粮,1,1,,8.8,.
6103010206,夏粮,,,,.,.
6103010206,秋粮,1,1,,50,.
6103010207,夏粮,,,,.,.
6103010207,秋粮,1,1,,70,.
6103010208,夏粮,,,,.,.
6103010208,秋粮,1,1,,90,.
6103010209,夏粮,,,,.,.
6103010209,秋粮,1,1,,66,.
6103010210,夏粮,,,,.,.
6103010210,秋粮,1,1,,80,.
6103010211,夏粮,,,,.,.
6103010211,秋粮,1,1,,50,.
6103010212,夏粮,,,,.,.
6103010212,秋粮,1,1,,70,.
6103020101,夏粮,,,,.,.
6103020101,秋粮,4,,,.,.
6103020102,夏粮,,,,.,.
6103020102,秋粮,1,1,,100,.
6103020103,夏粮,,,,.,.
6103020104,夏粮,,,,.,.
6103020104,秋粮,1,1,,50,.
6103020105,夏粮,,,,.,.
6103020105,秋粮,1,1,,50,.
6103020106,夏粮,,,,.,.
6103020106,秋粮,1,1,,50,.
6103020107,夏粮,,,,.,.
6103020107,秋粮,1,1,,60,.
6103020108,夏粮,,,,.,.
6103020108,秋粮,1,1,,30,.
6103020109,夏粮,,,,.,.
6103020109,秋粮,1,1,,60,.
6103020110,夏粮,,,,.,.
6103020110,秋粮,1,1,,30,.
6103020111,夏粮,,,,.,.
6103020111,秋粮,1,1,,80,.
6103020112,夏粮,,,,.,.
6103020112,秋粮,1,1,,50,.
3302020101,夏粮,,,,.,.
3302020102,夏粮,,,,.,.
3302020103,夏粮,,,,.,.
3302020104,夏粮,,,,.,.
3302020105,夏粮,,,,.,.
3302020106,夏粮,,,,.,.
3302020107,夏粮,,,,.,.
3302020108,夏粮,,,,.,.
3302020109,夏粮,,,,.,.
3302020110,夏粮,,,,.,.
3302020111,夏粮,2,,,.,.
3302020111,秋粮,4,,,.,.
3302020112,夏粮,,,,.,.
3302020113,夏粮,,,,.,.
3302020114,夏粮,,,,.,.
3302020115,夏粮,,,,.,.
3303020201,夏粮,,,,.,.
3303020202,夏粮,2,,,.,.
3303020202,秋粮,2,,,.,.
3303020203,夏粮,,,,.,.
3303020204,夏粮,3,,,.,1.8
3303020205,夏粮,,,,.,.
3303020206,夏粮,,,,.,.
3303020207,夏粮,,,,.,.
3303020208,夏粮,2,,,.,.
3303020208,秋粮,2,,,.,.
3303020209,夏粮,,,,.,.
3303020210,夏粮,,,,.,.
3303020211,夏粮,4,,,.,.
3303020212,夏粮,,,,.,.
3303020213,夏粮,,,,.,.
3303020214,夏粮,,,,.,.
3303020101,夏粮,,,,.,.
3303020102,夏粮,,,,.,.
3303020103,夏粮,,,,.,.
3303020104,夏粮,,,,.,.
3303020105,夏粮,,,,.,.
3303020106,夏粮,,,,.,.
3303020107,夏粮,,,,.,.
3303020108,夏粮,,,,.,.
3303020109,夏粮,,,,.,.
3303020110,夏粮,,,,.,.
3303020111,夏粮,,,,.,.
3303020112,夏粮,,,,.,.
3303020113,夏粮,,,,.,.
3303020114,夏粮,,,,.,.
3302020201,夏粮,,,,.,.
3302020202,夏粮,,,,.,.
3302020203,夏粮,,,,.,.
3302020204,夏粮,,,,.,.
3302020205,夏粮,,,,.,.
3302020206,夏粮,,,,.,.
3302020207,夏粮,,,,.,.
3302020208,夏粮,2,,,.,.
3302020208,秋粮,3,,,.,.
3302020209,夏粮,,,,.,.
3302020210,夏粮,,,,.,.
3302020211,夏粮,2,,,.,.
3302020211,秋粮,4,,,.,.
3302020212,夏粮,,,,.,.
3302020213,夏粮,,,,.,.
3303010101,夏粮,,,,.,.
3303010102,夏粮,,,,.,.
3303010103,夏粮,,,,.,.
3303010104,夏粮,,,,.,.
3303010105,夏粮,,,,.,.
3303010106,夏粮,,,,.,.
3303010107,夏粮,,,,.,.
3303010108,夏粮,,,,.,.
3303010109,夏粮,,,,.,.
3303010110,夏粮,,,,.,.
3303010111,夏粮,,,,.,.
3303010112,夏粮,,,,.,.
3303010113,夏粮,,,,.,.
3303010114,夏粮,,,,.,.
3303010115,夏粮,,,,.,.
3303010201,夏粮,,,,.,.
3303010202,夏粮,,,,.,.
3303010203,夏粮,,,,.,.
3303010204,夏粮,,,,.,.
3303010205,夏粮,,,,.,.
3303010206,夏粮,,,,.,.
3303010207,夏粮,,,,.,.
3303010208,夏粮,,,,.,.
3303010209,夏粮,,,,.,.
3303010210,夏粮,,,,.,.
3303010211,夏粮,,,,.,.
3303010212,夏粮,,,,.,.
3301040101,夏粮,,,,.,.
3301040102,夏粮,,,,.,.
3301040103,夏粮,2,,,.,.
3301040103,秋粮,2,,,.,.
3301040104,夏粮,,,,.,.
3301040105,夏粮,,,,.,.
3301040106,夏粮,,,,.,.
3301040107,夏粮,,,,.,.
3301040108,夏粮,,,,.,.
3301040109,夏粮,,,,.,.
3301040110,夏粮,,,,.,.
3301040111,夏粮,,,,.,.
3301040111,秋粮,3,,,.,10
3301040112,夏粮,,,,.,.
3301040113,夏粮,,,,.,.
3301040114,夏粮,1,2,,10,.
3301040114,秋粮,3,,,.,20
3303030201,夏粮,,,,.,.
3303030201,秋粮,4,,,.,.
3303030202,夏粮,,,,.,.
3303030202,秋粮,4,,,.,.
3303030203,夏粮,,,,.,.
3303030204,夏粮,,,,.,.
3303030205,夏粮,,,,.,.
3303030206,夏粮,,,,.,.
3303030207,夏粮,,,,.,.
3303030208,夏粮,,,,.,.
3303030209,夏粮,2,,,.,.
3303030209,秋粮,2,,,.,.
3303030210,夏粮,2,,,.,.
3303030210,秋粮,2,,,.,.
3303030211,夏粮,,,,.,.
3303030212,夏粮,,,,.,.
3303030213,夏粮,3,,,.,9999
3303030213,秋粮,4,,,.,.
3303030101,夏粮,,,,.,.
3303030102,夏粮,,,,.,.
3303030103,夏粮,,,,.,.
3303030104,夏粮,,,,.,.
3303030105,夏粮,,,,.,.
3303030106,夏粮,,,,.,.
3303030107,夏粮,,,,.,.
3303030108,夏粮,,,,.,.
3303030109,夏粮,,,,.,.
3303030110,夏粮,,,,.,.
3303030111,夏粮,,,,.,.
3303030112,夏粮,,,,.,.
3303030113,夏粮,,,,.,.
3302030201,夏粮,,,,.,.
3302030202,夏粮,,,,.,.
3302030203,夏粮,,,,.,.
3302030204,夏粮,,,,.,.
3302030205,夏粮,,,,.,.
3302030206,夏粮,,,,.,.
3302030207,夏粮,,,,.,.
3302030208,夏粮,,,,.,.
3302030209,夏粮,,,,.,.
3302030210,夏粮,,,,.,.
3302030211,夏粮,,,,.,.
3302030212,夏粮,,,,.,.
3302030213,夏粮,,,,.,.
3302030214,夏粮,,,,.,.
3302030101,夏粮,,,,.,.
3302030102,夏粮,,,,.,.
3302030103,夏粮,,,,.,.
3302030104,夏粮,,,,.,.
3302030105,夏粮,,,,.,.
3302030106,夏粮,2,,,.,.
3302030106,秋粮,2,,,.,.
3302030107,夏粮,,,,.,.
3302030108,夏粮,,,,.,.
3302030109,夏粮,,,,.,.
3302030110,夏粮,,,,.,.
3302030111,夏粮,,,,.,.
3302030112,夏粮,,,,.,.
3302030113,夏粮,,,,.,.
3302030114,夏粮,,,,.,.
3302010201,夏粮,,,,.,.
3302010202,夏粮,,,,.,.
3302010203,夏粮,,,,.,.
3302010204,夏粮,,,,.,.
3302010205,夏粮,1,"1,2",,.,.
3302010205,秋粮,4,,,.,.
3302010206,夏粮,,,,.,.
3302010207,夏粮,,,,.,.
3302010208,夏粮,,,,.,.
3302010209,夏粮,,,,.,.
3302010210,夏粮,,,,.,.
3302010211,夏粮,,,,.,.
3302010212,夏粮,,,,.,.
3302010213,夏粮,,,,.,.
3302010214,夏粮,,,,.,.
3302010101,夏粮,,,,.,.
3302010102,夏粮,,,,.,.
3302010103,夏粮,,,,.,.
3302010104,夏粮,,,,.,.
3302010105,夏粮,,,,.,.
3302010106,夏粮,,,,.,.
3302010107,夏粮,,,,.,.
3302010108,夏粮,,,,.,.
3302010109,夏粮,,,,.,.
3302010110,夏粮,,,,.,.
3302010111,夏粮,,,,.,.
3302010112,夏粮,,,,.,.
3302010113,夏粮,,,,.,.
3302010114,夏粮,,,,.,.
4105020201,夏粮,,,,.,.
4105020201,秋粮,2,,,.,.
4105020202,夏粮,,,,.,.
4105020202,秋粮,2,,,.,.
4105020203,夏粮,,,,.,.
4105020203,秋粮,1,2,,30,.
4105020204,夏粮,,,,.,.
4105020205,夏粮,1,1,,20,.
4105020205,秋粮,2,,,.,.
4105020206,夏粮,,,,.,.
4105020206,秋粮,1,2,,16,.
4105020207,夏粮,2,,,.,.
4105020207,秋粮,1,"2,3",,20,.
4105020208,夏粮,,,,.,.
4105020208,秋粮,1,3,,50,.
4105020209,夏粮,,,,.,.
4105020210,夏粮,3,,,.,7
4105020210,秋粮,3,,,.,50
4105020211,夏粮,,,,.,.
4105020212,夏粮,,,,.,.
4105020212,秋粮,1,2,,28,.
4103010101,夏粮,,,,.,.
4103010102,夏粮,2,,,.,.
4103010102,秋粮,2,,,.,.
4103010103,夏粮,2,,,.,.
4103010104,夏粮,1,1,,33,.
4103010104,秋粮,2,,,.,.
4103010105,夏粮,,,,.,.
4103010106,夏粮,,,,.,.
4103010107,夏粮,1,1,,50,.
4103010108,夏粮,1,1,,20,.
4103010108,秋粮,2,,,.,.
4103010109,夏粮,,,,.,.
4103010110,夏粮,1,3,,50,.
4103010110,秋粮,3,,,.,10
4103010111,夏粮,1,"1,3",,26,.
4103010111,秋粮,3,,,.,340
4103010112,夏粮,1,8,气候,10,.
4103010112,秋粮,3,,,.,20
4103010113,夏粮,1,1,,9,.
4103010201,夏粮,2,,,.,.
4103010201,秋粮,3,,,.,9999
4103010202,夏粮,1,8,种子不好,20,0
4103010203,夏粮,4,,,.,.
4103010203,秋粮,3,,,.,10
4103010204,夏粮,1,1,,30,.
4103010204,秋粮,1,1,,10,.
4103010205,夏粮,1,1,,50,.
4103010205,秋粮,3,,,.,30
4103010206,夏粮,2,,,.,.
4103010206,秋粮,2,,,.,.
4103010207,夏粮,1,1,,50,.
4103010207,秋粮,2,,,.,.
4103010208,夏粮,2,,,.,.
4103010208,秋粮,2,,,.,.
4103010209,夏粮,2,,,.,.
4103010209,秋粮,2,,,.,.
4103010210,夏粮,1,3,,10,.
4103010210,秋粮,3,,,.,50
4103010211,夏粮,1,8,种子质量差,25,.
4103010211,秋粮,3,,,.,18.1
4103010212,夏粮,1,1,,30,.
4103010212,秋粮,3,,,.,10
4103010213,夏粮,2,,,.,.
4105010201,夏粮,,,,.,.
4105010202,夏粮,,,,.,.
4105010202,秋粮,1,6,,30,.
4105010203,夏粮,,,,.,.
4105010204,夏粮,,,,.,.
4105010205,夏粮,,,,.,.
4105010206,夏粮,1,3,,30,.
4105010207,夏粮,,,,.,.
4105010207,秋粮,1,2,,33,.
