varID,var3a_1,var3a_2,var3a_3,var3a_4,var3a_4a,var3a_5,var3a_5a,var3a_6,var3a_7,var3a_8,var3a_9,var3a_10,var3a_10a,var3a_11,var3a_12,var3a_13,var3a_14,var3a_15,var3a_16,var3a_17,var3a_18,var3a_19,var3a_19a,var3a_20,var3a_20a,var3a_21,var3a_21a,var3a_22,var3a_23
6101030106,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101030107,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101030108,a,1,2019,1,,1,,2,否,否,1,4,,是,9999.0,9999,是,现金,800,,.,一年一付,,9999,,,,是,一般
6101030109,a,5.9,2019,4,,1,,1,否,是,1,4,,是,是,10,是,现金,800,,.,一年一付,,2,,,,否,
6101030110,a,1.6,2019,4,,9999,,2,否,否,1,9999,,是,是,5,是,现金,800,,.,一年一付,,2,,,,否,
6101030111,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101030112,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101010101,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101010102,a,14.1,2019,2,,5,,2,否,否,2,1,,否,否,.,否,,,,.,,,,,4,无,是,一般
6101010102,b,8.73,2019,2,,5,,1,否,否,2,1,,否,否,.,否,,,,.,,,,,4,无,是,一般
6101010103,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101010104,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101010105,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101010106,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101010107,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101010108,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101010109,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101010110,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101010111,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101010112,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101010201,a,6.12,2017,4,,2,,2,是,否,1,4,,否,否,25,是,现金,150,,.,其他,5年一付,,,,,,
6101010201,b,5.88,2017,4,,2,,2,是,否,1,4,,否,否,25,是,现金,150,,.,其他,5年一付,,,,,,
6101010202,a,12,2018,4,,2,,0.5,是,否,1,4,,否,否,9999,是,现金,150,,.,其他,五年一付,,,,,,
6101010203,a,7.94,2017,4,,2,,3,是,否,1,4,,是,是,25,是,现金,150,,.,其他,5年1付,,,,,否,
6101010203,b,4.78,2017,4,,2,,3,是,否,1,4,,是,是,25,是,现金,150,,.,其他,5年1付,,,,,否,
6101010204,a,11.11,2017,4,,2,,3,是,是,1,4,,是,是,25,是,现金,150,,.,其他,5年1付,,,,,否,
6101010204,b,4.66,2017,4,,2,,3,是,是,1,4,,是,是,25,是,现金,150,,.,其他,5年1付,,,,,否,
6101010205,a,11,2018,4,,1,,2,是,否,1,5,,是,是,25,是,现金,150,,.,其他,五年一付,,,,,否,
6101010205,b,5,2018,4,,1,,3,否,否,2,5,,是,是,25,是,现金,150,,.,其他,五年一付,,,,,否,
6101010206,a,6,2018,4,,1,,4,是,否,1,5,,是,是,25,是,现金,150,,.,其他,五年一付,,,,,是,一般
6101010206,b,5,2018,4,,1,,3,是,否,1,5,,是,是,25,是,现金,150,,.,其他,五年一付,,,,,是,一般
6101010207,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101010208,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101010209,a,12,2016,4,,2,,2,否,否,1,6,,是,是,25,是,现金,150,,.,其他,五年一付,,,,,否,以前不认识
6101010210,a,10.98,2018,4,,1,,4,否,否,1,4,,是,是,25,是,现金,150,,.,其他,五年一付,,,,,否,以前不认识
6101010211,a,6.58,2017,3,,2,,4,否,否,1,1,,是,是,25,是,现金,150,,.,其他,五年一付,,,,,是,
6101010211,b,5.79,2017,3,,2,,1.5,否,否,1,1,,是,是,25,是,现金,150,,.,其他,五年一付,,,,,是,
6101010212,a,25,2016,3,,2,,35,是,否,1,4,,是,是,25,是,现金,150,,.,其他,五年一付,,,,,否,
6101010212,b,7,2016,3,,2,,1.5,否,否,1,4,,是,是,25,是,现金,150,,.,其他,五年一付,,,,,否,
6101020101,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101020102,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101020103,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101020104,a,8,2015,1,,2,,8,否,否,1,4,,是,是,25,是,现金,150,,.,一次付清,,,,,,否,
6101020104,b,6,2015,1,,2,,8,否,否,1,4,,是,是,25,是,现金,150,,.,一次付清,,,,,,否,
6101020105,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101020106,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101020107,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101020108,a,4.8,2014,1,,5,,1,否,是,1,1,,否,否,.,是,现金,300,,.,一次付清,,,,,,是,较好
6101020108,b,3.7,2015,1,,5,,1.5,否,是,1,1,,否,否,.,是,现金,200,,.,一次付清,,,,,,是,较好
6101020109,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101020110,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6101020111,a,11,2018,4,,2,,1,否,否,1,4,,是,是,25,是,现金,150,,.,其他,五年一付,,,,,否,
6101020112,a,6,2012,1,,5,,2,否,否,1,1,,否,否,.,是,现金,200,,.,一年一付,,,,,,是,较好
6105010201,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105010202,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105010203,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105010204,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105010205,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105010206,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105010207,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105010208,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105010209,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105010210,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105010211,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105010212,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105010101,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105010102,a,5.13,2017,4,,6,村集体,0.2,否,是,1,4,,否,是,10,是,现金,500,,.,一年一付,,1,,,,否,
6105010102,b,2.57,2017,4,,6,村集体,0.3,否,是,1,4,,否,是,10,是,现金,500,,.,一年一付,,1,,,,否,
6105010103,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105010104,a,6,2018,3,,3,,2,否,是,1,1,,是,是,5,是,现金,600,,.,一年一付,,2,,,,否,
6105010105,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105010106,a,5,2015,4,,6,村集体,0.2,否,是,1,4,,是,是,20,是,现金,600,,.,一年一付,,1,,,,是,一般
6105010107,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105010108,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105010109,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105010110,a,4.3,9999,3,,3,,2,否,是,1,1,,是,是,10,是,现金,500,,.,其他,三年一付,,,,,是,一般
6105010110,b,3.5,9999,3,,3,,2,否,是,1,1,,是,是,10,是,现金,500,,.,其他,三年一付,,,,,是,一般
6105010111,a,1.66,2016,1,,3,,0.8,是,是,2,1,,否,否,.,是,现金,100,,.,一年一付,,2,,,,是,较好
6105010112,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105020101,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105020102,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105020103,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105020104,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105020105,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105020106,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105020108,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105020107,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105020109,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105020110,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105020111,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6105020112,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104010201,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104010202,a,13.8,2019,1,,5,,1,否,否,1,1,,否,否,1,否,,,,.,,,,,,,是,较好
6104010203,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104010204,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104010205,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104010206,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104010207,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104010208,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104010209,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104010210,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104010211,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104010212,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104020212,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104020211,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104020210,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104020209,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104020207,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104020208,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104020206,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104020205,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104020204,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104020203,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104020202,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104020201,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104020112,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104020111,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104020110,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104020109,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104020108,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104020107,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104020106,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104020105,a,4.3,2018,1,,5,,1.6,是,是,1,1,,否,否,.,否,,,,.,,,,,3,,是,较好
6104020105,b,1.5,2018,1,,5,,0.3,否,是,1,1,,否,否,.,否,,,,.,,,,,3,,是,较好
6104020104,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104020103,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104020102,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6104020101,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6103010201,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6103010202,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6103010203,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6103010204,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6103010205,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6103010206,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6103010207,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6103010208,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6103010209,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6103010210,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6103010211,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6103010212,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6103020101,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6103020102,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6103020103,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6103020104,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6103020105,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6103020106,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6103020107,a,3,2006,3,,5,,1,是,否,1,1,,是,是,20,是,现金,35,,.,其他,5年一次,,,,,是,较好
6103020107,b,2,2006,3,,5,,1,是,否,1,1,,是,是,20,是,现金,35,,.,其他,5年一次,,,,,是,较好
6103020108,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6103020109,a,1,2018,3,,5,,4,否,否,2,4,,是,是,25,是,现金,60,,.,其他,分两次付清,,,,,是,一般
6103020109,b,1,2019,3,,5,,2,否,否,2,4,,是,是,5,是,现金,40,,.,其他,分两次付清,,,,,是,一般
6103020110,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6103020111,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
6103020112,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
3302020101,a,1.5,2016,1,,1,,6,,是,1,5,,是,是,10,是,现金,500,,.,一年一付,,1,,,,否,
3302020102,a,.6,2016,3,,1,,2,,是,1,5,,是,是,5,是,现金,500,,.,一年一付,,1,,,,否,以前不认识
3302020102,b,.45,2016,3,,1,,2,,是,1,5,,是,是,5,是,现金,500,,.,一年一付,,1,,,,否,以前不认识
3302020103,a,1.3,2008,1,,5,,10,否,是,1,1,,是,是,9999,是,现金,500,,.,一年一付,,2,,,,是,较好
3302020104,a,3,2010,4,,1,,2,否,是,1,4,,是,是,10,是,现金,500,,.,一年一付,,2,,,,否,以前不认识
3302020105,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
3302020106,a,2.8,2019,4,,3,,13,否,是,1,4,,是,是,10,是,现金,500,,.,一年一付,,2,,,,否,以前不认识
3302020107,a,.5,2019,4,,5,,7,否,是,1,4,,是,是,8,是,现金,500,,.,一年一付,,2,,,,是,较好
3302020108,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
3302020109,a,2,1999,4,,3,,3,,是,1,4,,是,否,.,是,现金,500,,.,一年一付,,2,,,,是,较好
3302020110,a,1.7,2008,4,,3,,4,否,是,1,4,,是,是,10,是,现金,500,,.,一年一付,,1,,,,否,以前不认识
3302020111,a,2,2008,4,,3,,2,否,是,1,4,,是,是,10,是,现金,500,,.,一年一付,,1,,,,否,
3302020112,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
3302020113,a,.6,2018,4,,3,,20,否,是,1,4,,是,是,10,是,现金,500,,.,一年一付,,1,,,,否,
3302020114,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
3302020115,a,3,2018,4,,6,村集体,10,,是,1,4,,是,是,10,是,现金,500,,.,一年一付,,1,,,,否,
3303020201,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
3303020202,a,3,2018,2,,3,,0.3,否,是,1,4,,是,是,5,是,现金,750,,.,一年一付,,2,,,,是,较好
3303020203,a,1.5,2015,3,,3,,2,,是,1,4,,是,否,.,是,现金,1100,,.,一年一付,,2,,,,否,
3303020203,b,1.2,2017,3,,3,,2,,是,1,4,,是,否,.,是,现金,750,,.,一年一付,,2,,,,否,
3303020204,a,1.6,2017,3,,3,,1,否,是,1,4,,是,否,.,是,现金,750,,.,一年一付,,1,,,,否,
3303020204,b,1.4,2017,3,,3,,1,否,是,1,4,,是,否,.,是,现金,750,,.,一年一付,,1,,,,否,
3303020205,a,9,2016,4,,5,,0,是,是,1,4,,是,是,5,是,现金,1320,,.,一年一付,,2,,,,否,以前不认识
3303020206,a,4.3,2015,4,,3,,1,否,是,1,4,,是,否,.,是,现金,750,,.,一年一付,,2,,,,否,以前不认识
3303020207,a,4.2,2017,4,,6,村集体,3,是,是,1,4,,是,9999.0,.,是,现金,1000,,.,9999.0,,9999,,,,否,较好
3303020208,a,2.7,2014,4,,6,村集体,1.1,否,是,1,4,,9999.0,否,.,是,现金,750,,.,一年一付,,1,,,,否,
3303020209,a,2,2017,4,,3,,0.05,否,是,1,4,,是,是,1,是,现金,750,,.,一年一付,,2,,,,是,一般
3303020209,b,2,2018,4,,3,,0.05,否,是,1,4,,是,是,1,是,现金,750,,.,一年一付,,2,,,,是,一般
3303020210,a,1.5,2014,4,,3,,0.2,否,是,1,4,,是,是,1,是,现金,750,,.,一年一付,,2,,,,是,一般
3303020210,b,.8,2014,4,,3,,0.1,否,是,1,4,,是,是,1,是,现金,750,,.,一年一付,,2,,,,是,一般
3303020211,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
3303020212,a,2.5,2018,4,,3,,1,否,是,1,4,,是,是,5,是,现金,750,,.,一年一付,,1,,,,是,一般
3303020212,b,1.5,2018,4,,3,,0.1,否,是,1,4,,是,是,5,是,现金,700,,.,一年一付,,1,,,,是,一般
3303020213,a,3.8,1995,4,,6,村集体,1.5,,是,1,4,,是,是,5,是,现金,1050,,.,一年一付,,1,,,,是,较好
3303020214,a,4.5,2018,1,,5,,0.3,否,是,1,1,,是,否,.,是,现金,700,,.,一年一付,,2,,,,是,较好
3303020101,a,2.3,2013,3,,5,,3,否,否,1,1,,是,是,10,是,现金,1000,,.,一次付清,,,,,,否,
3303020102,a,1.9,2019,4,,1,,0.2,否,否,1,4,,9999.0,9999.0,9999,是,现金,800,,.,一年一付,,2,,,,否,
3303020103,a,4.2,2019,4,,1,,1,否,是,1,4,,是,是,30,是,现金,800,,.,一年一付,,2,,,,否,
3303020104,a,1.5,2017,4,,3,,0,否,是,1,4,,是,是,30,是,现金,800,,.,一年一付,,2,,,,否,
3303020104,b,1.5,2017,4,,3,,0,否,是,1,4,,是,是,30,是,现金,800,,.,一年一付,,2,,,,否,
3303020105,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
3303020106,a,.5,9999,4,,1,,1,否,是,1,5,,是,是,9999,是,现金,600,,.,一年一付,,2,,,,是,一般
3303020107,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
3303020108,a,6,2019,4,,6,村集体,0.1,否,是,1,4,,是,是,10,是,现金,800,,.,一年一付,,1,,,,否,
3303020109,a,1.1,9999,4,,3,,0.5,否,是,1,4,,9999.0,是,9999,是,现金,800,,.,一年一付,,2,,,,否,
3303020109,b,.6,9999,4,,6,政府种树,0.5,否,是,1,4,,9999.0,是,9999,是,现金,1000,,.,一年一付,,2,,,,否,
3303020110,a,1.63,2019,4,,3,,0.5,否,是,1,4,,是,是,10,是,现金,800,,.,一年一付,,9999,,,,是,较好
3303020110,b,.47,9999,5,管理不便,3,,0.5,否,是,1,4,,是,9999.0,9999,是,现金,800,,.,一年一付,,9999,,,,否,以前不认识
3303020111,a,1.7,2017,4,,5,,2,否,是,1,4,,是,是,1,是,现金,800,,.,一年一付,,2,,,,否,
3303020111,b,1.3,2017,4,,5,,1,否,是,1,4,,是,是,1,是,现金,800,,.,一年一付,,2,,,,否,
3303020112,a,1.3,2017,4,,6,村集体,0,是,是,1,4,,是,是,10,是,现金,800,,.,一年一付,,2,,,,是,较好
3303020112,b,.5,2015,"3,5",别人??鱼塘,5,,1,否,是,1,4,,是,9999.0,9999,是,现金,1000,,.,一年一付,,2,,,,否,以前不认识
3303020113,a,1.1,2019,4,,6,村集体,1,,是,1,4,,是,否,.,是,现金,800,,.,一年一付,,2,,,,是,较好
3303020114,a,3.1,2019,4,,6,村集体,2,,是,1,4,,是,是,10,是,现金,800,,.,一年一付,,2,,,,是,较好
3302020201,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
3302020202,a,1.1,2010,3,,5,,0.7,否,是,1,1,,否,否,.,是,现金,100,,.,一年一付,,2,,,,是,较好
3302020202,b,.9,2010,3,,5,,0.7,否,是,1,1,,否,否,.,是,现金,100,,.,一年一付,,2,,,,是,较好
3302020203,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
3302020204,a,1.24,2010,3,,5,,3,否,是,1,1,,否,否,.,是,现金,500,,.,一年一付,,2,,,,是,一般
3302020204,b,.8,2010,3,,5,,2,否,是,1,1,,否,否,.,是,现金,500,,.,一年一付,,2,,,,是,一般
3302020205,a,2,9999,1,,5,,1,否,是,1,1,,否,是,5,是,现金,500,,.,一次付清,,,,,,否,以前不认识
3302020206,a,1.3,2017,4,,6,村街道,3,否,是,1,4,,是,否,.,是,现金,600,,.,一年一付,,9999,,,,否,
3302020207,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
3302020208,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
3302020209,a,.5,9999,3,,5,,1,否,是,1,1,,否,否,.,是,现金,1100,,.,一年一付,,2,,,,是,一般
3302020210,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
3302020211,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
3302020212,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
3302020213,a,2.5,2000,2,,5,,1,,是,1,1,,否,否,.,是,现金,300,,.,一年一付,,3,随便,,,是,较好
3303010101,a,6,2015,4,,1,,0,是,是,1,4,,是,是,9999,是,现金,1200,,.,一年一付,,2,,,,是,一般
3303010102,a,6,2016,4,,1,,0,是,是,1,4,,是,是,9999,是,现金,1200,,.,一年一付,,2,,,,是,较好
3303010103,a,6,2015,4,,1,,2,否,是,1,4,,是,是,9999,是,现金,1200,,.,一年一付,,2,,,,是,一般
3303010104,a,19,2017,1,,3,,2,否,是,1,4,,是,是,5,是,现金,2100,,.,一年一付,,1,,,,否,
3303010105,a,3.6,2018,1,,5,,1,否,是,1,5,,是,9999.0,9999,是,现金,1150,,.,一年一付,,2,,,,是,一般
3303010106,a,1.4,2018,4,,1,,0.02,否,是,1,4,,是,9999.0,9999,是,现金,1200,,.,一年一付,,1,,,,否,一般
3303010107,a,4,2018,1,,1,,1,否,是,1,4,,是,是,5,是,现金,1200,,.,一年一付,,1,,,,是,较好
3303010107,b,3,2019,1,,1,,1,否,是,1,4,,是,是,5,是,现金,1200,,.,一年一付,,1,,,,是,较好
3303010108,a,3,2017,4,,6,村集体,12,,是,1,4,,是,是,10,是,现金,1200,,.,一年一付,,1,,,,是,较好
3303010109,a,4,9999,4,,6,村集体,1,,是,1,4,,否,否,.,是,现金,9999,,.,一年一付,,2,,,,是,较好
3303010110,a,2,2010,4,,6,村委,1,,是,1,4,,9999.0,9999.0,.,是,现金,1200,,.,一年一付,,2,,,,否,
3303010111,a,3.7,2016,4,,6,村集体,0.6,否,是,1,4,,是,否,.,是,现金,1000,,.,一年一付,,2,,,,否,
3303010112,a,3,2019,1,,3,,1,否,是,1,4,,是,否,.,是,现金,1200,,.,一年一付,,2,,,,否,以前不认识
3303010112,b,1.5,2019,1,,3,,0,是,是,1,4,,是,否,.,是,现金,1200,,.,一年一付,,2,,,,否,以前不认识
3303010113,a,3.5,2017,4,,2,,0,是,是,1,4,,是,否,.,是,现金,1200,,.,一年一付,,2,,,,否,以前不认识
3303010113,b,1.05,2017,4,,2,,0.2,否,是,1,4,,是,否,.,是,现金,1200,,.,一年一付,,2,,,,否,以前不认识
3303010114,a,1.5,2016,3,,5,,0.6,否,是,1,1,,是,是,10,是,现金,1200,,.,一年一付,,2,,,,是,较好
3303010115,a,1.76,2019,4,,1,,2,,是,1,6,,是,否,.,是,现金,1200,,.,一年一付,,2,,,,,
3303010115,b,1.28,2019,4,,1,,2,,是,1,6,,是,否,.,是,现金,1200,,.,一年一付,,2,,,,,
3303010201,a,4.664,9999,4,,6,经济作物大户,0.3,否,是,1,4,,是,是,9999,是,现金,1000,,.,一年一付,,1,,,,否,
3303010201,b,.303,9999,4,,6,经济作物大户,1,否,是,1,4,,是,是,9999,是,现金,900,,.,一年一付,,1,,,,否,
3303010202,a,2.8,2019,4,,9999,,0.3,否,是,1,4,,是,否,.,是,现金,950,,.,一年一付,,1,,,,否,以前不认识
3303010202,b,2,2019,4,,9999,,0.3,否,是,1,4,,是,否,.,是,现金,950,,.,一年一付,,1,,,,否,以前不认识
3303010203,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
3303010204,a,3.06,2018,4,,6,不清楚,0.6,否,是,1,4,,是,否,.,是,现金,950,,.,一年一付,,2,,,,否,
3303010205,a,6,1999,3,,6,养殖大户,1,,是,1,1,,是,否,.,是,现金,950,,.,一年一付,,1,,,,是,较好
3303010206,a,3,2000,3,,5,,4,,是,1,1,,否,否,.,是,现金,900,,.,一年一付,,2,,,,是,较好
3303010207,a,2.8,2010,4,,3,,0,是,是,1,1,,是,是,1,是,现金,950,,.,一年一付,,2,,,,是,一般
3303010208,a,4.5,2017,4,,3,,1,是,是,1,4,,是,是,1,是,现金,900,,.,一年一付,,2,,,,是,一般
3303010209,a,4.5,1999,5,换鱼塘,5,,0.6,否,是,1,1,,否,否,.,是,实物,,虾蟹塘,.,,,,,4,鱼塘??,是,较好
3303010210,a,3,2010,4,,3,,6,是,是,1,5,,是,是,20,是,现金,1130,,.,一年一付,,2,,,,是,一般
3303010210,b,2,2010,4,,3,,6,是,是,1,5,,是,是,20,是,现金,800,,.,一年一付,,2,,,,是,一般
3303010211,a,9,2019,4,,6,村集体,1,,是,1,4,,是,是,10,是,现金,900,,.,一年一付,,1,,,,是,较好
3303010212,a,4.78,2013,4,,6,村集体,1,否,是,1,4,,否,,.,是,现金,950,,.,一年一付,,2,,,,否,
3301040101,a,.31,2020,1,,9999,,0,是,否,1,4,,是,是,9999,是,现金,800,,.,9999.0,,,,,,,
3301040101,b,.25,2020,1,,9999,,0.2,否,是,1,4,,是,是,9999,是,现金,800,,.,9999.0,,,,,,,
3301040102,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
3301040103,a,.8,2015,3,,9999,,1,否,否,1,9999,,是,是,5,是,现金,800,,.,一年一付,,2,,,,是,较好
3301040104,a,.35,2019,3,,2,,3,否,是,1,1,,是,9999.0,.,,,,,.,,,,,,,,
3301040105,a,1.4,2010,1,,3,,0.5,否,是,1,4,,是,9999.0,.,是,现金,600,,.,一年一付,,3,过年,,,是,一般
3301040105,b,.2,2010,1,,3,,0.5,否,是,1,4,,是,9999.0,.,是,现金,600,,.,一年一付,,3,过年,,,是,一般
3301040106,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
3301040107,a,1,2015,4,,1,,1,否,是,1,4,,是,是,9999,是,现金,800,,.,一年一付,,2,,,,是,较好
3301040108,a,1.8,2020,4,,6,村集体,0,否,否,1,4,,是,是,1,是,现金,1000,,.,一年一付,,2,,,,否,
3301040109,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
3301040110,a,1,2019,5,外面承包种茶叶,6,小企业,2,否,是,1,4,,是,9999.0,.,是,现金,800,,.,一年一付,,2,,,,是,一般
3301040111,a,.,,,,,,,,,,,,,,.,,,,,.,,,,,,,,
