varID,var17_1,var17_2,var17_2a,var17_3,var17_3a,var17_4,var17_4a,var17_4_1,var17_4_1a,var17_4_2,var17_4_2a,var17_5,var17_6,var17_6a,var17_7,var17_7a,var17_7_1,var17_7_1a,var17_8,var17_9,var17_9a,var17_10,var17_10a,var17_10_1,var17_10_1a,var17_11,var17_12,var17_13,var17_13a,var17_13b,var17_14,var17_14a,var17_14b,var17_15,var17_16,var17_17,var17_18,var17_19,var17_20,var17_21_1a,var17_21_1,var17_21_2,var17_22,var17_23,var17_24,var17_25,var17_26,var17_27,var17_28,var17_29,var17_30,var17_31,var17_32_1,var17_32_2,var17_33,var17_33a,var17_34,var17_34a,var17_35,var17_35a,var17_36,var17_36a,var17_37,var17_37a,var17_38,var17_38a
6101020202,1900,a21,1900,,0,,0,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,60000,0,0,0,0,0,,0,1000,1000,0,0,0,0,0,9999,0,0,0,62800,差不多,有所增加,,差不多,,有所减少,,差不多,,中等水平,,比较满意,
6101020203,2500,a22,2500,,,,,,.,,.,0,,,,,,.,2000,苹果,2000,,0,,.,0,0,,,,.,,,30000,0,0,0,0,0,,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,34500,有所减少,差不多,,有所减少,,差不多,,差不多,,中等水平,,比较满意,
6101020204,4000,b18、苹果,4000,,,,,,.,,.,0,,,,,,.,10000,苹果,10000,,,,.,0,0,,,,.,,,0,0,0,0,0,0,,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,14000,差不多,减少较多,,差不多,,差不多,,差不多,,中等水平,,比较满意,
6101020205,21000,,,,,,,,.,,.,16000,山羊,16000,,,,.,15000,苹果,15000,,,,.,0,0,,,,.,,,20000,0,0,0,0,0,,0,991,991,0,0,0,0,0,9999,0,0,0,51991,差不多,差不多,,有所增加,,差不多,,差不多,,中等水平,,一般,
6101020206,0,,,,,,,,.,,.,0,,,,,,.,15000,苹果,15000,,,,.,0,0,,,,.,,,0,0,0,0,0,0,,0,10520,3200,0,0,0,3600,3720,9999,0,0,0,25520,差不多,有所增加,,差不多,,差不多,,差不多,,比较低,,一般,
6101020207,0,,,,,,,,.,,.,0,,,,,,.,0,,,,,,.,0,4000,15,手工零活,4000,.,,,0,0,0,0,0,0,,0,2400,9999,0,0,0,0,2400,0,0,0,0,6400,差不多,差不多,,差不多,,差不多,,差不多,,比较低,,一般,
6101020208,0,,,,,,,,.,,.,0,,,,,,.,10000,苹果,10000,,,,.,0,0,,,,.,,,20000,0,0,0,0,0,,0,1000,1000,0,0,0,0,0,0,0,0,0,31000,差不多,有所减少,,有所减少,,差不多,,有所增加,,中等水平,,一般,
6101020209,10000,a22,8000,a12,1000,a7,1000,,.,,.,20000,生猪,0,山羊,20000,,.,0,,,,,,.,0,0,,,,.,,,60000,0,0,0,0,0,,0,2760,1200,0,0,0,0,1560,0,0,0,0,92760,有所减少,有所增加,,差不多,,差不多,,差不多,,比较低,,比较满意,
6101020210,1500,a22,1000,a12,500,,,,.,,.,0,,,,,,.,3000,苹果,3000,,,,.,0,0,,,,.,,,37200,0,0,0,0,0,,0,2295,995,0,0,0,0,0,1300,0,0,0,43995,有所减少,有所减少,,差不多,,差不多,,差不多,,中等水平,,比较满意,
6101020211,0,,,,,,,,.,,.,134500,肉牛,130000,生猪,4500,,.,0,,,,,,.,0,40000,15,村里卖水,40000,.,,,0,0,0,0,0,0,,0,3575,695,0,0,0,0,0,2880,0,0,0,178075,减少较多,有所增加,,差不多,,差不多,,差不多,,中等水平,,比较满意,
6101020212,0,,,,,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,220000,1500,1500,0,0,0,,0,6000,400,0,0,0,0,3600,2000,0,0,0,227500,差不多,差不多,,差不多,,差不多,,差不多,,比较高,,比较满意,
6101020213,40000,b18、苹果,40000,,,,,,.,,.,0,,,,,,.,6000,,6000,,0,,.,0,0,,,,.,,,100000,0,0,0,0,0,,0,688,0,0,0,0,0,0,0,0,0,0,146688,减少较多,减少较多,,减少较多,,差不多,,差不多,,中等水平,,比较满意,
6101030201,0,,,,,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,20000,0,0,0,0,0,,0,200,200,0,0,0,0,0,9999,0,0,0,20200,有所减少,有所减少,,差不多,,有所减少,,有所增加,,非常低,,非常不满意,
6101030202,1700,a21,1700,,0,,0,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,0,0,0,0,0,0,,0,2400,0,0,0,0,0,2400,0,0,0,0,4100,有所减少,差不多,,有所增加,,差不多,,差不多,,中等水平,,一般,
6101030203,0,,,,,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,0,0,0,0,0,0,,0,4211,811,0,0,0,0,3400,0,0,0,0,4211,有所减少,减少较多,,差不多,,差不多,,差不多,,中等水平,,比较满意,
6101030204,0,,,,,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,96000,0,0,0,0,0,,0,602,602,0,0,0,0,0,0,0,0,0,96602,差不多,差不多,,差不多,,差不多,,差不多,,比较低,,比较不满意,
6101030205,1800,a22,300,a12,1500,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,12000,0,0,0,0,0,,0,7420,720,0,0,0,0,1700,0,0,5000,0,21220,差不多,有所减少,,有所减少,,差不多,,差不多,,比较低,,比较不满意,
6101030206,1500,a7,1500,,,,,,.,,.,3500,d9、驴,3500,,,,.,0,,,,,,.,0,0,,,,.,,,30000,0,0,0,0,0,,0,2403,403,0,0,0,0,0,0,0,2000,0,37403,差不多,差不多,,差不多,,差不多,,差不多,,比较低,,一般,
6101030207,0,,,,,,,,.,,.,10000,肉鸡,10000,,,,.,0,,,,,,.,0,0,,,,.,,,0,0,0,0,0,0,,0,2400,9999,0,0,0,0,2400,0,0,0,0,12400,差不多,差不多,,差不多,,差不多,,差不多,,中等水平,,比较满意,
6101030208,2000,a22,2000,,,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,30000,0,0,0,0,0,,0,1150,150,0,0,0,0,0,1000,0,0,0,31150,有所减少,有所减少,,有所减少,,差不多,,差不多,,比较低,,比较不满意,
6101030209,7000,a22,4000,a12,1000,a13,2000,,.,,.,1000,生猪,1000,,,,.,500,苹果,500,,,,.,0,0,,,,.,,,8000,0,0,0,0,0,,0,2364,924,0,0,0,0,1440,0,0,0,0,18864,有所减少,有所减少,,有所减少,,差不多,,差不多,,中等水平,,一般,
6101030210,4000,a22,2000,a12,1000,a13,1000,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,0,.,,0,40000,0,0,0,0,0,,0,1520,1520,0,0,0,0,0,0,0,0,0,47320,有所增加,差不多,,差不多,,差不多,,差不多,,比较低,,一般,
6101030211,700,a13,0,a5,700,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,0,0,0,0,0,0,,0,5228,668,0,0,0,0,3600,0,960,0,0,5928,有所减少,有所减少,,差不多,,差不多,,差不多,,非常低,,非常满意,
6101030212,2500,a22,2500,,,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,0,0,0,0,0,0,,0,1970,370,0,0,0,0,0,1600,0,0,0,4470,差不多,差不多,,差不多,,差不多,,差不多,,中等水平,,非常满意,
6101030213,0,,,,,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,34000,0,0,0,0,0,,0,1270,630,0,0,0,0,0,640,0,0,0,35270,有所减少,差不多,,有所增加,,差不多,,差不多,,中等水平,,比较不满意,
6101030101,0,,,,,,,,.,,.,2000,生猪,2000,,0,,.,0,,,,,,.,0,100000,10,,100000,.,,0,0,0,0,0,0,0,,0,0,9999,0,0,0,0,0,9999,0,0,0,105000,差不多,差不多,,有所增加,,差不多,,差不多,,中等水平,,比较满意,
6101030102,0,,,,,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,20000,0,0,0,0,0,,0,1000,9999,0,0,0,0,0,9999,0,1000,0,21000,有所增加,差不多,,有所减少,,差不多,,有所减少,,比较低,,比较不满意,
6101030103,0,,,,,,,,.,,.,2500,d6,2500,,,,.,0,,,,,,.,0,0,,,,.,,,30000,0,0,0,0,0,,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,32500,有所减少,差不多,,减少较多,,差不多,,差不多,,中等水平,,一般,
6101030104,0,,,,,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,40000,0,0,0,0,0,,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,40000,差不多,差不多,,差不多,,差不多,,差不多,,比较低,,比较不满意,
6101030105,0,,,,,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,50000,,1600,0,0,0,,0,1000,9999,0,9999,0,0,0,9999,0,1000,0,52600,差不多,差不多,,差不多,,差不多,,差不多,,非常低,,比较不满意,
6101030106,0,,,,,,,,.,,.,2000,d6、猪,1500,d7、鸡,500,,.,0,,,,,,.,0,0,,,,.,,,0,0,0,0,0,0,,0,1500,1000,500,0,0,0,8888,0,0,0,0,3500,有所增加,有所增加,,差不多,,差不多,,差不多,,比较低,,一般,
6101030107,0,,,,,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,60000,0,0,0,0,0,,0,9999,9999,0,0,0,0,0,0,0,0,0,60000,有所减少,差不多,,有所减少,,差不多,,差不多,,中等水平,,一般,
6101030108,0,,,,,,,,.,,.,60000,生猪,60000,,,,.,0,,,,,,.,0,0,,,,.,,,0,800,800,0,0,0,,0,9999,9999,0,0,0,0,0,0,0,0,0,60800,有所增加,有所增加,,差不多,,差不多,,差不多,,比较高,,比较不满意,
6101030109,2700,a22,0,a12,2000,a13,700,,.,,.,0,,,,,,.,70000,松树苗,70000,,,,.,0,0,,,,.,,,0,5900,5900,0,0,0,,0,2400,9999,0,0,0,0,2400,0,0,0,0,81000,有所增加,差不多,,差不多,,差不多,,差不多,,中等水平,,比较满意,
6101030110,2000,a22,1000,a12,1000,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,96000,1280,1280,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,99280,差不多,差不多,,差不多,,差不多,,差不多,,比较低,,非常不满意,
6101030111,0,,,,,,,,.,,.,3000,生猪,3000,,,,.,0,,,,,,.,0,40000,11,,40000,.,,,60000,0,0,0,0,0,,0,320,320,0,0,0,0,0,0,0,0,0,103320,有所减少,有所减少,,有所减少,,差不多,,9999.0,,中等水平,,一般,
6101030112,0,a22,0,,,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,39000,0,0,0,0,0,,0,240,240,0,0,0,0,0,0,0,0,0,39240,有所减少,有所减少,,差不多,,差不多,,差不多,,比较高,,一般,
6101010101,35000,a21,7000,a12,0,a6,500,,.,,.,27500,猪,27500,,0,,.,0,苹果,0,,0,,.,0,0,,,,.,,,3000,0,0,0,0,0,,0,400,400,0,0,0,0,0,9999,0,0,0,38400,有所减少,有所减少,,有所减少,,差不多,,有所减少,,中等水平,,比较不满意,
6101010102,6000,a2,6000,,0,,0,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,16000,0,0,0,0,0,,0,700,700,0,0,0,0,0,0,0,0,0,22700,减少较多,差不多,,有所减少,,差不多,,减少较多,,比较低,,比较不满意,
6101010103,2000,a12,2000,,,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,30000,400,0,0,0,400,,0,1974,1974,0,0,0,0,0,0,0,0,0,34374,差不多,差不多,,差不多,,差不多,,差不多,,中等水平,,一般,
6101010104,0,,,,,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,40000,0,0,0,0,0,,0,860,860,0,0,0,0,0,0,0,0,0,40860,减少较多,差不多,,减少较多,,差不多,,差不多,,中等水平,,比较满意,
6101010105,0,,,,,,,,.,,.,0,,,,,,.,,,,,,,.,0,0,,,,.,,,0,0,0,0,0,0,,0,14810,400,0,0,0,0,1910,500,0,12000,0,14810,差不多,差不多,,差不多,,差不多,,差不多,,中等水平,,一般,
6101010106,0,,,,,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,50000,0,0,0,0,0,,0,3200,0,0,0,0,0,0,1200,0,2000,0,53200,有所减少,差不多,,有所减少,,差不多,,差不多,,中等水平,,比较满意,
6101010107,1000,a5,500,a7,500,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,20000,0,0,0,0,0,,0,240,240,0,0,0,0,0,0,0,0,0,21240,有所增加,有所增加,,有所减少,,差不多,,差不多,,中等水平,,比较不满意,
6101010108,3000,a2,2500,a12,500,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,80000,0,0,0,0,0,,0,800,500,0,0,300,0,0,0,0,0,0,85800,差不多,差不多,,有所减少,,差不多,,差不多,,中等水平,,比较满意,
6101010109,3750,a22,2000,a5,750,a12,1000,,.,,.,0,,,,,,.,0,,,,,,.,0,30000,11,,30000,.,,,10000,0,0,0,0,0,,0,700,700,0,0,0,0,0,0,0,0,0,44450,有所减少,差不多,,差不多,,差不多,,差不多,,中等水平,,一般,
6101010110,2400,a12,1600,a22,800,,,,.,,.,5000,肉鸡,2000,生猪,3000,,.,0,,,,,,.,0,45000,10,,45000,.,,,3000,0,0,0,0,0,,0,740,740,0,0,0,0,0,0,0,0,0,56240,有所减少,差不多,,差不多,,差不多,,差不多,,中等水平,,比较不满意,
6101010111,1500,b18、葫芦,1000,a22,500,,,,.,,.,0,,,,,,.,9000,苹果,9000,,,,.,0,0,,,,.,,,0,0,0,0,0,0,,0,4000,800,0,0,0,0,1200,2000,0,0,0,14500,减少较多,减少较多,,差不多,,差不多,,差不多,,非常低,,非常不满意,
6101010112,23400,a22,20000,a12,1200,c27,2200,,.,,.,0,,,,,,.,15000,苹果,15000,,,,.,0,0,,,,.,,,22000,0,0,0,0,0,,0,4800,1800,0,0,0,0,3000,0,0,0,0,65200,有所增加,差不多,,差不多,,差不多,,差不多,,比较高,,非常满意,
6101010201,1700,a22,1700,,0,,0,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,33000,0,0,0,0,0,,0,480,9999,0,0,0,0,0,480,0,0,0,35180,差不多,有所减少,,差不多,,差不多,,有所增加,,比较低,,非常不满意,
6101010202,4000,a22,4000,,0,,0,,.,,.,2000,羊,2000,,0,,.,0,,,,,,.,0,0,,,,.,,,2400,0,0,0,0,0,,0,2000,1000,0,0,0,0,0,1000,0,0,0,10400,有所增加,有所增加,,差不多,,差不多,,有所增加,,非常低,,非常不满意,
6101010203,0,,,,,,,,.,,.,0,,,,,,.,0,,,,,,.,,0,,,,.,,,30000,0,,.,.,,,.,0,0,0,0,0,0,0,0,0,0,0,30000,有所增加,差不多,,有所增加,,差不多,,差不多,,比较低,,非常不满意,
6101010204,0,,,,,,,,.,,.,0,,,,,,.,,,,,,,.,0,0,,,,.,,,30000,0,0,0,0,0,,0,1400,0,0,0,0,0,0,0,0,0,0,31400,差不多,差不多,,差不多,,差不多,,差不多,,中等水平,,一般,
6101010205,5600,a22,2000,a12,3600,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,20000,0,0,0,0,0,,0,2926.5,1976.5,0,0,0,0,0,1000,0,0,0,28576.5,有所减少,差不多,,差不多,,差不多,,差不多,,非常低,,非常不满意,
6101010206,0,,,,,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,0,0,0,0,0,0,,0,12140.5,2740.5,0,0,0,0,0,1400,0,8000,0,12140.5,差不多,差不多,,差不多,,差不多,,差不多,,中等水平,,一般,
6101010207,0,,,,,,,,.,,.,0,,,,,,.,0,,,,0,,.,,0,,,,.,,,10000,0,0,0,0,0,,0,0,9999,9999,9999,9999,9999,9999,9999,9999,0,0,10000,有所减少,差不多,,有所减少,,差不多,,差不多,,比较低,,一般,
6101010208,1600,a7,1600,,,,0,,.,,.,,,,,,,.,0,,,,,,.,0,0,,,,.,,,27000,0,0,0,0,0,,0,9999,9999,0,0,0,0,0,0,0,0,0,28600,有所增加,有所减少,,有所增加,,差不多,,差不多,,比较低,,比较不满意,
6101010209,17600,a22,10000,a12,7000,a13,600,,.,,.,1100,肉鸡,100,生猪,1000,,.,4500,苹果,4500,,,,.,0,0,,,0,.,,0,2500,,1800,0,0,0,,0,700,700,0,0,0,0,0,0,0,0,0,28200,有所减少,有所减少,,差不多,,差不多,,差不多,,中等水平,,比较满意,
6101010210,1200,a22,800,a12,400,,,,.,,.,3000,生猪,3000,,,,.,0,,0,,0,,.,0,0,,,,.,,,36000,,1650,0,0,0,,0,700,700,0,0,0,0,0,0,0,0,0,42550,差不多,差不多,,差不多,,差不多,,差不多,,比较低,,一般,
6101010211,0,,,,,,,,.,,.,0,,,,,,.,0,苹果,0,,,,.,0,0,,,,.,,,17000,10080,10080,0,0,0,,0,11290,4130,0,0,0,0,0,2160,0,5000,0,38370,差不多,差不多,,差不多,,差不多,,差不多,,中等水平,,比较满意,
6101010212,0,,,,,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,20000,6000,6000,0,0,0,,0,2400,0,0,0,0,0,0,0,0,0,0,28400,有所减少,差不多,,有所减少,,差不多,,差不多,,中等水平,,一般,
6101020101,25000,a22,25000,,0,,0,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,36000,0,0,0,0,0,,0,4400,2300,0,0,0,0,0,2100,0,0,0,65400,有所增加,有所增加,,差不多,,有所减少,,有所增加,,中等水平,,一般,
6101020102,0,,,,,,,,.,,.,0,,,,,,.,0,,,,,,.,0,20000,13,,20000,.,,0,3000,0,0,0,0,0,,0,680,320,0,0,0,0,0,360,0,0,0,20320,有所增加,有所增加,,有所增加,,差不多,,差不多,,中等水平,,比较满意,
6101020103,2500,a22,2500,,,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,140000,15000,0,0,0,15000,,0,774,774,0,0,0,0,0,0,0,0,0,158274,有所增加,有所增加,,差不多,,差不多,,差不多,,比较高,,非常满意,
6101020104,4000,a21,4000,,,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,130000,500,0,0,0,500,,0,3200,0,0,0,0,0,0,0,0,0,0,137700,差不多,有所增加,,差不多,,差不多,,差不多,,中等水平,,比较满意,
6101020105,0,,,,,,,,.,,.,0,,,,,,.,10000,b18、苹果,10000,,,,.,0,0,,,,.,,,5200,0,0,0,0,0,,0,36843,1843,0,0,0,0,0,35000,9999,0,0,52043,有所增加,有所增加,,差不多,,差不多,,差不多,,比较高,,比较满意,
6101020106,0,,,,,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,5000,0,0,0,0,0,,0,3168.84,768.84,0,0,0,0,0,2400,0,0,0,8168.84,差不多,差不多,,差不多,,差不多,,差不多,,中等水平,,一般,
6101020107,2000,a7,1000,a22,1000,,,,.,,.,6000,山羊,3000,猪,3000,,.,1000,苹果,1000,,,,.,0,0,,,,.,,,5000,0,0,0,0,0,,0,9999,1500,0,9999,9999,0,0,0,9999,0,0,15500,有所增加,有所增加,,有所减少,,差不多,,差不多,,中等水平,,比较不满意,
6101020108,0,,,,,,,,.,,.,0,,,,,,.,0,,,,,,.,0,,,,,.,,,4000,6000,2000,0,0,0,产车(装载机)产业,60000,9999,9999,0,0,0,0,0,0,0,0,0,66000,有所增加,差不多,,差不多,,差不多,,有所增加,,中等水平,,比较不满意,
6101020109,6000,a22,5000,a12,1000,,,,.,,.,3000,d6,3000,,,,.,1000,苹果,1000,,,,.,0,0,,,,.,,,100000,0,0,0,0,0,,0,1300,700,0,0,600,0,0,0,0,0,0,111300,差不多,差不多,,差不多,,差不多,,差不多,,中等水平,,比较满意,
6101020110,2400,a22,2000,a13,200,a12,200,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,13500,0,0,0,0,0,,0,2200,700,0,0,0,0,1500,0,0,0,0,18100,有所增加,有所增加,,差不多,,差不多,,差不多,,比较低,,一般,
6101020111,1000,c35、香菇,1000,,,,,,.,,.,0,,,,,,.,12000,苹果,12000,,,,.,0,0,,,,.,,,0,3529.5,3529.5,0,0,0,,0,2040,1240,0,0,0,0,0,800,0,0,0,18569.5,有所增加,有所增加,,9999.0,,差不多,,9999.0,,中等水平,,一般,
6101020112,0,a22,0,a12,0,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,280000,6000,1200,0,4800,0,,0,3230,480,0,0,0,0,0,2750,0,0,0,289230,差不多,差不多,,差不多,,有所减少,,差不多,,中等水平,,比较满意,
6105010201,20000,a1,9000,a21,11000,,0,,.,,.,0,,,,,,.,0,,,,,,.,0,40000,5,,40000,.,,0,50000,0,0,0,0,0,,0,1100,1100,0,0,0,0,0,9999,0,0,0,111000,有所减少,差不多,,差不多,,有所增加,,差不多,,比较高,,比较满意,
6105010202,4900,a21,2400,a1,2500,,0,,.,,.,0,,,,,,.,40000,苹果,40000,,0,,.,0,0,,,,.,,,0,0,0,0,0,0,,0,1300,1300,0,0,0,0,0,9999,0,0,0,46200,有所增加,有所增加,,差不多,,差不多,,有所增加,,中等水平,,一般,
6105010203,0,a1,9999,a21,9999,,0,,.,,.,0,,,,,,.,8000,苹果,8000,,0,,.,0,0,,,,.,,,50000,0,0,0,0,0,,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,58000,差不多,差不多,,差不多,,差不多,,差不多,,中等水平,,比较满意,
6105010204,0,,,,,,,,.,,.,0,,,,,,.,20000,苹果,10000,梨,10000,,.,0,0,,,,.,,,200000,0,,.,.,,,.,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,220000,有所减少,差不多,,减少较多,,差不多,,差不多,,中等水平,,非常满意,
6105010205,1500,a1,800,a21,700,,,,.,,.,0,,,,,,.,40000,苹果,40000,,,,.,0,0,,,,.,,,200000,0,0,0,0,0,,0,11110,1110,0,0,0,0,9999,90000,0,10000,0,252610,差不多,差不多,,差不多,,差不多,,差不多,,比较高,,比较满意,
6105010206,7500,a1,5000,a21,2500,,,,.,,.,0,,,,,,.,7000,苹果,7000,,,,.,0,0,,,,.,,,35000,0,0,0,0,0,,0,15456,736,0,0,0,0,9720,0,0,5000,0,64956,差不多,差不多,,差不多,,差不多,,差不多,,比较高,,比较满意,
6105010207,13500,a1,6000,a21,7500,,,,.,,.,0,,,,,,.,3000,苹果,3000,,,,.,0,0,,,,.,,,0,0,0,0,0,0,,0,1260,460,0,0,0,0,0,0,800,0,0,17760,有所减少,有所减少,,差不多,,差不多,,差不多,,中等水平,,比较满意,
6105010208,4000,a1,2000,a21,2000,,,,.,,.,0,,,,,,.,20000,苹果,20000,,,,.,0,35000,10,,35000,.,,,0,0,0,0,0,0,,0,1200,9999,0,0,0,0,1200,0,9999,0,0,40200,有所减少,差不多,,有所减少,,差不多,,差不多,,比较高,,比较满意,
6105010209,7500,a21,4500,a1,3000,,,,.,,.,0,,,,,,.,12000,苹果,12000,,,,.,0,0,,,,.,,,5000,0,0,0,0,0,,0,1520,800,0,0,0,0,0,0,720,0,0,26020,有所增加,有所增加,,有所增加,,差不多,,差不多,,比较高,,非常满意,
6105010210,8800,a21,4000,a1,4800,,,,.,,.,0,,,,,,.,20000,苹果,15000,梨,5000,,.,0,0,,,,.,,,45000,0,0,0,0,0,,0,500,500,0,0,0,0,0,0,0,0,0,74300,有所增加,有所增加,,差不多,,差不多,,差不多,,中等水平,,比较满意,
6105010211,45000,a1,25000,a21,20000,,,,.,,.,0,,,,,,.,0,,,,,,.,0,30000,5,,30000,.,,,80000,0,0,0,0,0,,0,1200,1200,0,0,0,0,0,0,0,0,0,156200,增加较多,增加较多,,差不多,,差不多,,差不多,,比较高,,非常满意,
6105010212,40000,a1,10000,a21,30000,,,,.,,.,0,,,,,,.,2000,苹果,2000,,,,.,0,40000,,,40000,.,,,180000,0,0,0,0,0,,0,487.5,487.5,0,0,0,0,0,0,0,0,0,262487.5,差不多,差不多,,有所减少,,差不多,,差不多,,中等水平,,比较满意,
6105010101,22000,a22,10000,a1,12000,,0,,.,,.,0,,,,,,.,0,苹果,0,,,,.,,35000,9,,35000,.,,0,0,0,0,0,0,0,,0,720,720,0,0,0,0,0,9999,0,0,0,57720,有所增加,有所增加,,差不多,,差不多,,有所增加,,比较高,,一般,
6105010102,1200,a22,1200,a1,0,,0,,.,,.,0,,,,,,.,100,苹果,100,,0,,.,0,0,,,,.,,,0,4850,4850,0,0,0,,0,4432,840,0,0,0,2592,0,9999,0,1000,0,10482,有所增加,差不多,,有所增加,,差不多,,差不多,,中等水平,,比较满意,
6105010103,17000,a1,8000,a22,9000,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,9999,0,0,0,0,0,,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,17000,有所增加,有所增加,,差不多,,差不多,,差不多,,中等水平,,比较满意,
6105010104,2400,a1,2400,,,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,9999,0,,.,.,,,.,2592,9999,9999,9999,9999,9999,2592,9999,9999,9999,9999,4992,差不多,差不多,,差不多,,差不多,,差不多,,中等水平,,比较满意,
6105010105,8000,a1,5000,a2,3000,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,60000,,0,0,0,0,,10000,5863,863,0,9999,0,0,0,0,0,5000,0,73863,有所减少,差不多,,有所减少,,差不多,,差不多,,中等水平,,比较满意,
6105010106,1900,a1,800,a21,1100,,,,.,,.,0,,,,,,.,800,苹果,800,,,,.,0,0,,,,.,,,0,3000,3000,0,0,0,,0,3750,750,0,0,0,0,0,0,0,3000,0,9450,有所减少,有所减少,,差不多,,差不多,,差不多,,比较低,,一般,
6105010107,4000,a1,4000,,,,,,.,,.,70000,肉牛,70000,,,,.,0,,,,,,.,0,0,,,,.,,,0,0,0,0,0,0,,0,0,9999,0,0,0,0,0,0,9999,0,0,74000,有所减少,有所减少,,差不多,,差不多,,差不多,,比较高,,比较满意,
6105010108,12000,a1,6000,a21,6000,,,,.,,.,0,,,,,,.,5000,苹果,5000,,,,.,0,0,,,,.,,,0,0,0,0,0,0,,0,850,850,0,0,0,0,0,0,0,0,0,17850,有所减少,有所减少,,差不多,,差不多,,差不多,,中等水平,,比较不满意,
6105010109,5400,a21,1200,a1,4200,,,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,3500,0,0,0,0,0,,0,3832,1000,0,0,0,2832,0,0,0,0,0,12732,差不多,差不多,,差不多,,差不多,,差不多,,比较低,,比较满意,
6105010110,9500,a21,7500,a1,2000,,,,.,,.,0,,,,,,.,19200,桃子,4200,葡萄,15000,,.,0,0,,,,.,,,10000,2000,2000,0,0,0,,0,3592,1000,0,0,0,0,2592,0,0,0,0,44292,有所减少,有所减少,,差不多,,差不多,,差不多,,比较低,,一般,
6105010111,8400,a1,4800,a21,3600,,,,.,,.,0,,,,,,.,,核桃,9999,,,,.,,0,,,,.,,,60000,160,160,0,0,0,,0,5358,1218,0,0,0,0,2640,0,0,1500,0,73918,有所减少,有所减少,,差不多,,差不多,,差不多,,中等水平,,非常满意,
6105010112,11000,a1,5000,a21,5000,b13,1000,,.,,.,0,,,,,,.,0,,,,,,.,0,0,,,,.,,,140000,0,0,0,0,0,,0,3666.2,1026.2,0,0,0,0,2640,0,0,0,0,154666.2,有所增加,有所增加,,差不多,,差不多,,差不多,,中等水平,,非常满意,
6105020101,2000,a1,2000,,0,,0,,.,,.,0,,,,,,.,0,,,,,,.,0,40000,5,,20000,5,,20000,80000,0,0,0,0,0,,0,2596,9999,0,0,0,0,2596,0,0,0,0,124596,有所减少,差不多,,有所减少,,差不多,,有所减少,,比较高,,一般,
