varID,var9_1,var9_1a,var9_2,var9_2a,var9_3,var9_4,var9_5,var9_6,var9_7,var9_8,var9_9,var9_10,var9_11,var9_11a,var9_12,var9_13,var9_14,var9_15,var9_16,var9_17,var9_18,var9_18a,var9_19,var9_19a,var9_20a,var9_20b,var9_21,var9_22,var9_23,var9_24,var9_25,var9_26,var9_26a,var9_27,var9_27a,var9_28,var9_28a,var9_29,var9_30,var9_31,var9_32,var9_32a,var9_33,var9_33a,var9_34,var9_35,var9_36,var9_37,var9_38,var9_39,var9_40,var9_40a,var9_41,var9_42,var9_43,var9_44,var9_44a,var9_45,var9_46,var9_47,var9_48,var9_49,var9_50
3702020113,1,,10,不适合,9999,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,2,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,0,0,0
3705010201,1,,1,,5,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.2,0.6,0
3705010202,10,不买,8,,20,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,1,0,8,.2,10,30
3705010203,1,,6,,5,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,.2,0,0,10,0,0
3705010204,1,,1,,5,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,1,5,0
3705010205,10,不买,1,,5,是,9999,9999,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,2005,6,2,2,5,24,24,1,,2,,,,2,3,0,8,,2,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.3,10,0
3705010206,10,无,6,,10,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,2018,8,40,40,9999,24,24,9999,,1,,,,,9999,0,10,买轿车,2,,.,.,.,.,.,,,,.,.,.,,,0,0,0,1,5,13
3705010207,6,,6,,3,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,2014,9,8,8,1.25,12,12,9999,,3,,10,,,5,.,10,车,2,,.,.,.,.,.,,,,.,.,.,,,2,0,1.3,0,0.2,0
3705010208,10,不买,1,,0,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,15,.4,2,0
3705010209,1,,1,,0,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.2,1,0
3705010210,1,,6,,5,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,3,0,0,.03,0,5
3705010211,1,,1,,5,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.01,1,0
3705010212,1,,1,,5,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.5,1,0
3705010101,1,,1,,2,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.05,1,0
3705010102,1,,1,,2,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,1.2,0,0
3705010103,1,,1,,4,不知道,,,生活方面有过,.6,9999,.,1,,偶尔,从未,从未,从未,否,,4,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.6,.6,0,0,9999,1,,,.,7,0,8,,0,3,0,.02,0.6,0
3705010104,2,,1,,5,不知道,,,都没有过,.,.,.,,,偶尔,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.03,2,0
3705010105,1,,1,,1,不知道,,,生活方面有过,1.4,1,.,1,,从未,从未,从未,从未,否,,1,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,1.4,1.4,0,0,12,1,5,无,0,0,0,8,,0,.2,0,.03,0,0
3705010106,1,,1,,0,否,,,生活方面有过,.4,.5,9999,1,,偶尔,从未,从未,从未,否,,1,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.4,.4,0,9999,12,1,1,,0,1,0,9,,0,0,0,.2,0.2,0
3705010107,1,,1,,3,否,,,生活方面有过,.2,2,0,1,,偶尔,偶尔,从未,从未,否,,5,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,1.5,1.5,0,0,12,2,1,,.,0,0,8,,0,1.5,0,0,0,0
3705010108,,,1,,3,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.05,2,0
3705010109,,,1,,0,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.01,3,0
3705010110,1,,1,,3,不知道,,,生活方面有过,1,2,9999,1,,偶尔,从未,从未,从未,否,,1,,,,2000,4,2,2,9999,9999,96,1,,1,,,,,15,0,10,养殖业,2,,2,2,0,0,24,1,1,,0,1,0,8,,0,2,0,.4,0,0
3705010111,1,,1,,0,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,1,7,0
3705010112,1,,1,,5,否,,,都没有过,.,.,.,1,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,9999,0.6,0
3702020201,1,,1,,2,不知道,,,都没有过,.,.,.,,,偶尔,从未,从未,从未,否,,1,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,30,2,0,0,9999,1,5,无,0,0,0,10,订婚,0,2,0,.1,0,0
3702020202,1,,1,,5,不知道,,,生活方面有过,1,1,0,1,,偶尔,偶尔,从未,从未,否,,1,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,1,10,12,5,12,1,5,无,0,0,0,8,,0,1,0,.1,0.8,0
3702020203,1,,1,,2,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.2,2,0
3702020204,1,,1,,2,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.5,1,0
3702020205,1,,1,,3,不知道,,,都没有过,.,.,.,,,从未,偶尔,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.02,0,0
3702020206,1,,1,,0,否,,,都没有过,.,.,.,,,偶尔,偶尔,偶尔,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.3,8888,0
3702020207,1,,1,,2,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,0,2,0
3702020208,10,不买,1,,0,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,9999,9999,0
3702020209,1,,1,,2,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,0,1,0
3702020210,2,,8,,2,是,3,1,都没有过,.,.,.,,,从未,从未,从未,从未,否,,1,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,1,1,0,.,6,2,1,,.,1,0,1,,0,1,0,1,10,0
3702020211,2,,2,,5,不知道,,,生产经营方面有过,10,3,10,2,,从未,从未,从未,从未,否,,1,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,5,0,5,7,36,2,1,,.,.,0,6,,.6,3,0,.1,4,0
3702020212,1,,1,,2,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,2,2,0,0,24,1,1,,0,3,0,9,,0,3,0,.3,10,0
3706010101,1,,1,,2,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.2,30,0
3706010102,2,,2,,3,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.1,5,0
3706010103,2,,2,,10,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,2015,6,20,20,5.8,360,360,1,,3,,10,,,7,0,9,,2,,.,.,.,.,.,,,,.,.,.,,,0,18,0,.2,6,0
3706010104,2,,2,,5,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,1,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,3,3,0,0,12,1,5,无,.,3,0,8,,0,0,0,.5,10,0
3706010105,2,,2,,10,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.3,20,0
3706010106,2,,2,,5,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,1,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.3,10,0
3706010107,1,,1,,2,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.1,1,0
3706010108,1,,1,,0,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.1,2,0
3706010109,2,,2,,5,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.3,8,0
3706010110,1,,1,,2,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.1,3,0
3706010111,2,,2,,10,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.1,5,0
3706010112,2,,2,,5,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.1,15,0
3701020101,1,,1,,1,不知道,,,都没有过,.,.,.,,,偶尔,从未,从未,从未,否,,1,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,3,3,0,0,12,2,5,无担保,.,2,0,8,,0,7,0,.3,0,0
3701020102,1,,1,,1,不知道,,,生产经营方面有过,1,1,9999,1,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.35,3,0
3701020103,1,,1,,3,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,0,2,0
3701020104,1,,1,,1,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,2,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.2,2,0
3701020105,1,,1,,5,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,0,10,0
3701020106,1,,1,,2,不知道,,,都没有过,.,.,.,,,偶尔,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,2,3,0
3701020107,1,,1,,10,否,,,都没有过,.,.,.,1,,从未,从未,从未,从未,是,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.2,3,0
3701020108,1,,1,,0,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,0,9999,0
3701020109,2,,2,,6,不知道,,,都没有过,.,.,.,,,从未,从未,偶尔,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,30,0,20,0
3701020110,1,,1,,1,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.5,3,0
3701020111,2,,6,,1,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,.5,0,0,2.5,10,0
3701020112,1,,1,,5,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,3,.5,10,0
4402020201,1,,1,,10,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,.5,.45,2,0
4402020202,2,,6,,10,是,40,2,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,2020,5,20,20,5.77,24,3,1,,1,,,,,30,0,1,,5,,.,.,.,.,.,,,,.,.,.,,,0,0,0,1,300,0
4402020203,2,,2,,10,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,1,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,8,8,0,0,36,1,1,,.,3,0,9,,.5,0,.05,.9,0.9,0
4402020204,2,,3,,9999,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,3,3,0
4402020205,1,,10,无,3,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.3,9999,0
4402020206,1,,6,,20,是,30,1,生产经营方面有过,20,1,.6,1,,从未,从未,经常,从未,是,是,,,,,2019,12,25,25,.43,12,12,2,,2,,,,2,20,0,1,,2,,.,.,.,.,.,,,,.,.,.,,,0,0,.3,7,8,0
4402020207,1,,6,,10,是,100,1,生产经营方面有过,100,1,9999,2,,经常,经常,经常,9999.0,是,是,,,,,2019,2,100,9999,9999,2,2,4,,1,,,,,10,0,7,,3,,.,.,.,.,.,,,,.,.,.,,,0,0,8,.3,10,0
4402020208,1,,1,,9,是,5,1,生产经营方面有过,20,2,7,3,,偶尔,从未,经常,经常,是,是,,,,,2020,1,25,25,7,24,24,2,,1,,,,,30,0,"1,10",购买鱼苗,2,,2,2,0,0,6,1,1,,.,.25,0,10,农业经营周转,7,.5,2,8888,8888,0
4402020209,1,,1,,0,,,,都没有过,.,.,.,,,从未,经常,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.2,1,0
4402020210,1,,1,,3,否,,,都没有过,.,.,.,1,,从未,从未,从未,从未,否,,3,,,,1985,6,.5,.5,2,1,12,1,,2,,,,1,9999,0,7,,2,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.5,1,0
4402020211,1,,6,,4,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,0,1,0
4402020212,2,,6,,6,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,1.5,1.5,0,0,3,2,1,,.,0,0,10,买家用车,0,0,1.3,.05,5,0
4402020213,1,,2,,10,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,.,.,.,5000,11000,.
4404020101,1,,1,,0,不知道,,,生活方面有过,.8,4,0,1,,从未,从未,从未,从未,否,,,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.8,.8,0,0,36,1,1,,.,1,0,8,,0,.02,0,.01,0,0
4404020102,1,,1,,0,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,1,1,0,0,30,2,1,,.,0,0,8,,0,1,0,0,0.3,0
4404020103,1,,1,,0,否,,,生活生产方面都有,5,4,1,3,,从未,从未,从未,从未,否,,3,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.5,.5,0,0,6,1,1,,.,180,30,9,,0,0,0,.1,0.1,0
4404020104,1,,1,,0,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,2,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.1,0.01,0
4404020105,1,,8,,5,否,,,生产经营方面有过,60,.08,0,1,,从未,从未,从未,从未,否,,"1,5",,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,60,60,0,0,1,2,1,,.,0,0,6,,0,0,30,30,10,.
4404020106,2,,2,,10,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,1,1,0
4404020107,1,,2,,3,不知道,,,生产经营方面有过,.5,.,0,2,,从未,从未,从未,从未,否,,3,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,6,0,0,0,0
4404020108,1,,4,,2,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,"3,4,5",,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,2,2,0,0,18,1,1,,.,0,0,8,,9999,0,.1,.9,0.7,.
4404020109,1,,1,,1,否,,,生活方面有过,1,3,9999,1,,从未,从未,从未,从未,是,否,,,抵押物不符合要求,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.5,.5,0,0,12,2,1,,.,0,0,10,治病,0,.5,0,.142,0.080,0
4404020110,1,,1,,0,否,,,生产经营方面有过,.01,.02,0,1,,从未,从未,从未,从未,否,,2,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.03,0,0
4404020111,1,,6,,10,否,,,生活方面有过,2,1,0,1,,从未,从未,从未,从未,否,,,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,6,6,0,0,84,1,1,,.,0,0,9,,0,0,.5,0,0,0
4404020112,2,,1,,3,否,,,生活方面有过,.3,1,0,1,,从未,从未,偶尔,从未,否,,,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.2,.2,0,0,8,1,,,.,1,0,8,,.9,1.3,0,.4,0.4,0
4404020201,1,,1,,10,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,2,,,,1987,8,80,80,9999,12,12,8,湛江农业银行,1,,,,,30,0,2,,2,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.1,0,0
4404020202,1,,2,,3,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.2,0.5,0
4404020203,1,,1,,0,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,.,0,0,.4,0,0
4404020204,,,1,,0,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,.,0,1,.4,1.2,0
4404020205,1,,6,,5,否,,,生活方面有过,18,8,0,1,,从未,从未,从未,从未,否,,3,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.7,.7,0,.,10,1,1,,.,1,.,9,,0,18,0,.1,0,0
4404020206,1,,1,,1,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,7,黑名单,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,1.8,0,1.5,0.8,0
4404020207,1,,1,,0,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,3,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.3,0,0
4404020208,1,,1,,3,不知道,,,生活方面有过,.5,2,0,1,,从未,从未,从未,从未,否,,1,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.5,.5,0,0,14,1,1,,.,0,0,8,,0,.5,0,.15,9999,0
4404020209,1,,10,老人无计划,4,,,,都没有过,.,.,.,1,,从未,从未,从未,从未,否,,,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,.,.,.5,9999,0
4404020210,1,,1,,20,是,9999,9999,都没有过,.,.,.,,,从未,从未,从未,从未,否,,1,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.2,0,0
4404020211,1,,1,,4,不知道,,,都没有过,.,.,.,1,,从未,从未,从未,从未,是,,,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.5,1,0
4404020212,1,,10,不适用,0,是,5,2,都没有过,.,.,.,3,,从未,从未,从未,从未,否,,,,,,2018,8,2,2,0,12,12,1,,5,,,,,.,.,8,,2,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.1,0.2,0
4402020101,1,,6,,10,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,0,6,0
4402020102,2,,7,,8,是,5,1,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,100,0,0,30,8888,0
4402020103,1,,1,,2,否,,,都没有过,.,.,.,1,,从未,偶尔,偶尔,偶尔,否,,3,,,,2010,6,1,1,1.5,12,12,1,,3,,10,,,7,0,7,,2,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.15,10,0
4402020104,1,,6,,5,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,1,.1,2,0
4402020105,1,,2,,15,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.2,6,0
4402020106,1,,1,,1,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,1991,6,1,1,9999,12,12,1,,3,,10,,,30,0,10,鱼塘,4,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.5,0,0
4402020107,2,,8,,5,不知道,,,都没有过,.,9999,9999,1,,从未,从未,从未,从未,否,,,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.2,9999,0
4402020108,1,,1,,0,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.2,0,0
4402020109,2,,2,,0,不知道,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.,,.
4402020110,1,,1,,6,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,1,1,0
4402020111,1,,1,,2,不知道,,,都没有过,.,.,.,3,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,.1,3,0,0
4402020112,,,1,,4,否,,,都没有过,.,.,.,,,,偶尔,,,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,9999,1.5,0,12,1.3,0
4402010201,1,,7,,4,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,5,5,0,.,36,1,1,,.,0,.,9,,0,0,0,1,1.4,0
4402010202,1,,1,,0,否,,,都没有过,.,.,.,1,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.25,0,0
4402010203,1,,2,,3,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.2,5,0
4402010204,1,,1,,2,否,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.12,1,0
4402010205,1,,10,无 家里1个人无需求,0,,,,都没有过,.,.,.,,,从未,从未,从未,从未,否,,0,,,,.,.,.,.,.,.,.,,,,,,,,.,.,,,,,.,.,.,.,.,,,,.,.,.,,,0,0,0,.1,0.3,0
