varID,var8_1,var8_1a,var8_2,var8_3,var8_4,var8_5,var8_6,var8_6a,var8_7,var8_8,var8_8a,var8_9,var8_10,var8_10a,var8_11,var8_12,var8_13,var8_14,var8_14a,var8_15,var8_16,var8_16a,var8_17,var8_18,var8_19,var8_20,var8_20a,var8_21,var8_22,var8_23,var8_23a,var8_24,var8_25,var8_26,var8_26a,var8_27,var8_27a,var8_28,var8_29,var8_29a,var8_30,var8_31,var8_32
3702020211,1,,2,是,不存在困难,1.5,"6,2",,非常好,10,,都很及时,10,,完全满足,完全可以,否,,,1,3,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3702020212,1,,1,否,,,6,,较差，经常断网,10,,都不够及时,10,,完全不满足,比较困难,否,,,5,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3706010101,1,,4,是,有些困难,1,"6,2",,非常好,"1,4",,都很及时,10,,基本满足,完全可以,否,,,1,3,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3706010102,1,,4,是,有些困难,2,"6,2",,非常好,1,,都很及时,10,,基本满足,完全可以,否,,,1,2,,很少,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3706010103,1,,4,是,不存在困难,4,"6,2",,非常好,"1,3,4",,都很及时,10,,完全满足,完全可以,否,,,1,2,,经常,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3706010104,1,,4,是,有些困难,3,"6,3,2",,非常好,"1,4",,都很及时,10,,基本满足,完全可以,否,,,1,2,,很少,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3706010105,1,,3,是,有些困难,2,"6,2",,非常好,1,,都很及时,1,,基本满足,完全可以,否,,,1,3,,从未,否,,,,,.,,,.,.,,,,,,9999,,否,否,没有产品卖或不适合回答
3706010106,1,,2,是,有些困难,3,"6,2",,非常好,1,,都很及时,1,,基本满足,完全可以,否,,,1,3,,很少,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3706010107,0,,0,否,,,6,,较差，经常断网,1,,都不够及时,1,,完全不满足,比较困难,否,,,1,3,,从未,否,,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3706010108,1,,1,否,,,6,,较差，经常断网,10,,都不够及时,10,,不太满足,比较困难,否,,,1,1,,从未,否,否,,,,.,,,.,.,,,,,,9999,,否,否,没有产品卖或不适合回答
3706010109,1,,3,是,有些困难,2,"6,2,1",,非常好,1,,都很及时,10,,基本满足,有时可以,否,,,1,3,,很少,否,否,,,,.,,,.,.,,,,,,9999,,否,否,没有产品卖或不适合回答
3706010110,1,,1,是,较困难，只用来打电话,0.5,6,,可以，偶尔断网,1,,仅部分及时,1,,一般,比较困难,否,,,1,3,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3706010111,"1,2",,3,是,不存在困难,3,"6,2",,非常好,"1,3",,都很及时,1,,基本满足,完全可以,否,,,1,1,,经常,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3706010112,"1,2",,4,是,有些困难,1,"6,2,1",,非常好,1,,都很及时,10,,基本满足,完全可以,否,,,1,3,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3701020101,1,,2,是,不存在困难,1,"6,1,2",,非常好,"1,3",,都很及时,10,,基本满足,完全可以,否,,,1,3,,经常,否,否,,,,.,,,.,.,,,,,,5,,否,否,是
3701020102,0,,0,否,,,6,,,10,,,10,,完全满足,比较困难,否,,,4,3,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701020103,1,,1,是,较困难，只用来打电话,2,"3,2,1",,非常好,1,,都很及时,10,,完全满足,完全可以,否,,,1,2,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701020104,1,,3,是,有些困难,1,"3,6,2",,非常好,"2,3,4",,都很及时,10,,基本满足,有时可以,否,,,1,2,,经常,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701020105,1,,1,是,较困难，只用来打电话,0.5,"6,2,1",,较差，经常断网,"1,4",,都很及时,10,,完全满足,比较困难,否,,,1,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701020106,1,,4,否,,,6,,可以，偶尔断网,10,,,10,,完全不满足,比较困难,否,,,2,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701020107,"1,3",,4,是,不存在困难,2,6,,非常好,10,,,10,,完全满足,,否,,,2,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
3701020108,0,,0,否,,,6,,,"3,5",,都不够及时,9999,,完全不满足,比较困难,否,,,1,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,是
3701020109,1,,4,是,有些困难,4,"6,3,7",,非常好,"5,1,8",,都很及时,"7,2",,基本满足,有时可以,是,7,,1,1,,有时,否,否,,,,.,,,.,.,,,,,,9999,,否,否,是
3701020110,0,,1,否,,,6,,较差，经常断网,10,,都不够及时,10,,9999.0,比较困难,否,,,9999,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
3701020111,1,,3,是,不存在困难,0.5,6,,非常好,10,,,,,完全满足,完全可以,是,1,,1,2,,有时,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
3701020112,"1,3",,3,是,不存在困难,4,"6,3,1",,非常好,"1,2,6",,都很及时,10,,完全满足,完全可以,是,2,,1,1,,有时,是,否,,,,.,,,.,.,,,,,,6,无,否,否,否
4402020201,1,,1,是,有些困难,1,"3,1,6",,非常好,"1,4,8",,都很及时,9999,,完全满足,有时可以,否,,,9999,3,,从未,否,否,,,,.,,,.,.,,,,,,6,无产品,否,否,没有产品卖或不适合回答
4402020202,"1,3",,4,是,不存在困难,3,"4,3,2",,非常好,"1,5,6",,都很及时,,,完全满足,完全可以,否,,,4,2,,从未,是,否,,,,.,,,.,.,,,,,,5,,否,否,否
4402020203,"1,3",,3,是,不存在困难,1.5,"3,2,6",,较差，经常断网,"1,2",,仅部分及时,"1,2",,完全满足,完全可以,否,,,4,3,,从未,否,,,,,.,,,.,.,,,,,,,,,,
4402020204,1,,2,是,不存在困难,3,"1,2,3",,非常好,1,,都很及时,"7,8",,基本满足,完全可以,是,2,,2,2,,有时,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4402020205,"1,3",,2,否,,,6,,,,,,,,,,,,,,,,,,,,,,.,,,.,.,,,,,,,,,,
4402020206,1,,3,是,有些困难,1,"2,1,6",,可以，偶尔断网,"3,1,8",,都很及时,"6,5",,基本满足,有时可以,否,,,4,5,上门告知,从未,否,否,,,,.,,,.,.,,,,,,5,,是,否,是
4402020207,1,,6,是,较困难，只用来打电话,3,"3,6,2",,可以，偶尔断网,"2,1",,仅部分及时,2,,基本满足,有时可以,否,,,2,3,,从未,否,是,3,成品,2,2017,8,,0,9999,2,,2,,否,,,,否,是
4402020208,"4,1,3",,2,是,不存在困难,2,"1,2,3",,非常好,"1,2,4,3",,都很及时,"3,5,6",,基本满足,完全可以,否,,,4,4,,从未,否,否,,,,.,,,.,.,,,,,,5,,是,否,没有产品卖或不适合回答
4402020209,1,,3,是,有些困难,0.5,"3,6,2",,较差，经常断网,2,,仅部分及时,9,不通过手机获取信息,完全不满足,比较困难,否,,,5,5,到家通知,从未,否,否,,,,.,,,.,.,,,,,,6,无,否,否,否
4402020210,1,,2,否,,,7,用固话,,,,,,,,,,,,5,3,,从未,否,否,,,,.,,,.,.,,,,,,6、无销售,,,否,否
4402020211,0,,0,否,,,6,,可以，偶尔断网,1,,都很及时,10,,完全满足,有时可以,否,,,1,3,,从未,否,,,,,.,,,.,.,,,,,,,,,否,否
4402020212,"1,3",,3,是,有些困难,1.5,"2,6,1",,非常好,"1,3,8",,都很及时,"7,8",,基本满足,完全可以,否,,,1,3,,从未,否,,,,,.,,,.,.,,,,,,,,,否,是
4402020213,"1,2,3",,5,是,不存在困难,8,"2,6,3",,非常好,"1,2,4",,都很及时,10,,,完全可以,否,,,4,3,,有时,否,是,3,二手车,1,2008,9,58同城,1,30,5,维修,,,是,1,,是,否,是
4404020101,0,,0,否,,,6,,较差，经常断网,,,,,,,,,,,4,3,,从未,否,否,,,,.,,,.,.,,,,,,6,散卖,否,否,否
4404020102,1,,3,是,不存在困难,1,"2,6,1",,非常好,"3,8",,都很及时,8,,完全满足,完全可以,否,,,1,2,,很少,否,否,,,,.,,,.,.,,,,,,6,无出销,否,否,没有产品卖或不适合回答
4404020103,1,,5,是,有些困难,0.5,"6,1,3",,可以，偶尔断网,1,,都不够及时,1,,一般,比较困难,否,,,4,3,,从未,否,否,,,,.,,,.,.,,,,,,6,无销售,,否,是
4404020104,0,,0,否,,,7,只接打电话,可以，偶尔断网,,,,,,,,,,,5,3,,从未,否,否,,,,.,,,.,.,,,,,,6,无销售,否,否,否
4404020105,"1,2,3",,7,是,不存在困难,2,"6,1,2",,非常好,"1,3",,都很及时,10,,完全满足,完全可以,否,,,1,2,,经常,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4404020106,1,,6,是,不存在困难,1,"2,6",,非常好,"1,3",,都很及时,10,,完全满足,完全可以,是,2,,1,2,,经常,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4404020107,1,,4,否,,,6,,可以，偶尔断网,3,,仅部分及时,10,,,有时可以,,,,3,3,,,否,否,,,,.,,,.,.,,,,,,5,,否,否,是
4404020108,1,,6,是,有些困难,0.6,"2,1,6",,可以，偶尔断网,"1,8,4",,都很及时,10,,完全满足,有时可以,否,,,1,1,,从未,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4404020109,1,,2,否,,,6,,非常好,10,,仅部分及时,"1,3,5",,,比较困难,否,,,4,"1,3",,从未,否,否,,,,.,,,.,.,,,,,,,,,否,没有产品卖或不适合回答
4404020110,0,,0,否,,,,,,"1,3",,都不够及时,"1,3",,,,,,,,,,从未,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4404020111,1,,8,是,有些困难,1,"2,6,3",,非常好,10,,,,,,比较困难,否,,,2,5,,从未,否,否,,,,.,,,.,.,,,,,,,,,,
4404020112,1,,3,是,不存在困难,3,"1,2,6",,非常好,"1,3,6",,都很及时,6,,基本满足,完全可以,否,,,1,2,,有时,否,是,1,,2,2019,8,,0,.2,,,,,,,,,否,是
4404020201,1,,2,否,,,"6,1,3",,可以，偶尔断网,1,,都很及时,10,,完全满足,有时可以,否,,,4,3,,从未,否,否,,,,.,,,.,.,,,,,,,,否,否,否
4404020202,1,,2,否,,,6,,可以，偶尔断网,,,,,,,,,,,,,,从未,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4404020203,1,,4,是,有些困难,0.5,"3,1",,可以，偶尔断网,"1,2,3",,都很及时,"5,6,7",,基本满足,有时可以,,,,1,3,,有时,否,,,,,.,,,.,.,,,,,,,,,否,没有产品卖或不适合回答
4404020204,0,,0,,,,,,可以，偶尔断网,9,水电费信息 天气预报,都很及时,"5,6,7",,,比较困难,否,,,1,3,,从未,否,,,,,.,,,.,.,,,,,,,,,否,没有产品卖或不适合回答
4404020205,1,,4,是,较困难，只用来打电话,0.5,"6,2,3",,可以，偶尔断网,"1,3,4",,仅部分及时,1,,不太满足,有时可以,否,,,1,3,,很少,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
4404020206,1,,3,是,有些困难,2,"2,1,6",,非常好,"1,2,6",,都很及时,2,,不太满足,有时可以,否,,,1,3,,从未,否,,,,,.,,,.,.,,,,,,,,,是,是
4404020207,0,,0,否,,,,,,,,,,,,,,,,4,3,,从未,否,,,,,.,,,.,.,,,,,,,,,否,否
4404020208,1,,2,否,,,6,,可以，偶尔断网,"1,3",,都很及时,10,,,有时可以,否,,,4,1,,从未,否,,,,,.,,,.,.,,,,,,,,,,
4404020209,0,,0,否,,,,,,,,,,,,,,,,,,,,,,,,,.,,,.,.,,,,,,,,,,
4404020210,1,,6,是,有些困难,4,"2,6,1",,非常好,"1,4,8",,都很及时,"3,5",,完全满足,完全可以,否,,,4,1,,从未,否,是,"1,2",,"1,2",2008,1,,9999,.5,3,,6,,9999.0,1,,否,否,否
4404020211,1,,5,是,不存在困难,2,"6,2,3",,可以，偶尔断网,10,,仅部分及时,1,,基本满足,有时可以,是,2,,2,2,,很少,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
4404020212,0,,.,,,,6,,非常好,10,,,,,,,,,,9999,3,,从未,否,否,,,,.,,,.,.,,,,,,,,,否,没有产品卖或不适合回答
4402020101,1,,2,否,,,"1,2,6",,可以，偶尔断网,"1,8",,都很及时,2,,基本满足,完全可以,否,,,1,3,,从未,否,,,,,.,,,.,.,,,,,,,,,,
4402020102,1,,2,是,有些困难,10,"2,1,3",,非常好,"1,2",,都很及时,"6,7,8",,基本满足,完全可以,否,,,1,2,,经常,是,否,,,,.,,,.,.,,,,,,,,,是,是
4402020103,1,,2,否,,,7,只接打电话,可以，偶尔断网,,,,,,,,,,,4,3,,从未,否,否,,,,.,,,.,.,,,,,,6、无销售,,否,否,否
4402020104,1,,3,否,,,,,,,,,,,,,,,,,,,,否,,,,,.,,,.,.,,,,,,,,,,
4402020105,1,,1,是,有些困难,1,"1,5",,非常好,1,,都很及时,10,,完全满足,完全可以,否,,,2,3,,从未,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4402020106,1,,4,是,有些困难,2,"1,3,6",,可以，偶尔断网,1,,都很及时,10,,完全满足,完全可以,否,,,1,2,,很少,否,否,,,,.,,,.,.,,,,,,,,,否,没有产品卖或不适合回答
4402020107,"1,3",,3,是,不存在困难,5,"1,3,5",,可以，偶尔断网,"1,3",,都很及时,10,,基本满足,完全可以,是,"1,2",,5,5,上门,从未,否,否,,,,.,,,.,.,,,,,,6,个人,否,否,是
4402020108,0,,0,否,,,6,,,,,,,,,,,,,5,3,,从未,否,,,,,.,,,.,.,,,,,,,,,否,没有产品卖或不适合回答
4402020109,1,,2,否,,,"1,6,3",,,,,,,,,,,,,,,,,,,,,,.,,,.,.,,,,,,,,,,
4402020110,1,,2,是,不存在困难,2,"7,1,6",,非常好,"1,2,3",,都很及时,,,一般,有时可以,否,,,2,3,,从未,否,否,,,,.,,,.,.,,,,,,6,无,否,否,否
4402020111,0,,0,否,,,,,可以，偶尔断网,9,看时间,,10,,,比较困难,否,,,,3,,从未,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4402020112,"1,3",,6,是,有些困难,3,"2,4,6",,可以，偶尔断网,"9,2",市场信息,,,,,完全可以,否,,,2,3,,从未,否,否,,,,.,,,.,.,,,,,,,,,否,没有产品卖或不适合回答
4402010201,1,,1,是,较困难，只用来打电话,2,"6,2,1",,较差，经常断网,3,,都很及时,10,,基本满足,有时可以,否,,,2,3,,有时,是,否,,,,.,,,.,.,,,,,,,,,否,否
4402010202,0,,.,,,,,,较差，经常断网,,,,,,,,,,,4,5,上门沟通,从未,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4402010203,"1,2",,2,是,不存在困难,2,"1,2",,非常好,"1,4,8",,都很及时,10,,基本满足,有时可以,否,,,1,2,,有时,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4402010204,0,,0,否,,,,,,,,,,,,,,,,,3,,从未,否,,,,,.,,,.,.,,,,,,,,,否,否
4402010205,0,,.,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,.,.,,,,,,,,,,
4402010206,1,,4,是,不存在困难,6,"2,3,6",,可以，偶尔断网,"1,2",,都很及时,7,,基本满足,完全可以,否,,,1,5,当面,从未,否,,,,,.,,,.,.,,,,,,,,,否,否
4402010207,"1,3",,4,是,有些困难,3,"1,2,6",,较差，经常断网,"1,3",,都很及时,10,,基本满足,完全可以,是,"1,2",,1,"2,3",,经常,否,否,,,,.,,,.,.,,,,,,6,无,,否,没有产品卖或不适合回答
4402010208,1,,4,是,有些困难,1,"2,3,1",,非常好,"1,2",,都很及时,10,,基本满足,有时可以,否,,,4,3,,从未,否,,,,,.,,,.,.,,,,,,,,,,
4402010209,"1,3",,5,是,不存在困难,1,"6,2,1",,较差，经常断网,"1,2,9",孩子情况,都很及时,"1,2",,基本满足,比较困难,否,,,9999,"4,5",互相通知,从未,否,否,,,,.,,,.,.,,,,,,,,,否,没有产品卖或不适合回答
4402010210,1,,5,是,不存在困难,0.5,"2,6",,可以，偶尔断网,"1,3,8",,都很及时,10,,基本满足,比较困难,否,,,5,2,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,是
4402010211,1,,2,否,,,6,,较差，经常断网,"1,3",,都很及时,10,,,有时可以,,,,1,5,到户,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,是
4402010212,"1,3",,4,是,不存在困难,10,"7,1,2",出租车业务,非常好,"1,3,4",,都很及时,,,完全满足,完全可以,是,1,,1,2,,有时,否,否,,,,.,,,.,.,,,,,,,,否,否,否
4402030101,1,,2,是,不存在困难,10,"1,2,3",,非常好,1,,都很及时,10,,完全满足,完全可以,否,,,1,2,,经常,否,否,,,,.,,,.,.,,,,,,6,无,,否,否
4402030102,1,,7,是,有些困难,4,"1,3,6",,非常好,1,,都很及时,10,,完全满足,有时可以,否,,,1,2,,很少,否,否,,,,.,,,.,.,,,,,,6,无,,否,没有产品卖或不适合回答
4402030103,"1,2,3",,5,是,不存在困难,4,"6,2,1",,可以，偶尔断网,3,,仅部分及时,10,,基本满足,完全可以,否,,,1,2,,经常,否,,,,,.,,,.,.,,,,,,,,,,否
4402030104,"1,3",,2,是,不存在困难,3,"3,6,2",,非常好,"1,4",,都很及时,10,,完全满足,完全可以,是,3,,1,1,,经常,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4402030105,1,,3,是,较困难，只用来打电话,0.6,"1,2,3",,可以，偶尔断网,"1,2",,都很及时,"6,7",,不太满足,比较困难,否,,,4,"3,4",,从未,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4402030106,1,,4,是,不存在困难,2,"2,3,1",,非常好,"3,8",,都很及时,10,,完全满足,完全可以,否,,,1,2,,很少,否,否,,,,.,,,.,.,,,,,,6,无产品,否,否,没有产品卖或不适合回答
4402030107,4,智能手机 电脑,4,是,不存在困难,3.5,"1,3,6",,较差，经常断网,"1,2",,仅部分及时,3,,基本满足,有时可以,否,,,2,3,,从未,否,否,,,,.,,,.,.,,,,,,6,无销售,,否,否
4402030108,1,,3,是,有些困难,1,"1,2,6",,可以，偶尔断网,"2,3",,都不够及时,"1,3",,基本满足,有时可以,否,,,2,"3,4",,从未,否,否,,,,.,,,.,.,,,,,,6,无销售,否,否,没有产品卖或不适合回答
4402030109,4,智能手机+电脑,5,是,有些困难,0.5,"1,2,6",,可以，偶尔断网,"1,3",,仅部分及时,3,,基本满足,比较困难,否,,,2,3,,从未,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4402030110,"1,3",,3,是,有些困难,2,"4,2,6",,非常好,"6,9",销售渠道 社交,仅部分及时,10,,完全满足,完全可以,是,8,缴费,4,5,无所谓,从未,否,否,,,,.,,,.,.,,,,,,6,批发商,否,否,没有产品卖或不适合回答
4402030111,1,,5,是,有些困难,1,"6,2,1",,非常好,10,,,,,,完全可以,是,8,缴费,4,3,,从未,否,否,,,,.,,,.,.,,,,,,6,厂里拿货手工费,否,否,没有产品卖或不适合回答
4402030201,1,,3,否,,,,,,,,,,,,,,,,2,5,上门,从未,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4402030202,1,,1,是,不存在困难,6,"1,2,6",,可以，偶尔断网,1,,仅部分及时,2,,基本满足,完全可以,否,,,1,2,,经常,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4402030203,"1,3",,2,是,不存在困难,3,"2,1,6",,可以，偶尔断网,"4,3,1",,都很及时,"6,7,8",,不太满足,有时可以,是,3,,2,3,,从未,否,否,,,,.,,,.,.,,,,,,,,,否,没有产品卖或不适合回答
4402030204,1,,1,是,较困难，只用来打电话,0.5,"2,6",,较差，经常断网,10,,都不够及时,10,,完全满足,比较困难,否,,,1,2,,从未,否,否,,,,.,,,.,.,,,,,,6,无售,否,否,没有产品卖或不适合回答
4402030205,0,,10,否,,,,,可以，偶尔断网,,,,,,,比较困难,否,,,4,3,,从未,否,,,,,.,,,.,.,,,,,,,,,否,否
4402030206,1,,5,是,不存在困难,3,"1,2,3",,非常好,"7,3,4",,都很及时,5,,完全满足,完全可以,是,1,,1,2,,有时,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4402030207,"1,3",,4,是,有些困难,1,"1,6",,可以，偶尔断网,"1,4",,都很及时,10,,完全满足,完全可以,否,,,2,3,,从未,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4402030208,1,,3,否,,,,,,,,,,,,,,,,,,,,,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4402030209,1,,2,否,,,6,座机,,,,,,,,,,,,,,,,,,,,,.,,,.,.,,,,,,,,,,
4402030210,1,,6,是,不存在困难,1,"3,1,2",,非常好,"1,3,4",,都不够及时,"3,4",,不太满足,有时可以,否,,,1,2,,很少,否,否,,,,.,,,.,.,,,,,,6,无销售,,,没有产品卖或不适合回答
4402030211,1,,4,否,,,6,,可以，偶尔断网,,,,,,,,,,,2,5,到户通知,从未,否,否,,,,.,,,.,.,,,,,,,,否,否,没有产品卖或不适合回答
4402030212,1,,4,是,有些困难,1,"6,2,1",,可以，偶尔断网,1,,仅部分及时,2,,基本满足,比较困难,否,,,4,1,,从未,否,否,,,,.,,,.,.,,,,,,,,,否,否
4402030213,1,,1,是,有些困难,3,"1,3",,可以，偶尔断网,"1,3",,都很及时,"2,6",,基本满足,有时可以,否,,,1,2,,经常,否,否,,,,.,,,.,.,,,,,,6,无,否,否,否
4402010101,"1,3",,3,是,不存在困难,2,"2,3,1",,非常好,"8,7,6",,都很及时,10,,完全满足,完全可以,是,5,,4,2,,从未,否,是,9999,,2,2020,8,,1,0,5,无,8,无,否,6,无,是,否,是
4402010102,3,,0,否,,,,,可以，偶尔断网,6,,都很及时,9,不使用智能机,,,,,,5,5,上门告知,从未,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4402010103,"1,3",,6,否,,,6,,较差，经常断网,10,,,10,,,有时可以,否,,,2,3,,有时,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4402010104,"1,3",,6,是,不存在困难,1.5,"2,6,1",,可以，偶尔断网,"1,8",,都很及时,"2,5,6",,完全满足,完全可以,否,,,1,2,,经常,否,,,,,.,,,.,.,,,,,,,,,否,否
4402010105,1,,4,是,不存在困难,2,"2,1,3",,非常好,"1,3,4",,都很及时,"1,3,4",,基本满足,完全可以,否,,,1,2,,有时,否,,,,,.,,,.,.,,,,,,,,,,
4402010106,"1,2,3",,4,是,不存在困难,1,"1,3,5",,可以，偶尔断网,"1,4,8",,仅部分及时,"4,8",,一般,有时可以,否,,,4,"2,4",,有时,是,否,,,,.,,,.,.,,,,,,6,无,否,否,否
4402010107,1,,1,否,,,,,,,,,,,,,,,,,,,,,,,,,.,,,.,.,,,,,,,,,,
4402010108,1,,3,是,不存在困难,2,"1,2,6",,可以，偶尔断网,"1,4,5",,都很及时,"7,8",,基本满足,有时可以,否,,,5,4,,有时,否,否,,,,.,,,.,.,,,,,,6,无,,否,否
4402010109,1,,4,是,不存在困难,3,"2,1,3",,可以，偶尔断网,1,,都很及时,10,,完全满足,完全可以,否,,,1,2,,从未,否,否,,,,.,,,.,.,,,,,,,,,,
4402010110,1,,3,是,有些困难,0.5,"6,2,1",,可以，偶尔断网,1,,仅部分及时,9,不了解,基本满足,有时可以,否,,,4,3,,从未,否,否,,,,.,,,.,.,,,,,,,,,否,否
4402010111,1,,3,否,,,6,,9999.0,10,,,10,,,比较困难,,,,,5,到户,从未,否,,,,,.,,,.,.,,,,,,,,,,
4404010101,1,,4,是,不存在困难,1,2,,非常好,3,,都很及时,10,,基本满足,比较困难,否,,,1,1,,经常,否,否,,,,.,,,.,.,,,,,,5,,否,否,是
4404010102,0,,.,,,,,,,,,,,,,,,,,9999,1,,从未,否,否,,,,.,,,.,.,,,,,,,,否,否,没有产品卖或不适合回答
4404010103,0,,0,否,,,6,,9999.0,3,,都很及时,3,,,有时可以,否,,,9999,5,当面说,从未,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4404010104,1,,5,是,不存在困难,10,"1,6,3",,非常好,"1,3",,都很及时,10,,基本满足,完全可以,否,,,1,3,,经常,否,否,,,,.,,,.,.,,,,,,6,上门收购,否,否,是
4404010105,"1,3",,3,是,不存在困难,8,"1,2,3",,可以，偶尔断网,1,,都很及时,10,,完全满足,完全可以,否,,,4,3,,从未,否,是,3,衣服,1,2015,9999,,2,60,1,,9999,,是,1,,是,是,是
4404010106,"1,3",,7,是,较困难，只用来打电话,1.5,"6,2,1",,较差，经常断网,"1,2,3",,仅部分及时,"5,6,7",,基本满足,有时可以,否,,,1,3,,很少,否,否,,,,.,,,.,.,,,,,,6,无,否,否,是
4404010107,0,,0,否,,,,,可以，偶尔断网,,,,,,,,,,,1,"3,5",口头,从未,否,否,,,,.,,,.,.,,,,,,,,,,
4404010108,1,,2,否,,,7,仅用固话,非常好,,,,,,,,,,,4,3,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
4404010109,1,,5,是,有些困难,1.5,"3,2,6",,非常好,"2,3",,都不够及时,"1,3",,基本满足,完全可以,是,3,,4,1,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,否
4404010110,0,,0,否,,,,,非常好,3,,都很及时,3,,完全不满足,比较困难,否,,,2,1,,从未,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4404010111,1,,2,否,,,"6,1,3",,可以，偶尔断网,"1,3,4,8",,仅部分及时,10,,基本满足,比较困难,否,,,1,3,,很少,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4404010112,1,,1,否,,,6,,可以，偶尔断网,"1,5",,仅部分及时,1,,不太满足,比较困难,否,,,4,3,,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,是
4404010113,1,,2,否,,,6,,,,,,,,,,,,,3,5,电话,从未,否,否,,,,.,,,.,.,,,,,,5,,否,否,没有产品卖或不适合回答
4404010201,"1,3",,2,否,,,,,可以，偶尔断网,6,,都很及时,10,,一般,比较困难,否,,,1,3,,从未,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4404010202,"1,3",,5,是,不存在困难,5,2,,可以，偶尔断网,"1,2,3",,都很及时,10,,基本满足,完全可以,否,,,1,2,,经常,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4404010203,1,,4,是,有些困难,2,"3,2,1",,非常好,"1,2,3",,都很及时,10,,完全满足,完全可以,否,,,1,2,,经常,否,否,,,,.,,,.,.,,,,,,6,无,否,否,没有产品卖或不适合回答
4404010204,1,,3,否,,,6,,可以，偶尔断网,"1,2,3",,都很及时,"5,6,7",,基本满足,完全可以,否,,,1,1,,从未,否,否,,,,.,,,.,.,,,,,,6,无,否,否,否
